# Time-averaged data for fix FEPout000
# TimeStep v_param v_param000 v_pe c_FEP000[1] c_FEP000[2] c_FEP000[3]
0 0 1 -6121.7 3.50196 47.4963 16895.8
1000 0 1 -6068.05 3.58995 40.0492 16512.5
2000 0 1 -6099.67 1.43559 1497.67 16642.6
3000 0 1 -6110.93 2.39271 297.458 16461.8
4000 0 1 -6079.21 1.6597 1035.54 16758.4
5000 0 1 -6038.99 2.20314 423.639 17058.9
6000 0 1 -6073.4 2.11981 477.677 16725.5
7000 0 1 -6085.45 1.15186 2404.03 16597.8
8000 0 1 -6072.2 1.91238 678.804 16783.5
9000 0 1 -6167.82 1.59371 1148.52 16639
10000 0 1 -6118.5 1.01522 2994.6 16440.2
11000 0 1 -6159.91 3.38416 58.2912 17018.1
12000 0 1 -6075.89 1.78012 856.681 16967.2
13000 0 1 -6100.15 1.4971 1376.32 16956.4
14000 0 1 -6055.23 1.84719 767.328 17007
15000 0 1 -6098.33 2.80413 152.333 16809.6
16000 0 1 -6070.38 2.4988 257.068 16997.6
17000 0 1 -6079.09 2.92393 126.048 17004.8
18000 0 1 -6090.97 2.32882 338.839 16846.1
19000 0 1 -6078.99 0.911898 3673.07 16956.3
20000 0 1 -6038.31 4.42895 10.0802 16978.3
21000 0 1 -6059.88 0.800993 4464.31 17110.6
22000 0 1 -6077.18 2.53155 241.509 16870.5
23000 0 1 -6151.46 3.29336 66.853 16760.2
24000 0 1 -6093.62 2.18052 422.815 16391.6
25000 0 1 -6122.05 4.74714 5.83007 16745.1
26000 0 1 -6152.53 1.61737 1094.85 16503.7
27000 0 1 -6104.17 3.94634 22.0777 16550
28000 0 1 -6051.42 1.82935 783.405 16851.5
29000 0 1 -6078.5 4.23186 13.9669 16902.2
30000 0 1 -6054.37 0.673928 5445.57 16865.1
31000 0 1 -6081.09 1.3801 1669.72 16905.4
32000 0 1 -6103.61 3.11679 88.9874 16590.6
33000 0 1 -6105.59 2.37423 318.372 17081.5
34000 0 1 -6048 1.72618 942.792 17057.3
35000 0 1 -6105.96 2.45403 268.927 16495.2
36000 0 1 -6073.75 2.69067 183.4 16730.5
37000 0 1 -6075.82 1.3088 1862.92 16735.2
38000 0 1 -6105.93 5.47642 1.71993 16787.8
39000 0 1 -6092.68 3.59924 39.9589 16734
40000 0 1 -6135.13 0.20301 11731.2 16490.4
41000 0 1 -6042.75 1.49166 1369.79 16722.5
42000 0 1 -6155.73 4.49536 8.79535 16559.8
43000 0 1 -6123.36 2.0602 523.596 16589
44000 0 1 -6103.42 0.427052 8125.72 16632.7
45000 0 1 -6090.72 3.40722 54.5851 16564.6
46000 0 1 -6082.04 -0.378868 31614.3 16745
47000 0 1 -6042.96 1.22378 2164.4 16859.5
48000 0 1 -6082.54 1.60912 1132.24 16832.8
49000 0 1 -6120.71 2.20181 412.449 16571.1
50000 0 1 -6098.31 4.07311 18.0781 16762.9
51000 0 1 -6087.64 2.0413 539.011 16544.5
52000 0 1 -6129.68 3.13282 86.8018 16624.2
53000 0 1 -6130.56 1.819 782.567 16543.7
54000 0 1 -6123.74 1.68289 992.211 16694.1
55000 0 1 -6040.82 2.00167 575.092 16516.8
56000 0 1 -6073.28 1.07549 2762.58 16780.1
57000 0 1 -6119.73 0.778616 4504.66 16629.2
58000 0 1 -6079.82 3.98358 21.082 16822.4
59000 0 1 -6147.48 4.06657 18.2445 16732.5
60000 0 1 -6090.46 1.70299 975.662 16978.6
61000 0 1 -6143.56 0.23065 11546.4 17000.8
62000 0 1 -6092.41 2.49431 258.506 16964.4
63000 0 1 -6106.36 2.50596 248.598 16636.1
64000 0 1 -6124.82 3.90885 23.8208 16768.3
65000 0 1 -6064.09 0.940595 3467.94 16798.9
66000 0 1 -6107.44 1.42214 1556.84 16914.3
67000 0 1 -6111.27 2.44469 277.478 16755.2
68000 0 1 -6089.25 3.02064 104.177 16529.7
69000 0 1 -6074.11 2.65871 194.594 16825.1
70000 0 1 -6109.23 1.86437 723.413 16502.6
71000 0 1 -6088 1.1797 2293.05 16588.4
72000 0 1 -6095.1 2.17352 425.803 16314.8
73000 0 1 -6137.07 3.63767 37.3888 16700.4
74000 0 1 -6082.14 0.87195 3856.13 16647.7
75000 0 1 -6139.4 1.19216 2269.07 16761.7
76000 0 1 -6113.55 2.69265 185.607 16988
77000 0 1 -6086.15 3.89628 24.5164 16898.1
78000 0 1 -6077.29 2.28204 362.135 16645.6
79000 0 1 -6158.73 1.50479 1340.08 16724.2
80000 0 1 -6110.08 0.988292 3201.6 16800.5
81000 0 1 -6089.64 1.6022 1134.51 16672
82000 0 1 -6129.74 2.6534 193.969 16622.4
83000 0 1 -6134.03 1.38135 1622.05 16457.1
84000 0 1 -6067.41 0.377916 8978.22 16923.7
85000 0 1 -6073.52 1.47466 1426.5 16925.5
86000 0 1 -6078.82 3.5687 43.1134 17153.6
87000 0 1 -6042.51 1.96986 612.732 16683.2
88000 0 1 -6065.7 2.39754 299.156 16690.4
89000 0 1 -6056.3 2.71548 177.341 16865.2
90000 0 1 -6023.94 2.82806 145.373 16698.6
91000 0 1 -6152.3 2.82222 147.945 16828.3
92000 0 1 -6053.24 2.14698 463.938 17001.9
93000 0 1 -6074.22 4.08198 18.0742 17010.5
94000 0 1 -6098.02 3.33665 63.3403 17075.5
95000 0 1 -6114.09 -1.46829 201097 17130.8
96000 0 1 -6098.48 4.02481 19.728 16869.3
97000 0 1 -6123.87 1.77012 862.773 16803.6
98000 0 1 -6134.57 2.16663 444.635 16840.7
99000 0 1 -6082.37 1.87209 718.159 16596.2
100000 0 1 -6063.35 5.66953 1.23417 16654.6
101000 0 1 -6074.54 3.81946 27.2678 16522.2
102000 0 1 -6085.34 1.20106 2173.4 16296.5
103000 0 1 -6122.89 2.0536 532.418 16682.8
