# Time-averaged data for fix FEPout000
# TimeStep v_param v_param000 v_pe c_FEP000[1] c_FEP000[2] c_FEP000[3]
28000000 0.2 1 -6140.26 2.20274 409.642 16484.1
28001000 0.2 1 -6140 2.59582 213.95 16646.7
28002000 0.2 1 -6064.8 2.23613 396.964 16894.2
28003000 0.2 1 -6105.61 1.42607 1516.88 16588.9
28004000 0.2 1 -6025.35 1.62069 1119.38 16967.8
28005000 0.2 1 -6065.22 1.04226 2899.33 16655.9
28006000 0.2 1 -6132.69 1.23526 2099.16 16669.1
28007000 0.2 1 -6054.86 3.50253 47.0661 16759
28008000 0.2 1 -6102.01 2.17827 429.035 16570.2
28009000 0.2 1 -6089.14 1.80709 800.79 16594.2
28010000 0.2 1 -6071.7 1.60764 1131.3 16777.1
28011000 0.2 1 -6125.55 1.14108 2467.96 16733.9
28012000 0.2 1 -6053.92 3.15604 84.349 16795.8
28013000 0.2 1 -6062.51 2.52918 240.272 16717.4
28014000 0.2 1 -6059.2 1.69372 967.998 16585.4
28015000 0.2 1 -6093.05 2.46374 269.186 16782
28016000 0.2 1 -6061.37 0.33765 9443.81 16638.7
28017000 0.2 1 -6072.18 1.18923 2266.41 16660.1
28018000 0.2 1 -6141.99 2.53786 236.53 16698.5
28019000 0.2 1 -6166.33 1.44529 1473.12 16638.2
28020000 0.2 1 -6022.36 1.61444 1100.21 16503.4
28021000 0.2 1 -6117.26 1.33775 1756.06 16560.2
28022000 0.2 1 -6111.27 -0.617542 47139.3 16730.7
28023000 0.2 1 -6143.79 2.29773 359.899 16984.1
28024000 0.2 1 -6084.15 -0.111185 20417.3 16943.5
28025000 0.2 1 -6072.13 1.18314 2311.34 16817.4
28026000 0.2 1 -6103.13 1.71898 931.31 16647.4
28027000 0.2 1 -6131.48 4.96595 3.93837 16328
28028000 0.2 1 -6049.3 1.72704 906.529 16424.9
28029000 0.2 1 -6091.64 1.83337 775.219 16788.2
28030000 0.2 1 -6003.47 3.00043 107.287 16455.6
28031000 0.2 1 -6029.22 2.79025 155.495 16763.6
28032000 0.2 1 -6114.28 0.117429 13448.7 16376.7
28033000 0.2 1 -6139.11 1.77785 835.497 16484.7
28034000 0.2 1 -6096.21 0.0565284 15030 16524.9
28035000 0.2 1 -6137.36 0.185282 12416.4 16942.3
28036000 0.2 1 -6085.92 1.9104 667.434 16447.7
28037000 0.2 1 -6065.4 1.93967 655.074 16955.4
28038000 0.2 1 -6042.71 0.31789 9821.27 16739.6
28039000 0.2 1 -6114.91 0.236189 11101.7 16498.7
