# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
0 1 0.01 310.361 -583.705 16788.3 -6032.09 0.00806849 -0.00769063
1000 1 0.01 304.807 385.23 16764.2 -6087.58 0.0834823 -0.0831015
2000 1 0.01 292.23 -416.205 16935.9 -6063.4 0.0613814 -0.0610034
3000 1 0.01 295.801 -1625.57 16786.5 -6134.91 0.0565817 -0.0561987
4000 1 0.01 297.721 -79.8901 16904.3 -6083.87 0.0214127 -0.0210279
5000 1 0.01 298.432 -46.2417 16436.8 -6141.14 0.0498757 -0.0494988
6000 1 0.01 306.385 -712.159 16843.7 -6214.22 0.00987465 -0.00949317
7000 1 0.01 292.785 1245.21 16441.9 -6187.22 0.00843098 -0.00804395
8000 1 0.01 306.7 626.409 16700.7 -6105.6 0.0179418 -0.0175521
9000 1 0.01 305.02 -105.255 16765.2 -6097.76 0.00745235 -0.00705394
10000 1 0.01 299.571 -1141.22 16777.9 -6170.65 -0.0075039 0.00788863
11000 1 0.01 300.214 -1097.57 16806.7 -6066.47 0.00107873 -0.000694574
12000 1 0.01 310.556 2094.63 16482 -6047.22 0.057068 -0.0566819
13000 1 0.01 297.936 -930.439 16758.9 -6148.38 0.0452239 -0.0448395
14000 1 0.01 298.665 795.675 16393.8 -6111.18 0.024244 -0.0238594
15000 1 0.01 304.584 12.1247 16814.9 -6087.46 0.00980165 -0.00942039
16000 1 0.01 296.604 7.20232 16837 -6043.1 -0.0251746 0.0255602
17000 1 0.01 306.82 636.098 16798.9 -6093.9 0.0234887 -0.023103
18000 1 0.01 308.118 517.899 16965.2 -6037.62 0.0364082 -0.0360226
19000 1 0.01 300.474 616.48 16819.5 -6097.88 0.0516596 -0.0512757
20000 1 0.01 299.112 -592.06 16732.3 -6080.49 0.0272619 -0.0268758
21000 1 0.01 293.206 -209.538 16758 -6147.97 0.0576221 -0.0572368
22000 1 0.01 309.228 -8.79895 16879.8 -6126.84 -0.00145394 0.00183962
23000 1 0.01 316.866 -373.87 16528.6 -6149.5 0.020766 -0.0203808
24000 1 0.01 292.493 -287.279 16572.8 -6168.04 0.0332648 -0.032879
25000 1 0.01 298.376 -244.165 16363.5 -6043.95 0.0488494 -0.0484607
26000 1 0.01 305.175 -270.358 16738.3 -6074.21 0.0080915 -0.00770338
27000 1 0.01 293.924 274.499 16608.9 -6061.16 -0.0189145 0.0192969
28000 1 0.01 287.498 82.9901 16756 -6160.51 -0.0063297 0.00671786
29000 1 0.01 297.59 -258.219 16471 -6104.27 -0.00678104 0.00716533
30000 1 0.01 295.699 73.4683 16659.9 -6128.33 -0.0272598 0.027639
31000 1 0.01 313.595 -275.614 16794.9 -6068.65 0.00682596 -0.0064492
32000 1 0.01 288.134 -17.0684 16381.4 -6097.93 0.0493208 -0.0489423
33000 1 0.01 301.088 399.291 16661.1 -6143.22 0.039639 -0.0392469
34000 1 0.01 300.109 134.921 16576.1 -6091.7 0.0369273 -0.0365493
35000 1 0.01 297.018 874.858 16420 -6136.04 0.0220504 -0.0216697
36000 1 0.01 295.405 -113.157 16595.2 -6101.62 -0.0223002 0.0226933
37000 1 0.01 286.908 260.49 16665.5 -6104.15 -0.0147129 0.0151036
38000 1 0.01 308.798 -60.0594 17093.2 -6038.63 -0.0140067 0.014403
39000 1 0.01 299.695 -182.641 16817.6 -6068.91 -0.000198799 0.00057958
40000 1 0.01 304.936 -431.593 16879 -6158.39 0.0339165 -0.0335387
41000 1 0.01 293.711 277.94 16986 -6089.52 0.0163466 -0.0159615
42000 1 0.01 294.888 204.129 16987.2 -6096.01 -0.0250067 0.0254034
43000 1 0.01 299.303 -28.7791 16792.9 -6071.41 0.0596853 -0.0592925
44000 1 0.01 299.952 263.169 17026.7 -5977.35 0.0734692 -0.0730818
45000 1 0.01 299.126 133.502 17062.9 -6060.98 0.0346137 -0.0342283
46000 1 0.01 302.795 -97.3857 16861.1 -6059.09 0.0303814 -0.0300067
47000 1 0.01 303.12 -527.829 16852.4 -6111.39 0.0058778 -0.00549339
48000 1 0.01 314.113 14.6439 16749.9 -6094.1 0.040683 -0.0402863
49000 1 0.01 299.466 896.405 16607.1 -6089.27 0.0236895 -0.0232999
50000 1 0.01 299.612 300.108 16752 -6093.88 -0.0127758 0.0131649
51000 1 0.01 298.335 -82.9252 16637.2 -6102.95 0.0141514 -0.0137666
52000 1 0.01 308.331 -37.2654 16484.9 -6071.49 0.018391 -0.0180097
53000 1 0.01 296.853 157.372 16486.8 -6137.49 -0.00133043 0.00171865
