# Time-averaged data for fix FEPout001
# TimeStep v_param v_param001 v_pe c_FEP001[1] c_FEP001[2] c_FEP001[3]
0 0 0.8 -6121.7 2.4919 258.506 16895.8
1000 0 0.8 -6068.05 2.5644 223.711 16512.5
2000 0 0.8 -6099.67 0.841474 4057.14 16642.6
3000 0 0.8 -6110.93 1.60378 1117.24 16461.8
4000 0 0.8 -6079.21 1.01794 3038.65 16758.4
5000 0 0.8 -6038.99 1.44823 1502.94 17058.9
6000 0 0.8 -6073.4 1.38143 1648.28 16725.5
7000 0 0.8 -6085.45 0.613057 5935.37 16597.8
8000 0 0.8 -6072.2 1.21974 2169.31 16783.5
9000 0 0.8 -6167.82 0.967481 3283.48 16639
10000 0 0.8 -6118.5 0.501395 7090.06 16440.2
11000 0 0.8 -6159.91 2.39051 308.647 17018.1
12000 0 0.8 -6075.89 1.11281 2623.91 16967.2
13000 0 0.8 -6100.15 0.888485 3820.2 16956.4
14000 0 0.8 -6055.23 1.16458 2411.28 17007
15000 0 0.8 -6098.33 1.92855 661.669 16809.6
16000 0 0.8 -6070.38 1.68482 1006.99 16997.6
17000 0 0.8 -6079.09 2.03102 563.643 17004.8
18000 0 0.8 -6090.97 1.55552 1239.72 16846.1
19000 0 0.8 -6078.99 0.420377 8377.1 16956.3
20000 0 0.8 -6038.31 3.24017 74.0423 16978.3
21000 0 0.8 -6059.88 0.332597 9794.29 17110.6
22000 0 0.8 -6077.18 1.71365 952.274 16870.5
23000 0 0.8 -6151.46 2.32337 340.208 16760.2
24000 0 0.8 -6093.62 1.43653 1472.77 16391.6
25000 0 0.8 -6122.05 3.48821 48.1709 16745.1
26000 0 0.8 -6152.53 0.980517 3186.33 16503.7
27000 0 0.8 -6104.17 2.85066 138.719 16550
28000 0 0.8 -6051.42 1.15109 2443.95 16851.5
29000 0 0.8 -6078.5 3.07885 96.6163 16902.2
30000 0 0.8 -6054.37 0.231596 11436 16865.1
31000 0 0.8 -6081.09 0.792333 4475.31 16905.4
32000 0 0.8 -6103.61 2.17996 428.35 16590.6
33000 0 0.8 -6105.59 1.59455 1177.38 17081.5
34000 0 0.8 -6048 1.07343 2817.95 17057.3
35000 0 0.8 -6105.96 1.65493 1027.46 16495.2
36000 0 0.8 -6073.75 1.84011 763.874 16730.5
37000 0 0.8 -6075.82 0.737009 4861.08 16735.2
38000 0 0.8 -6105.93 4.06823 18.2538 16787.8
39000 0 0.8 -6092.68 2.56744 225.559 16734
40000 0 0.8 -6135.13 -0.146156 21071.9 16490.4
41000 0 0.8 -6042.75 0.880797 3816.42 16722.5
42000 0 0.8 -6155.73 3.2871 66.7508 16559.8
43000 0 0.8 -6123.36 1.33276 1773.9 16589
44000 0 0.8 -6103.42 0.0250308 15948.8 16632.7
45000 0 0.8 -6090.72 2.41388 288.873 16564.6
46000 0 0.8 -6082.04 -0.614949 46974.8 16745
47000 0 0.8 -6042.96 0.671348 5467.36 16859.5
48000 0 0.8 -6082.54 0.985103 3224.97 16832.8
49000 0 0.8 -6120.71 1.44872 1458.74 16571.1
50000 0 0.8 -6098.31 2.94786 119.366 16762.9
51000 0 0.8 -6087.64 1.32692 1786.53 16544.5
52000 0 0.8 -6129.68 2.19695 417.157 16624.2
53000 0 0.8 -6130.56 1.14039 2442.73 16543.7
54000 0 0.8 -6123.74 1.03671 2933.14 16694.1
55000 0 0.8 -6040.82 1.28629 1909.34 16516.8
56000 0 0.8 -6073.28 0.544939 6726.89 16780.1
57000 0 0.8 -6119.73 0.31174 9857.65 16629.2
58000 0 0.8 -6079.82 2.8801 134.21 16822.4
59000 0 0.8 -6147.48 2.94805 119.111 16732.5
60000 0 0.8 -6090.46 1.05707 2883.01 16978.6
61000 0 0.8 -6143.56 -0.12423 20939.7 17000.8
62000 0 0.8 -6092.41 1.68065 1012.08 16964.4
63000 0 0.8 -6106.36 1.69598 967.296 16636.1
64000 0 0.8 -6124.82 2.81777 148.522 16768.3
65000 0 0.8 -6064.09 0.444427 7971.17 16798.9
66000 0 0.8 -6107.44 0.831862 4190.39 16914.3
67000 0 0.8 -6111.27 1.64331 1064.21 16755.2
68000 0 0.8 -6089.25 2.10551 483.544 16529.7
69000 0 0.8 -6074.11 1.81619 799.636 16825.1
70000 0 0.8 -6109.23 1.18385 2265.36 16502.6
71000 0 0.8 -6088 0.636221 5705.93 16588.4
72000 0 0.8 -6095.1 1.43153 1478.21 16314.8
73000 0 0.8 -6137.07 2.60174 212.521 16700.4
74000 0 0.8 -6082.14 0.387984 8683.86 16647.7
75000 0 0.8 -6139.4 0.644943 5681.8 16761.7
76000 0 0.8 -6113.55 1.84156 773.741 16988
77000 0 0.8 -6086.15 2.8055 152.784 16898.1
78000 0 0.8 -6077.29 1.51949 1301.31 16645.6
79000 0 0.8 -6158.73 0.896252 3719.11 16724.2
80000 0 0.8 -6110.08 0.478228 7532.54 16800.5
81000 0 0.8 -6089.64 0.969003 3281.59 16672
82000 0 0.8 -6129.74 1.81398 792.931 16622.4
83000 0 0.8 -6134.03 0.799282 4306.15 16457.1
84000 0 0.8 -6067.41 -0.00940865 17192.9 16923.7
85000 0 0.8 -6073.52 0.874042 3906.74 16925.5
86000 0 0.8 -6078.82 2.5456 239.84 17153.6
87000 0 0.8 -6042.51 1.26764 1989.86 16683.2
88000 0 0.8 -6065.7 1.61312 1115.15 16690.4
89000 0 0.8 -6056.3 1.86522 738.265 16865.2
90000 0 0.8 -6023.94 1.94904 635.094 16698.6
91000 0 0.8 -6152.3 1.9501 638.882 16828.3
92000 0 0.8 -6053.24 1.41224 1591.12 17001.9
93000 0 0.8 -6074.22 2.95931 118.824 17010.5
94000 0 0.8 -6098.02 2.35588 328.214 17075.5
95000 0 0.8 -6114.09 -1.48895 208187 17130.8
96000 0 0.8 -6098.48 2.91131 127.719 16869.3
97000 0 0.8 -6123.87 1.11022 2609.89 16803.6
98000 0 0.8 -6134.57 1.4248 1543.17 16840.7
99000 0 0.8 -6082.37 1.18744 2264.52 16596.2
100000 0 0.8 -6063.35 4.22462 13.9305 16654.6
101000 0 0.8 -6074.54 2.75063 163.786 16522.2
102000 0 0.8 -6085.34 0.656714 5416.13 16296.5
103000 0 0.8 -6122.89 1.33182 1786.73 16682.8
104000 0 0.8 -6070.73 2.03461 546.22 16578.6
105000 0 0.8 -6102.61 1.2182 2207.34 17033.7
106000 0 0.8 -6088.78 0.726177 4961.04 16771.9
107000 0 0.8 -6124.39 2.21132 407.167 16622.1
108000 0 0.8 -6104.21 1.41064 1582.21 16861.3
109000 0 0.8 -6070.86 2.52762 242.906 16856.5
110000 0 0.8 -6085.14 2.42843 288.792 16969.1
111000 0 0.8 -6063.9 0.846695 4037.9 16709.3
112000 0 0.8 -6109.57 1.11711 2552.65 16626.1
113000 0 0.8 -6091.71 1.25059 2045.16 16663.3
114000 0 0.8 -6079.66 2.76043 162.328 16646.4
115000 0 0.8 -6107.66 3.0845 95.0808 16792
116000 0 0.8 -6093.67 0.70624 5209.94 17034
117000 0 0.8 -6101.2 2.11873 482.331 16857.9
