# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
14000000 0.6 0.01 300.002 -258.099 16769 -6114.21 -0.02387 0.0242579
14001000 0.6 0.01 305.154 780.23 16645 -6156.64 -0.00152452 0.00191234
14002000 0.6 0.01 291.158 -161.553 16896.5 -6159.76 -0.0143067 0.0146924
14003000 0.6 0.01 301.78 1275.54 16552 -6096.49 -0.0275936 0.0279927
14004000 0.6 0.01 296.941 109.123 16620.1 -6165.15 -0.000621377 0.00101192
14005000 0.6 0.01 292.433 -35.7194 16634.8 -6079.95 0.044478 -0.0440867
14006000 0.6 0.01 301.136 -36.667 16726 -6172.13 -0.0114214 0.0118083
14007000 0.6 0.01 306.6 -141.275 16875.3 -6135.72 0.00872477 -0.00834786
14008000 0.6 0.01 298.651 172.869 16612.4 -6088.01 -0.0183485 0.0187298
14009000 0.6 0.01 302.026 347.039 16815 -6081.39 0.0221254 -0.0217364
14010000 0.6 0.01 293.075 -769.943 16679.4 -6076.79 -0.00746328 0.00785036
14011000 0.6 0.01 293.721 -197.828 16505.7 -6037.37 0.0339553 -0.0335738
14012000 0.6 0.01 293.926 -14.2333 16601.6 -6044.09 -0.00788671 0.00827822
14013000 0.6 0.01 311.834 -502.5 16819.2 -6121 0.00814849 -0.00775958
14014000 0.6 0.01 288.758 629.179 16884.3 -6095.12 -0.00668766 0.00707941
14015000 0.6 0.01 300.515 214.567 16825.9 -6113.18 -0.0359744 0.0363582
14016000 0.6 0.01 299.16 -928.59 16807.9 -6075.89 -0.00732565 0.00771333
14017000 0.6 0.01 295.184 -163.697 16449.9 -6120.92 -0.00798614 0.00837659
14018000 0.6 0.01 298.554 -190.041 16663.4 -6046.17 -0.0166769 0.0170646
14019000 0.6 0.01 298.979 -409.436 16615.2 -6061.3 -0.00670313 0.00708933
14020000 0.6 0.01 288.821 766.817 16309.4 -6039.89 -0.00807329 0.00845633
14021000 0.6 0.01 301.112 344.021 16761.2 -6078.9 -0.0205659 0.0209563
14022000 0.6 0.01 299.913 -163.933 16778.5 -6110.86 0.0171231 -0.0167326
14023000 0.6 0.01 298.62 360.14 16529.9 -6087 0.03963 -0.0392452
14024000 0.6 0.01 287.843 34.4755 16754 -6025.7 -0.00662319 0.00700814
14025000 0.6 0.01 302.851 -427.689 16245 -6095.59 0.000373786 1.13553e-05
14026000 0.6 0.01 304.213 -326.091 16595.8 -6088.61 -0.00141338 0.00179469
14027000 0.6 0.01 293.333 863.992 16743.5 -6067.7 -0.0291948 0.0295785
14028000 0.6 0.01 306.467 585.029 16421.2 -6163.01 -0.0141248 0.0145113
14029000 0.6 0.01 303.706 282.944 16465.9 -6127.08 0.00761335 -0.00722859
14030000 0.6 0.01 287.526 1132.47 16406.8 -6070.72 -0.0127977 0.0131827
14031000 0.6 0.01 306.982 -141.587 16326.1 -6094.72 0.0106458 -0.0102561
14032000 0.6 0.01 308.553 -388.616 16497.7 -6073.02 -0.0114731 0.0118636
14033000 0.6 0.01 305.596 -262.203 16465.8 -6095.86 0.00196935 -0.00157983
14034000 0.6 0.01 304.724 426.671 16572.2 -6092.59 0.0578478 -0.0574608
14035000 0.6 0.01 303.599 36.4148 16962.7 -6051.01 -0.0215379 0.0219257
14036000 0.6 0.01 289.349 -112.203 17014.5 -6107.18 -0.00285468 0.00324461
14037000 0.6 0.01 305.67 -1191.03 16930.1 -6105.53 -0.00126169 0.00164414
14038000 0.6 0.01 301.401 315.346 16826.9 -6101.61 -0.009436 0.00981873
14039000 0.6 0.01 310.837 157.189 16519.2 -6138.95 -0.0171923 0.0175702
14040000 0.6 0.01 300.478 423.062 16851 -6127.72 -0.0190558 0.0194402
14041000 0.6 0.01 298.54 558.627 16730.8 -6117.86 -0.0154163 0.0158043
14042000 0.6 0.01 310.614 -930.643 16846.8 -6079.81 -0.0187415 0.0191257
14043000 0.6 0.01 312.789 -1047.82 16856.6 -6102.48 -0.0223641 0.02275
14044000 0.6 0.01 298.394 -435.985 16965.7 -6090.05 -0.00558987 0.00598089
14045000 0.6 0.01 299.585 -849.277 17038.5 -6098.13 0.00746749 -0.00708136
14046000 0.6 0.01 296.211 -215.086 17069 -6073.94 -0.0167507 0.0171407
14047000 0.6 0.01 300.661 -742.669 16891.5 -6091.19 0.00099947 -0.000612278
14048000 0.6 0.01 310.507 -379.009 16671 -6122.53 0.00635366 -0.00596361
14049000 0.6 0.01 311.581 601.397 16430.7 -6095.94 -0.0151167 0.0155066
14050000 0.6 0.01 281.598 -30.3824 16516.7 -6089.54 -0.0265973 0.0269759
14051000 0.6 0.01 297.278 -96.0478 16841.8 -6031.79 0.0285936 -0.0282183
14052000 0.6 0.01 295.293 -1611.62 17136.6 -6043.44 6.42149e-05 0.000320402
14053000 0.6 0.01 285.136 218.308 16853.7 -6053.94 -0.00176157 0.00215292
14054000 0.6 0.01 308.719 60.8923 16780.2 -6111.48 -0.0192324 0.019632
14055000 0.6 0.01 300.925 -3.44573 16814.3 -6143.47 0.0205345 -0.0201422
14056000 0.6 0.01 292.572 -395.364 16998.2 -6054.16 -0.0216403 0.0220169
14057000 0.6 0.01 314.647 -473.583 16629.4 -6093.41 0.0191797 -0.0187951
14058000 0.6 0.01 303.108 657.569 16347.3 -6152.28 -0.00421196 0.00459925
14059000 0.6 0.01 303.489 1213.78 16446.3 -6109.76 -0.0135097 0.0139003
14060000 0.6 0.01 317.334 -356.467 16862.4 -6078.9 -0.00671366 0.00710775
14061000 0.6 0.01 304.39 -540.832 16782.3 -6025.6 -0.0161922 0.0165743
14062000 0.6 0.01 291.833 -1253.88 16497.4 -6128.95 -0.0279631 0.0283438
14063000 0.6 0.01 310.095 997.88 16461.4 -6175.95 -0.0240702 0.024457
14064000 0.6 0.01 302.274 -236.986 16539.5 -6034.25 0.00295984 -0.00257545
14065000 0.6 0.01 295.852 449.742 16750 -6081.13 0.0334764 -0.0330842
14066000 0.6 0.01 293.689 255.728 16982.5 -5994 0.00340838 -0.00301237
14067000 0.6 0.01 284.47 -271.876 16712.1 -6109.52 -0.0140322 0.0144234
14068000 0.6 0.01 289.238 -397.226 16660.9 -6129.74 -0.0291484 0.0295358
14069000 0.6 0.01 308.779 1193.22 16671.6 -6124.35 -0.00361204 0.00399308
14070000 0.6 0.01 306.687 -127.01 16764 -6170.3 -0.00630534 0.00668966
14071000 0.6 0.01 281.387 -288.603 16778.7 -6109.1 -0.00579741 0.00618305
14072000 0.6 0.01 292.855 337.614 16842 -6121.3 -0.0233923 0.0237799
14073000 0.6 0.01 302.144 215.327 16773 -6108.55 -0.0301951 0.0305781
14074000 0.6 0.01 304.572 -444.988 17123 -6145.14 -0.00065055 0.00102912
14075000 0.6 0.01 297.172 -128.32 16767.7 -6155.55 -0.0250376 0.0254287
14076000 0.6 0.01 299.05 426.722 16876 -6069.56 -0.00430258 0.00469635
14077000 0.6 0.01 302.878 -453.756 16637.9 -6086.29 0.0213657 -0.0209872
14078000 0.6 0.01 305.833 -294.264 16454.7 -6075.38 -0.0205277 0.0209091
14079000 0.6 0.01 291.523 -67.2822 16922.7 -6051.55 -0.0185885 0.0189713
14080000 0.6 0.01 304.149 238.11 17012.7 -6058.01 -0.0283682 0.0287515
14081000 0.6 0.01 294.816 68.5276 16617.8 -5987.94 -0.0171954 0.017583
14082000 0.6 0.01 307.47 29.1138 16821.2 -6049.09 -0.00968075 0.0100706
14083000 0.6 0.01 297.864 -173.14 16458.7 -6143.48 -0.0139926 0.0143826
14084000 0.6 0.01 310.194 -284.359 16619.7 -6083.71 0.0330872 -0.0327028
14085000 0.6 0.01 299.476 555.906 16457.8 -6154.33 -0.010213 0.0105957
14086000 0.6 0.01 310.339 782.394 16581.6 -6139.25 -0.0095683 0.00995246
14087000 0.6 0.01 295.62 7.11538 17071.4 -6091.95 -0.00836775 0.00875869
14088000 0.6 0.01 300.454 653.863 16864.6 -6111.79 0.00785487 -0.00747409
14089000 0.6 0.01 279.132 -947.408 16805.7 -6109.07 0.0123764 -0.0119856
14090000 0.6 0.01 300.145 8.30445 16798.4 -6147.85 -0.0232677 0.0236583
14091000 0.6 0.01 298.391 -429.251 16977.1 -6092.86 -0.0182835 0.018671
14092000 0.6 0.01 291.055 124.894 17044.2 -6072.55 -0.0199251 0.0203113
14093000 0.6 0.01 296.287 -89.268 16780.8 -6150.98 0.0245459 -0.02416
14094000 0.6 0.01 301.299 128.735 16804.1 -6141.2 -0.0171622 0.0175465
14095000 0.6 0.01 299.111 461.587 16778.3 -6095.13 -0.0160598 0.0164464
14096000 0.6 0.01 302.631 468.132 16671.5 -6061.48 -0.00825511 0.00864017
14097000 0.6 0.01 302.684 671.082 16471.8 -6047.14 -0.0175912 0.0179762
14098000 0.6 0.01 302.437 -285.15 16951.8 -6043.1 -0.00289384 0.00328402
14099000 0.6 0.01 309.595 -290.02 16979.6 -6068.1 -0.0269009 0.0272871
14100000 0.6 0.01 303.745 -276.858 16705.9 -6097.05 -0.0208786 0.0212695
14101000 0.6 0.01 283.599 -391.278 16437.5 -6130.64 -0.00927576 0.00966765
14102000 0.6 0.01 297.737 -43.1265 16682.7 -6097.4 0.00906372 -0.00867659
14103000 0.6 0.01 312.055 -340.619 16737.2 -6153.02 -0.0162657 0.0166507
14104000 0.6 0.01 310.972 -889.916 16752.2 -6092 -0.0128576 0.0132433
14105000 0.6 0.01 303.548 139.1 16743.3 -6091.63 0.000537718 -0.000148472
14106000 0.6 0.01 295.327 -734.948 16510.5 -6141.13 0.0119144 -0.0115322
14107000 0.6 0.01 295.851 -475.675 16739.3 -6133.47 -0.0163079 0.0166904
14108000 0.6 0.01 313.526 438.08 16681.9 -6100.8 -0.0189721 0.0193517
14109000 0.6 0.01 290.005 502.357 16908.6 -6066.5 -0.0107251 0.0111118
14110000 0.6 0.01 298.477 315.373 16423.1 -6054.27 -0.00861667 0.00901179
14111000 0.6 0.01 287.412 1193.01 16404.8 -6081.84 -0.00710514 0.00749135
14112000 0.6 0.01 298.488 693.415 16504.5 -6106.16 -0.0257814 0.0261738
14113000 0.6 0.01 303.137 30.9872 16672.5 -6161.76 -0.0131444 0.0135312
14114000 0.6 0.01 296.909 -253.79 16849 -6109.17 0.00994591 -0.00955325
14115000 0.6 0.01 310.956 -257.633 16849.3 -6115.12 -0.0132868 0.0136713
14116000 0.6 0.01 297.604 -177.491 16707.8 -6156.68 -0.013985 0.0143709
14117000 0.6 0.01 284.139 398.635 17009.3 -6044.18 -0.0102083 0.0105995
14118000 0.6 0.01 305.477 -31.1919 16576.6 -6158.26 -0.00368047 0.00407388
14119000 0.6 0.01 292.253 14.1718 16720.8 -6128.16 -0.0103049 0.0106926
14120000 0.6 0.01 287.962 139.57 16658.6 -6111.22 0.0211695 -0.0207772
14121000 0.6 0.01 299.052 649.937 16440.3 -6113.53 0.0271694 -0.0267778
14122000 0.6 0.01 293.901 -263.427 17094.3 -6065.02 0.0114038 -0.0110167
14123000 0.6 0.01 307.874 -440.733 17007.9 -6069.97 -0.00142502 0.00180779
14124000 0.6 0.01 294.522 -332.345 16596.8 -6114.03 0.0220456 -0.0216588
14125000 0.6 0.01 316.663 144.933 16794.5 -6044.82 -0.0123784 0.0127655
14126000 0.6 0.01 302.03 272.114 16849.5 -6093.96 0.0223465 -0.0219549
14127000 0.6 0.01 289.48 1116.13 16597.3 -6106.9 -0.0204001 0.0207951
14128000 0.6 0.01 291.466 163.34 16557.6 -6042.79 -0.0340621 0.0344544
14129000 0.6 0.01 292.21 -510.068 16838 -6094.78 -0.0180457 0.0184302
14130000 0.6 0.01 292.946 -226.878 16777.2 -6095.31 -0.0356129 0.0359956
14131000 0.6 0.01 302.872 187.641 16806.3 -6094.4 -0.0166442 0.0170325
14132000 0.6 0.01 297.34 598.006 16500.7 -6118.13 -0.0158219 0.0162029
14133000 0.6 0.01 297.459 -36.3071 16625.5 -6068.8 -0.0214659 0.0218537
14134000 0.6 0.01 298.245 176.706 16897.4 -6058.6 -0.00197455 0.00236462
14135000 0.6 0.01 305.677 26.4899 16723.3 -6155.35 -0.0544343 0.0548221
14136000 0.6 0.01 303.861 231.891 16953.7 -6098.37 0.0266161 -0.0262346
14137000 0.6 0.01 298.517 540.387 16564.1 -6186.08 0.00666325 -0.00627144
14138000 0.6 0.01 308.197 -789.132 16744 -6126.84 -0.00988434 0.0102697
14139000 0.6 0.01 303.16 176.873 16748.7 -6064.86 -0.0261532 0.0265374
14140000 0.6 0.01 299.983 -954.482 16997.6 -6185.34 -0.0115413 0.0119327
14141000 0.6 0.01 287.814 -995.018 17005.1 -6150.13 0.0268902 -0.0264958
14142000 0.6 0.01 305.878 91.1078 16808.9 -6093.27 0.0278836 -0.0274943
14143000 0.6 0.01 305.254 162.694 16727.6 -6111.8 -0.0108029 0.0111891
14144000 0.6 0.01 312.276 -672.933 16630.6 -6016.53 -0.0053608 0.00574616
14145000 0.6 0.01 295.479 370.876 16634.4 -6094.02 -0.0191778 0.0195669
14146000 0.6 0.01 308.782 462.291 16578.5 -6194.84 0.0234073 -0.0230203
14147000 0.6 0.01 300.625 304.708 17069.9 -6079.62 -0.000708523 0.00109497
14148000 0.6 0.01 290.898 790.888 16657.5 -6044.84 -0.00272781 0.00311519
14149000 0.6 0.01 291.436 766.765 16785.8 -6020.02 -0.00818094 0.00856904
14150000 0.6 0.01 301.241 -455.509 16807.6 -6044.49 -0.00368124 0.00406985
14151000 0.6 0.01 314.364 258.624 16934.1 -6069.14 0.0149939 -0.0146107
14152000 0.6 0.01 293.123 -552.38 16941 -6113.38 0.00951352 -0.00912552
14153000 0.6 0.01 307.726 -887.886 17059.4 -6108.5 -0.0243617 0.0247521
14154000 0.6 0.01 303.723 708.809 16552.9 -6033.72 -0.0181646 0.0185545
14155000 0.6 0.01 292.608 752.249 16541.2 -6042.28 -0.0106179 0.0110056
14156000 0.6 0.01 291.725 -292.49 16596.9 -6086.77 0.0227667 -0.0223778
