# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
28000000 0.2 0.01 310.157 1359.55 16484.1 -6140.26 -0.0118892 0.0122755
28001000 0.2 0.01 294.288 23.5814 16646.7 -6140 -0.0169323 0.0173154
28002000 0.2 0.01 297.578 200.681 16894.2 -6064.8 -0.0123898 0.012774
28003000 0.2 0.01 314.915 319.444 16588.9 -6105.61 -0.00257323 0.00294984
28004000 0.2 0.01 305.985 246.877 16967.8 -6025.35 -0.0046302 0.00501608
28005000 0.2 0.01 301.76 -37.5552 16655.9 -6065.22 0.00301045 -0.00261443
28006000 0.2 0.01 301.458 -597.104 16669.1 -6132.69 0.00036478 2.54801e-05
28007000 0.2 0.01 301.584 -192.063 16759 -6054.86 -0.0281986 0.0285833
28008000 0.2 0.01 309.412 294.139 16570.2 -6102.01 -0.0120378 0.0124129
28009000 0.2 0.01 305.034 914.689 16594.2 -6089.14 -0.00663362 0.00702757
28010000 0.2 0.01 311.511 679.642 16777.1 -6071.7 -0.00444873 0.00483507
28011000 0.2 0.01 304.346 -151.026 16733.9 -6125.55 0.000920086 -0.000545182
28012000 0.2 0.01 299.007 284.011 16795.8 -6053.92 -0.0237029 0.0240918
28013000 0.2 0.01 277.522 71.8913 16717.4 -6062.51 -0.0162399 0.0166195
28014000 0.2 0.01 297.979 653.797 16585.4 -6059.2 -0.00533778 0.00572874
28015000 0.2 0.01 302.916 372.262 16782 -6093.05 -0.0151131 0.0155003
28016000 0.2 0.01 305.406 1313.98 16638.7 -6061.37 0.0115599 -0.0111702
28017000 0.2 0.01 292.401 602.772 16660.1 -6072.18 0.000985212 -0.000593838
28018000 0.2 0.01 288.658 -379.493 16698.5 -6141.99 -0.0165807 0.0169546
28019000 0.2 0.01 302.754 165.589 16638.2 -6166.33 -0.00196165 0.00235929
28020000 0.2 0.01 294.166 -110.236 16503.4 -6022.36 -0.00483827 0.00521709
