# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
0 0 0.01 170.244 193.21 16596.4 10.4986 0.000196066 0.000196066
1000 0 0.01 358.814 44.1519 16596.4 13.9669 0.000192068 0.000192068
2000 0 0.01 265.096 -200.93 16596.4 14.1235 0.000191381 0.000191381
3000 0 0.01 217.34 -35.8269 16596.4 12.7233 0.000197937 0.000197937
4000 0 0.01 307.324 12.4009 16596.4 13.7905 0.000191325 0.000191325
5000 0 0.01 234.837 204.852 16596.4 11.034 0.000193789 0.000193789
6000 0 0.01 247.767 -59.5962 16596.4 14.4309 0.000192099 0.000192099
7000 0 0.01 249.397 -320.158 16596.4 15.4706 0.000189329 0.000189329
8000 0 0.01 235.612 28.1488 16596.4 14.0454 0.000197107 0.000197107
9000 0 0.01 200.424 134.218 16596.4 12.8451 0.000194746 0.000194746
10000 0 0.01 375.638 102.45 16596.4 12.6273 0.000194551 0.000194551
11000 0 0.01 460.454 -24.1979 16596.4 11.1129 0.000196059 0.000196059
12000 0 0.01 308.337 -207.758 16596.4 13.1664 0.000191026 0.000191026
13000 0 0.01 224.824 64.3895 16596.4 13.7033 0.000194989 0.000194989
14000 0 0.01 271.713 195.018 16596.4 14.739 0.00019545 0.00019545
15000 0 0.01 149.008 -103.162 16596.4 14.3146 0.000192086 0.000192086
16000 0 0.01 223.022 -27.8298 16596.4 13.9541 0.000194774 0.000194774
17000 0 0.01 495.926 38.2908 16596.4 10.23 0.000193275 0.000193275
18000 0 0.01 483.88 -104.924 16596.4 12.8372 0.000190852 0.000190852
19000 0 0.01 246.763 40.1058 16596.4 13.4603 0.000194962 0.000194962
20000 0 0.01 255.867 179.277 16596.4 11.253 0.000194434 0.000194434
21000 0 0.01 284.708 -36.5087 16596.4 17.2583 0.00019199 0.00019199
22000 0 0.01 300.794 -124.278 16596.4 21.8303 0.000201784 0.000201784
23000 0 0.01 349.958 -191.895 16596.4 12.6926 0.000189572 0.000189572
24000 0 0.01 330.034 97.2218 16596.4 9.55964 0.000191675 0.000191675
25000 0 0.01 244.083 246.659 16596.4 13.3604 0.00019718 0.00019718
26000 0 0.01 371.239 -238.721 16596.4 12.1356 0.000188269 0.000188269
27000 0 0.01 414.824 -149.844 16596.4 12.2229 0.000192932 0.000192932
28000 0 0.01 292.244 84.9264 16596.4 11.2416 0.0001944 0.0001944
29000 0 0.01 244.004 12.1305 16596.4 14.42 0.000189359 0.000189359
30000 0 0.01 419.501 132.48 16596.4 15.3058 0.000198215 0.000198215
31000 0 0.01 208.78 -142.78 16596.4 13.4598 0.000193489 0.000193489
32000 0 0.01 292.79 -218.945 16596.4 12.2418 0.000188867 0.000188867
33000 0 0.01 374.447 200.658 16596.4 16.1496 0.00019791 0.00019791
34000 0 0.01 235.215 154.599 16596.4 14.5745 0.000196188 0.000196188
35000 0 0.01 281.48 -110.283 16596.4 11.7112 0.000191315 0.000191315
36000 0 0.01 391.385 -138.134 16596.4 20.4759 0.000195866 0.000195866
37000 0 0.01 353.397 -31.608 16596.4 14.6737 0.000194391 0.000194391
38000 0 0.01 290.316 160.309 16596.4 13.3956 0.000193329 0.000193329
39000 0 0.01 277.997 89.3182 16596.4 12.1835 0.000194274 0.000194274
40000 0 0.01 266.699 -136.566 16596.4 14.6526 0.000191123 0.000191123
41000 0 0.01 314.127 -45.2193 16596.4 9.75936 0.000192659 0.000192659
42000 0 0.01 283.035 100.863 16596.4 11.277 0.000194689 0.000194689
43000 0 0.01 345.071 64.5411 16596.4 12.2616 0.000193926 0.000193926
44000 0 0.01 382.061 8.02129 16596.4 17.3486 0.000194401 0.000194401
45000 0 0.01 274.718 26.406 16596.4 14.8052 0.000197269 0.000197269
46000 0 0.01 216.015 -198.09 16596.4 11.8492 0.000190245 0.000190245
47000 0 0.01 283.209 198.595 16596.4 16.4893 0.000197358 0.000197358
