# Time-averaged data for fix FEPout002
# TimeStep v_param v_param002 v_pe c_FEP002[1] c_FEP002[2] c_FEP002[3]
14000000 0.4 0.4 17.9375 0 16596.4 16596.4
14001000 0.4 0.4 12.2693 0 16596.4 16596.4
14002000 0.4 0.4 13.9749 0 16596.4 16596.4
14003000 0.4 0.4 17.4318 0 16596.4 16596.4
14004000 0.4 0.4 12.4969 0 16596.4 16596.4
14005000 0.4 0.4 13.0839 0 16596.4 16596.4
14006000 0.4 0.4 21.4612 0 16596.4 16596.4
14007000 0.4 0.4 14.9239 0 16596.4 16596.4
14008000 0.4 0.4 11.9418 0 16596.4 16596.4
14009000 0.4 0.4 13.4928 0 16596.4 16596.4
14010000 0.4 0.4 14.7002 0 16596.4 16596.4
14011000 0.4 0.4 15.4995 0 16596.4 16596.4
14012000 0.4 0.4 15.5612 0 16596.4 16596.4
14013000 0.4 0.4 17.1654 0 16596.4 16596.4
14014000 0.4 0.4 13.97 0 16596.4 16596.4
14015000 0.4 0.4 11.3154 0 16596.4 16596.4
14016000 0.4 0.4 17.624 0 16596.4 16596.4
14017000 0.4 0.4 13.9073 0 16596.4 16596.4
14018000 0.4 0.4 14.1218 0 16596.4 16596.4
14019000 0.4 0.4 12.2759 0 16596.4 16596.4
14020000 0.4 0.4 13.6687 0 16596.4 16596.4
14021000 0.4 0.4 14.74 0 16596.4 16596.4
14022000 0.4 0.4 12.5763 0 16596.4 16596.4
14023000 0.4 0.4 16.1419 0 16596.4 16596.4
14024000 0.4 0.4 13.8935 0 16596.4 16596.4
14025000 0.4 0.4 11.9078 0 16596.4 16596.4
14026000 0.4 0.4 15.4023 0 16596.4 16596.4
14027000 0.4 0.4 10.0663 0 16596.4 16596.4
14028000 0.4 0.4 12.4144 0 16596.4 16596.4
14029000 0.4 0.4 16.8659 0 16596.4 16596.4
14030000 0.4 0.4 13.4748 0 16596.4 16596.4
14031000 0.4 0.4 13.1415 0 16596.4 16596.4
14032000 0.4 0.4 11.8606 0 16596.4 16596.4
14033000 0.4 0.4 13.9344 0 16596.4 16596.4
14034000 0.4 0.4 15.8209 0 16596.4 16596.4
14035000 0.4 0.4 14.274 0 16596.4 16596.4
14036000 0.4 0.4 15.7571 0 16596.4 16596.4
14037000 0.4 0.4 13.8863 0 16596.4 16596.4
14038000 0.4 0.4 11.8358 0 16596.4 16596.4
14039000 0.4 0.4 14.2622 0 16596.4 16596.4
14040000 0.4 0.4 10.4902 0 16596.4 16596.4
14041000 0.4 0.4 12.8727 0 16596.4 16596.4
14042000 0.4 0.4 17.4358 0 16596.4 16596.4
14043000 0.4 0.4 12.6443 0 16596.4 16596.4
14044000 0.4 0.4 15.2954 0 16596.4 16596.4
14045000 0.4 0.4 14.6328 0 16596.4 16596.4
14046000 0.4 0.4 16.0227 0 16596.4 16596.4
14047000 0.4 0.4 13.8993 0 16596.4 16596.4
14048000 0.4 0.4 11.5987 0 16596.4 16596.4
14049000 0.4 0.4 20.8214 0 16596.4 16596.4
14050000 0.4 0.4 14.5393 0 16596.4 16596.4
14051000 0.4 0.4 12.4451 0 16596.4 16596.4
14052000 0.4 0.4 14.9458 0 16596.4 16596.4
14053000 0.4 0.4 12.0857 0 16596.4 16596.4
14054000 0.4 0.4 16.4684 0 16596.4 16596.4
14055000 0.4 0.4 11.7675 0 16596.4 16596.4
14056000 0.4 0.4 17.1604 0 16596.4 16596.4
14057000 0.4 0.4 13.5195 0 16596.4 16596.4
14058000 0.4 0.4 14.3139 0 16596.4 16596.4
14059000 0.4 0.4 17.3511 0 16596.4 16596.4
14060000 0.4 0.4 13.0027 0 16596.4 16596.4
14061000 0.4 0.4 14.0604 0 16596.4 16596.4
14062000 0.4 0.4 10.8247 0 16596.4 16596.4
14063000 0.4 0.4 17.5053 0 16596.4 16596.4
14064000 0.4 0.4 19.6721 0 16596.4 16596.4
14065000 0.4 0.4 11.3348 0 16596.4 16596.4
14066000 0.4 0.4 15.2067 0 16596.4 16596.4
14067000 0.4 0.4 14.4354 0 16596.4 16596.4
14068000 0.4 0.4 13.4042 0 16596.4 16596.4
14069000 0.4 0.4 18.6487 0 16596.4 16596.4
14070000 0.4 0.4 11.2694 0 16596.4 16596.4
14071000 0.4 0.4 11.5531 0 16596.4 16596.4
14072000 0.4 0.4 16.8763 0 16596.4 16596.4
14073000 0.4 0.4 11.4039 0 16596.4 16596.4
14074000 0.4 0.4 15.4401 0 16596.4 16596.4
14075000 0.4 0.4 15.6719 0 16596.4 16596.4
14076000 0.4 0.4 15.8616 0 16596.4 16596.4
14077000 0.4 0.4 10.2483 0 16596.4 16596.4
14078000 0.4 0.4 14.936 0 16596.4 16596.4
14079000 0.4 0.4 10.9603 0 16596.4 16596.4
14080000 0.4 0.4 13.9977 0 16596.4 16596.4
14081000 0.4 0.4 17.1941 0 16596.4 16596.4
14082000 0.4 0.4 12.6773 0 16596.4 16596.4
14083000 0.4 0.4 17.1361 0 16596.4 16596.4
14084000 0.4 0.4 12.6624 0 16596.4 16596.4
14085000 0.4 0.4 13.1021 0 16596.4 16596.4
14086000 0.4 0.4 20.6576 0 16596.4 16596.4
14087000 0.4 0.4 15.6137 0 16596.4 16596.4
14088000 0.4 0.4 14.7141 0 16596.4 16596.4
14089000 0.4 0.4 15.9337 0 16596.4 16596.4
14090000 0.4 0.4 14.0646 0 16596.4 16596.4
14091000 0.4 0.4 13.3473 0 16596.4 16596.4
14092000 0.4 0.4 13.416 0 16596.4 16596.4
14093000 0.4 0.4 11.5838 0 16596.4 16596.4
14094000 0.4 0.4 14.0634 0 16596.4 16596.4
14095000 0.4 0.4 19.9392 0 16596.4 16596.4
14096000 0.4 0.4 13.2681 0 16596.4 16596.4
14097000 0.4 0.4 12.9169 0 16596.4 16596.4
14098000 0.4 0.4 15.6883 0 16596.4 16596.4
