# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
7000000 0.2 0.01 309.671 7.71151 16596.4 13.2062 -0.0075532 0.00794054
7001000 0.2 0.01 429.755 -50.9944 16596.4 13.3477 -0.00758552 0.00797452
7002000 0.2 0.01 299.419 -28.8821 16596.4 13.922 -0.00751425 0.00789959
7003000 0.2 0.01 269.341 96.5665 16596.4 13.7799 -0.0075163 0.00790175
7004000 0.2 0.01 264.959 38.258 16596.4 14.7378 -0.00756273 0.00795056
7005000 0.2 0.01 218.073 -135.051 16596.4 12.4924 -0.00745655 0.00783894
7006000 0.2 0.01 315.438 -19.0636 16596.4 14.5269 -0.00759196 0.00798129
7007000 0.2 0.01 299.393 35.1522 16596.4 17.2968 -0.00755888 0.00794651
7008000 0.2 0.01 301.867 60.4039 16596.4 11.9001 -0.00757181 0.00796011
7009000 0.2 0.01 283.201 -37.4904 16596.4 12.2326 -0.00757851 0.00796715
7010000 0.2 0.01 205.134 -101.228 16596.4 15.6894 -0.00750699 0.00789196
7011000 0.2 0.01 227.564 75.05 16596.4 12.6044 -0.00765734 0.00805003
7012000 0.2 0.01 357.498 20.5631 16596.4 13.0551 -0.00743829 0.00781974
7013000 0.2 0.01 345.456 -87.2519 16596.4 15.8145 -0.00748518 0.00786904
7014000 0.2 0.01 276.715 -36.3476 16596.4 9.69905 -0.00755087 0.00793809
7015000 0.2 0.01 343.086 -31.1105 16596.4 15.1804 -0.0075892 0.00797839
7016000 0.2 0.01 216.818 50.5184 16596.4 12.556 -0.00753322 0.00791954
7017000 0.2 0.01 315.277 76.9299 16596.4 15.3517 -0.00765111 0.00804347
7018000 0.2 0.01 241.858 -108.613 16596.4 12.3212 -0.00745531 0.00783763
7019000 0.2 0.01 265.852 -12.3436 16596.4 11.1607 -0.00755217 0.00793946
7020000 0.2 0.01 299.497 82.5385 16596.4 13.7696 -0.00756052 0.00794824
7021000 0.2 0.01 343.165 52.0185 16596.4 14.2982 -0.00755877 0.0079464
7022000 0.2 0.01 234.097 -19.6752 16596.4 10.0614 -0.0075495 0.00793666
7023000 0.2 0.01 357.745 -10.672 16596.4 13.2941 -0.00762777 0.00801894
7024000 0.2 0.01 252.438 -20.9199 16596.4 11.6387 -0.00745406 0.00783632
7025000 0.2 0.01 239.397 187.143 16596.4 16.2648 -0.00771873 0.00811456
7026000 0.2 0.01 290.139 14.2212 16596.4 10.8141 -0.00755919 0.00794684
7027000 0.2 0.01 235.332 -112.372 16596.4 13.9952 -0.00749502 0.00787938
7028000 0.2 0.01 336.854 21.7636 16596.4 14.4397 -0.00751705 0.00790254
7029000 0.2 0.01 411.548 113.223 16596.4 14.2412 -0.00764011 0.00803191
7030000 0.2 0.01 230.114 30.9039 16596.4 13.2284 -0.00759228 0.00798162
7031000 0.2 0.01 244.672 -134.584 16596.4 11.9867 -0.00740373 0.00778341
7032000 0.2 0.01 314.189 57.4331 16596.4 16.0322 -0.00763753 0.0080292
7033000 0.2 0.01 205.907 -12.8198 16596.4 12.0574 -0.00745667 0.00783907
7034000 0.2 0.01 269.414 -8.16333 16596.4 13.4816 -0.00749819 0.00788271
7035000 0.2 0.01 267.8 40.0642 16596.4 15.0327 -0.00764042 0.00803224
7036000 0.2 0.01 305.04 -114.284 16596.4 10.9407 -0.00741689 0.00779724
7037000 0.2 0.01 400.432 -90.1705 16596.4 13.9374 -0.00739917 0.00777861
7038000 0.2 0.01 396.069 71.2795 16596.4 16.011 -0.00759959 0.00798931
7039000 0.2 0.01 294.204 76.3384 16596.4 12.7864 -0.00756942 0.00795759
7040000 0.2 0.01 339.459 -76.4916 16596.4 9.42052 -0.00742745 0.00780834
7041000 0.2 0.01 313.359 -53.3692 16596.4 14.0732 -0.00747922 0.00786277
7042000 0.2 0.01 275.883 45.6266 16596.4 14.9123 -0.00754658 0.00793359
7043000 0.2 0.01 312.705 45.9495 16596.4 9.96491 -0.00746972 0.00785278
7044000 0.2 0.01 272.936 -23.2456 16596.4 14.3343 -0.00754526 0.0079322
7045000 0.2 0.01 347.593 5.02938 16596.4 15.039 -0.0075482 0.00793529
7046000 0.2 0.01 283.296 -2.05965 16596.4 10.1901 -0.00753821 0.00792479
7047000 0.2 0.01 221.663 -36.4547 16596.4 14.2189 -0.00748466 0.00786849
7048000 0.2 0.01 227.319 39.3484 16596.4 16.6391 -0.00756243 0.00795025
7049000 0.2 0.01 288.553 -47.7088 16596.4 16.4391 -0.00747364 0.0078569
7050000 0.2 0.01 218.355 -73.7108 16596.4 13.6937 -0.00745868 0.00784117
7051000 0.2 0.01 172.327 -42.3014 16596.4 11.8119 -0.00751152 0.00789673
7052000 0.2 0.01 300.268 31.2518 16596.4 14.5536 -0.00762095 0.00801176
7053000 0.2 0.01 197.071 -11.8177 16596.4 9.87483 -0.00744939 0.00783141
7054000 0.2 0.01 315.965 30.7382 16596.4 14.319 -0.00766239 0.00805533
7055000 0.2 0.01 268.547 4.19211 16596.4 15.6335 -0.00763756 0.00802922
7056000 0.2 0.01 230.644 -59.297 16596.4 14.4232 -0.00762367 0.00801463
7057000 0.2 0.01 254.055 -10.4202 16596.4 8.85082 -0.0075357 0.00792215
7058000 0.2 0.01 325.618 14.986 16596.4 16.4801 -0.0075607 0.00794843
7059000 0.2 0.01 236.264 37.6803 16596.4 12.5406 -0.0075703 0.00795852
7060000 0.2 0.01 291.075 46.6237 16596.4 15.5885 -0.00765986 0.00805267
7061000 0.2 0.01 218.872 64.3308 16596.4 16.2054 -0.00762036 0.00801115
7062000 0.2 0.01 413.391 -76.1068 16596.4 8.49683 -0.00741854 0.00779898
7063000 0.2 0.01 350.183 -40.2252 16596.4 13.1752 -0.00749173 0.00787592
7064000 0.2 0.01 332.793 67.1523 16596.4 10.7686 -0.00751481 0.00790019
7065000 0.2 0.01 340.3 -8.85824 16596.4 11.4126 -0.00748131 0.00786497
7066000 0.2 0.01 397.051 -66.1345 16596.4 13.4569 -0.00744635 0.00782821
7067000 0.2 0.01 505.438 72.2354 16596.4 8.89761 -0.00761817 0.00800884
7068000 0.2 0.01 137.781 -86.3455 16596.4 12.9808 -0.00745238 0.00783455
7069000 0.2 0.01 296.838 34.6466 16596.4 14.2909 -0.00759707 0.00798666
7070000 0.2 0.01 381.069 68.7474 16596.4 17.9312 -0.00773604 0.00813276
7071000 0.2 0.01 267.639 -125.853 16596.4 14.6975 -0.00736599 0.00774373
7072000 0.2 0.01 318.833 14.5397 16596.4 12.0563 -0.00757847 0.00796711
7073000 0.2 0.01 311.497 19.8004 16596.4 14.743 -0.00754047 0.00792716
7074000 0.2 0.01 268.634 25.3011 16596.4 13.7931 -0.00752563 0.00791155
7075000 0.2 0.01 290.658 -50.7911 16596.4 13.1575 -0.00743568 0.007817
7076000 0.2 0.01 348.517 54.4167 16596.4 10.0122 -0.00760052 0.00799029
7077000 0.2 0.01 309.866 16.312 16596.4 8.71091 -0.0075422 0.00792898
7078000 0.2 0.01 321.149 -67.9801 16596.4 11.4796 -0.00740986 0.00778985
7079000 0.2 0.01 391.917 82.5045 16596.4 14.201 -0.00759232 0.00798167
7080000 0.2 0.01 238.79 -42.2261 16596.4 13.739 -0.00745696 0.00783937
7081000 0.2 0.01 237.083 -9.09851 16596.4 16.86 -0.00762672 0.00801783
7082000 0.2 0.01 357.568 60.0419 16596.4 13.3596 -0.00762029 0.00801108
7083000 0.2 0.01 265.688 -36.2829 16596.4 13.524 -0.00746696 0.00784988
7084000 0.2 0.01 250.914 46.6721 16596.4 14.7839 -0.00760032 0.00799008
7085000 0.2 0.01 559.653 20.5562 16596.4 10.127 -0.00754026 0.00792694
7086000 0.2 0.01 247.416 -77.0778 16596.4 15.785 -0.0074907 0.00787484
7087000 0.2 0.01 287.393 -12.3429 16596.4 11.3881 -0.00748785 0.00787184
7088000 0.2 0.01 285.557 75.4427 16596.4 14.4722 -0.00769766 0.00809242
7089000 0.2 0.01 406.861 -52.9329 16596.4 14.2831 -0.00740736 0.00778722
7090000 0.2 0.01 222.329 -27.8679 16596.4 13.8237 -0.00759204 0.00798137
7091000 0.2 0.01 286.823 13.9959 16596.4 13.4073 -0.00760948 0.00799971
7092000 0.2 0.01 405.529 -70.8489 16596.4 15.9133 -0.00748303 0.00786677
7093000 0.2 0.01 282.719 50.8817 16596.4 12.5915 -0.00760103 0.00799082
7094000 0.2 0.01 244.607 27.1628 16596.4 10.9903 -0.00753008 0.00791624
7095000 0.2 0.01 240.639 -94.6504 16596.4 17.5049 -0.00758036 0.0079691
7096000 0.2 0.01 191.227 108.264 16596.4 13.9372 -0.00773894 0.00813581
7097000 0.2 0.01 315.759 -17.1152 16596.4 12.628 -0.00754056 0.00792725
7098000 0.2 0.01 391.155 -61.0176 16596.4 18.3782 -0.0074409 0.00782249
7099000 0.2 0.01 298.989 38.4882 16596.4 15.7354 -0.00766981 0.00806313
7100000 0.2 0.01 263.738 -22.6829 16596.4 12.178 -0.00757433 0.00796276
7101000 0.2 0.01 276.645 -3.63789 16596.4 12.9133 -0.00754694 0.00793396
7102000 0.2 0.01 235.777 1.77282 16596.4 11.5626 -0.00748555 0.00786943
7103000 0.2 0.01 445.355 38.4779 16596.4 10.5481 -0.00754964 0.0079368
7104000 0.2 0.01 287.912 -55.0418 16596.4 14.315 -0.00754483 0.00793174
7105000 0.2 0.01 256.827 8.51304 16596.4 12.549 -0.00747904 0.00786258
7106000 0.2 0.01 261.488 66.1483 16596.4 15.0897 -0.00765555 0.00804814
7107000 0.2 0.01 236.707 -67.4208 16596.4 14.6021 -0.00748399 0.00786778
7108000 0.2 0.01 224.035 32.3554 16596.4 13.1633 -0.00760918 0.00799939
7109000 0.2 0.01 486.768 9.40991 16596.4 12.3223 -0.00749796 0.00788247
7110000 0.2 0.01 429.873 86.6138 16596.4 11.6674 -0.00756123 0.00794898
7111000 0.2 0.01 200.086 -4.94519 16596.4 14.2241 -0.0076269 0.00801803
7112000 0.2 0.01 195.176 -27.9748 16596.4 12.0961 -0.00756449 0.00795242
7113000 0.2 0.01 344.902 41.0184 16596.4 13.8011 -0.00757614 0.00796466
7114000 0.2 0.01 289.719 54.6613 16596.4 9.49154 -0.00752057 0.00790625
