# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
14000000 0.4 0.01 289.958 -35.6058 16596.4 17.9375 -0.0154092 0.0157993
14001000 0.4 0.01 232.412 -2.03378 16596.4 12.2693 -0.0151296 0.0155126
14002000 0.4 0.01 280.021 173.799 16596.4 13.9749 -0.0154587 0.01585
14003000 0.4 0.01 227.677 -45.1886 16596.4 17.4318 -0.0150529 0.015434
14004000 0.4 0.01 309.942 -29.0712 16596.4 12.4969 -0.0153227 0.0157106
14005000 0.4 0.01 296.112 -169.775 16596.4 13.0839 -0.0150522 0.0154333
14006000 0.4 0.01 376.235 54.1295 16596.4 21.4612 -0.0156249 0.0160205
14007000 0.4 0.01 376.363 11.018 16596.4 14.9239 -0.0151099 0.0154924
14008000 0.4 0.01 280.517 141.181 16596.4 11.9418 -0.0153968 0.0157866
14009000 0.4 0.01 335.335 -63.4803 16596.4 13.4928 -0.0150124 0.0153925
14010000 0.4 0.01 265.273 -40.6967 16596.4 14.7002 -0.0153372 0.0157255
14011000 0.4 0.01 212.76 -127.297 16596.4 15.4995 -0.015124 0.0155069
14012000 0.4 0.01 296.234 45.4938 16596.4 15.5612 -0.0154177 0.015808
14013000 0.4 0.01 310.797 24.6774 16596.4 17.1654 -0.0151585 0.0155423
14014000 0.4 0.01 273.973 98.5481 16596.4 13.97 -0.0153579 0.0157467
14015000 0.4 0.01 382.762 -23.8431 16596.4 11.3154 -0.0151921 0.0155767
14016000 0.4 0.01 307.442 -139.846 16596.4 17.624 -0.0150951 0.0154772
14017000 0.4 0.01 272.6 51.3035 16596.4 13.9073 -0.0155386 0.015932
14018000 0.4 0.01 210.362 -31.8292 16596.4 14.1218 -0.0150271 0.0154075
14019000 0.4 0.01 459.842 215.933 16596.4 12.2759 -0.0154271 0.0158177
14020000 0.4 0.01 391.222 -8.02623 16596.4 13.6687 -0.0150918 0.0154738
14021000 0.4 0.01 217.303 -116.383 16596.4 14.74 -0.0151088 0.0154913
14022000 0.4 0.01 398.095 -19.5543 16596.4 12.5763 -0.0153772 0.0157665
14023000 0.4 0.01 362.511 -68.2501 16596.4 16.1419 -0.0149742 0.0153533
14024000 0.4 0.01 239.765 159.077 16596.4 13.8935 -0.0153592 0.015748
14025000 0.4 0.01 361.891 30.0467 16596.4 11.9078 -0.0150948 0.0154769
14026000 0.4 0.01 280.122 -56.5876 16596.4 15.4023 -0.0152611 0.0156475
14027000 0.4 0.01 205.417 -54.7564 16596.4 10.0663 -0.0152275 0.015613
14028000 0.4 0.01 367.747 -30.1625 16596.4 12.4144 -0.0151401 0.0155234
14029000 0.4 0.01 315.262 240.365 16596.4 16.8659 -0.0155672 0.0159613
14030000 0.4 0.01 275.18 -52.7667 16596.4 13.4748 -0.0148972 0.0152744
14031000 0.4 0.01 284.894 69.7426 16596.4 13.1415 -0.0154466 0.0158377
14032000 0.4 0.01 400.732 -114.088 16596.4 11.8606 -0.0150959 0.0154781
14033000 0.4 0.01 279.641 -87.6493 16596.4 13.9344 -0.0151451 0.0155285
14034000 0.4 0.01 374.594 51.9667 16596.4 15.8209 -0.0152549 0.0156411
14035000 0.4 0.01 288.707 94.4943 16596.4 14.274 -0.0152914 0.0156785
14036000 0.4 0.01 213.333 40.2121 16596.4 15.7571 -0.0153175 0.0157053
14037000 0.4 0.01 373.372 12.6953 16596.4 13.8863 -0.0153416 0.01573
14038000 0.4 0.01 329.451 -113.251 16596.4 11.8358 -0.0151295 0.0155126
