# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
28000000 0.8 0.01 437.173 -122.45 16596.4 18.584 -0.0304524 0.0308355
28001000 0.8 0.01 264.936 15.3128 16596.4 12.9367 -0.0307003 0.0310865
28002000 0.8 0.01 232.836 108.877 16596.4 14.4384 -0.0306419 0.0310274
28003000 0.8 0.01 338.044 169.066 16596.4 15.2515 -0.0305315 0.0309155
28004000 0.8 0.01 301.221 69.7688 16596.4 12.3102 -0.0302722 0.030653
28005000 0.8 0.01 332.125 -25.8888 16596.4 16.8586 -0.0308123 0.0311999
28006000 0.8 0.01 204.375 -142.683 16596.4 11.6601 -0.0302845 0.0306654
28007000 0.8 0.01 242.095 -103.514 16596.4 14.6359 -0.0305351 0.0309192
28008000 0.8 0.01 427.978 -59.4032 16596.4 19.1769 -0.0303006 0.0306818
28009000 0.8 0.01 254.562 239.336 16596.4 16.5404 -0.0307573 0.0311442
28010000 0.8 0.01 324.096 -34.1833 16596.4 12.8895 -0.0299337 0.0303102
28011000 0.8 0.01 330.075 4.97812 16596.4 17.4682 -0.0307421 0.0311288
28012000 0.8 0.01 329.164 -235.015 16596.4 18.2992 -0.0306924 0.0310784
28013000 0.8 0.01 287.428 7.96816 16596.4 13.8966 -0.0302072 0.0305872
28014000 0.8 0.01 233.884 147.435 16596.4 13.8239 -0.0306943 0.0310804
28015000 0.8 0.01 244.04 95.463 16596.4 17.6171 -0.0301383 0.0305174
28016000 0.8 0.01 206.492 142.321 16596.4 12.2492 -0.0310127 0.0314028
28017000 0.8 0.01 327.87 -155.518 16596.4 16.2589 -0.0299225 0.0302989
28018000 0.8 0.01 344.512 -52.7532 16596.4 20.8128 -0.0307342 0.0311207
28019000 0.8 0.01 331.172 -199.391 16596.4 14.0376 -0.02992 0.0302964
28020000 0.8 0.01 281.743 199.271 16596.4 13.1382 -0.0310397 0.0314301
28021000 0.8 0.01 204.368 84.0681 16596.4 13.1549 -0.0303082 0.0306895
28022000 0.8 0.01 345.519 197.151 16596.4 13.9816 -0.030574 0.0309586
28023000 0.8 0.01 228.389 -48.5858 16596.4 11.8157 -0.030682 0.0310679
28024000 0.8 0.01 322.882 -217.029 16596.4 16.5594 -0.0300463 0.0304242
28025000 0.8 0.01 245.953 -83.0437 16596.4 15.2393 -0.0308324 0.0312203
28026000 0.8 0.01 343.266 -101.818 16596.4 14.6491 -0.0299658 0.0303428
28027000 0.8 0.01 317.8 262.452 16596.4 15.763 -0.0314594 0.0318551
28028000 0.8 0.01 232.087 6.60236 16596.4 14.4478 -0.0296865 0.03006
28029000 0.8 0.01 364.528 166.208 16596.4 14.2385 -0.031187 0.0315793
28030000 0.8 0.01 258.274 -231.805 16596.4 15.2095 -0.0300422 0.0304201
28031000 0.8 0.01 211.158 -11.672 16596.4 14.9089 -0.0310902 0.0314812
28032000 0.8 0.01 338.297 -255.108 16596.4 16.342 -0.0300861 0.0304645
28033000 0.8 0.01 330.552 30.554 16596.4 13.2099 -0.030626 0.0310112
28034000 0.8 0.01 324.783 151.153 16596.4 12.7245 -0.0306913 0.0310774
28035000 0.8 0.01 395.617 145.877 16596.4 14.3279 -0.0300058 0.0303832
28036000 0.8 0.01 302.637 206.305 16596.4 12.3916 -0.0310517 0.0314423
28037000 0.8 0.01 309.87 -100.365 16596.4 14.8128 -0.0299082 0.0302844
28038000 0.8 0.01 307.149 8.5419 16596.4 18.6701 -0.0311319 0.0315235
28039000 0.8 0.01 254.42 -303.777 16596.4 15.5349 -0.0298682 0.0302439
28040000 0.8 0.01 309.67 1.75528 16596.4 16.2722 -0.0309911 0.0313809
28041000 0.8 0.01 256.667 -116.688 16596.4 14.8873 -0.0302223 0.0306024
28042000 0.8 0.01 285.256 205.233 16596.4 14.09 -0.0309541 0.0313435
28043000 0.8 0.01 353.113 160.901 16596.4 13.2686 -0.0304982 0.0308818
28044000 0.8 0.01 365.369 105.386 16596.4 14.3969 -0.0304847 0.0308682
28045000 0.8 0.01 180.391 32.055 16596.4 12.7801 -0.0307469 0.0311336
28046000 0.8 0.01 347.754 -136.213 16596.4 13.0873 -0.0300742 0.0304525
28047000 0.8 0.01 371.96 -100.79 16596.4 16.2789 -0.0313441 0.0317384
28048000 0.8 0.01 264.433 -190.411 16596.4 17.3415 -0.0298761 0.0302519
