# Time-averaged data for fix FEPout002
# TimeStep v_param v_param002 v_pe c_FEP002[1] c_FEP002[2] c_FEP002[3]
0 0 0.4 10.4986 0.313706 9805.85 16596.4
1000 0 0.4 13.9669 0.307309 9911.64 16596.4
2000 0 0.4 14.1235 0.30621 9929.93 16596.4
3000 0 0.4 12.7233 0.316699 9756.74 16596.4
4000 0 0.4 13.7905 0.30612 9931.42 16596.4
5000 0 0.4 11.034 0.310062 9865.97 16596.4
6000 0 0.4 14.4309 0.307359 9910.8 16596.4
7000 0 0.4 15.4706 0.302926 9984.77 16596.4
8000 0 0.4 14.0454 0.315371 9778.5 16596.4
9000 0 0.4 12.8451 0.311593 9840.66 16596.4
10000 0 0.4 12.6273 0.311282 9845.81 16596.4
11000 0 0.4 11.1129 0.313695 9806.04 16596.4
12000 0 0.4 13.1664 0.305641 9939.4 16596.4
13000 0 0.4 13.7033 0.311983 9834.23 16596.4
14000 0 0.4 14.739 0.31272 9822.09 16596.4
15000 0 0.4 14.3146 0.307338 9911.16 16596.4
16000 0 0.4 13.9541 0.311639 9839.91 16596.4
17000 0 0.4 10.23 0.309241 9879.58 16596.4
18000 0 0.4 12.8372 0.305364 9944.03 16596.4
19000 0 0.4 13.4603 0.311939 9834.97 16596.4
20000 0 0.4 11.253 0.311094 9848.9 16596.4
21000 0 0.4 17.2583 0.307184 9913.71 16596.4
22000 0 0.4 21.8303 0.322855 9656.52 16596.4
23000 0 0.4 12.6926 0.303316 9978.25 16596.4
24000 0 0.4 9.55964 0.306679 9922.11 16596.4
25000 0 0.4 13.3604 0.315489 9776.57 16596.4
26000 0 0.4 12.1356 0.30123 10013.2 16596.4
27000 0 0.4 12.2229 0.30869 9888.7 16596.4
28000 0 0.4 11.2416 0.31104 9849.8 16596.4
29000 0 0.4 14.42 0.302975 9983.96 16596.4
30000 0 0.4 15.3058 0.317143 9749.48 16596.4
31000 0 0.4 13.4598 0.309583 9873.91 16596.4
32000 0 0.4 12.2418 0.302187 9997.16 16596.4
33000 0 0.4 16.1496 0.316655 9757.46 16596.4
34000 0 0.4 14.5745 0.313901 9802.64 16596.4
35000 0 0.4 11.7112 0.306105 9931.68 16596.4
36000 0 0.4 20.4759 0.313386 9811.11 16596.4
37000 0 0.4 14.6737 0.311026 9850.03 16596.4
38000 0 0.4 13.3956 0.309326 9878.16 16596.4
39000 0 0.4 12.1835 0.310838 9853.14 16596.4
40000 0 0.4 14.6526 0.305797 9936.81 16596.4
41000 0 0.4 9.75936 0.308254 9895.94 16596.4
42000 0 0.4 11.277 0.311503 9842.15 16596.4
43000 0 0.4 12.2616 0.310281 9862.35 16596.4
44000 0 0.4 17.3486 0.311041 9849.78 16596.4
45000 0 0.4 14.8052 0.315631 9774.25 16596.4
46000 0 0.4 11.8492 0.304392 9960.25 16596.4
47000 0 0.4 16.4893 0.315773 9771.91 16596.4
48000 0 0.4 12.7194 0.307325 9911.38 16596.4
49000 0 0.4 12.9407 0.312102 9832.26 16596.4
50000 0 0.4 14.3108 0.308213 9896.62 16596.4
51000 0 0.4 11.4846 0.311845 9836.51 16596.4
52000 0 0.4 11.2927 0.308238 9896.21 16596.4
53000 0 0.4 15.5757 0.307864 9902.42 16596.4
54000 0 0.4 16.2064 0.313307 9812.42 16596.4
55000 0 0.4 14.4988 0.305656 9939.16 16596.4
56000 0 0.4 13.7201 0.317845 9738 16596.4
57000 0 0.4 14.6476 0.307519 9908.14 16596.4
58000 0 0.4 15.7171 0.310729 9854.94 16596.4
59000 0 0.4 14.4722 0.309749 9871.15 16596.4
60000 0 0.4 13.7619 0.309017 9883.28 16596.4
61000 0 0.4 14.7214 0.314155 9798.47 16596.4
62000 0 0.4 17.3513 0.309824 9869.92 16596.4
63000 0 0.4 14.9143 0.308125 9898.08 16596.4
64000 0 0.4 10.5473 0.310818 9853.46 16596.4
65000 0 0.4 18.6522 0.308279 9895.53 16596.4
66000 0 0.4 14.5962 0.311641 9839.87 16596.4
67000 0 0.4 13.9502 0.307685 9905.38 16596.4
68000 0 0.4 15.688 0.310169 9864.2 16596.4
69000 0 0.4 9.80707 0.30817 9897.33 16596.4
70000 0 0.4 14.9861 0.310822 9853.41 16596.4
71000 0 0.4 17.5156 0.311717 9838.63 16596.4
72000 0 0.4 13.0331 0.307364 9910.72 16596.4
73000 0 0.4 11.3609 0.310121 9865 16596.4
74000 0 0.4 16.72 0.305971 9933.91 16596.4
75000 0 0.4 12.3838 0.30828 9895.5 16596.4
76000 0 0.4 9.9352 0.305532 9941.23 16596.4
77000 0 0.4 15.556 0.309991 9867.14 16596.4
78000 0 0.4 13.161 0.307543 9907.74 16596.4
79000 0 0.4 14.1344 0.309748 9871.18 16596.4
80000 0 0.4 12.6701 0.309618 9873.32 16596.4
81000 0 0.4 11.8126 0.305704 9938.36 16596.4
82000 0 0.4 14.5538 0.314703 9789.46 16596.4
83000 0 0.4 10.8333 0.303742 9971.13 16596.4
84000 0 0.4 14.8927 0.313646 9806.84 16596.4
85000 0 0.4 14.5276 0.304956 9950.84 16596.4
