# Time-averaged data for fix FEPout000
# TimeStep v_param v_param000 v_pe c_FEP000[1] c_FEP000[2] c_FEP000[3]
7000000 0.2 0 13.2062 -0.0774687 18899.5 16596.4
7001000 0.2 0 13.3477 -0.0778002 18910 16596.4
7002000 0.2 0 13.922 -0.0770692 18886.8 16596.4
7003000 0.2 0 13.7799 -0.0770903 18887.5 16596.4
7004000 0.2 0 14.7378 -0.0775664 18902.6 16596.4
7005000 0.2 0 12.4924 -0.0764775 18868.1 16596.4
7006000 0.2 0 14.5269 -0.0778662 18912.1 16596.4
7007000 0.2 0 17.2968 -0.077527 18901.3 16596.4
7008000 0.2 0 11.9001 -0.0776596 18905.5 16596.4
7009000 0.2 0 12.2326 -0.0777283 18907.7 16596.4
7010000 0.2 0 15.6894 -0.0769948 18884.5 16596.4
7011000 0.2 0 12.6044 -0.0785369 18933.4 16596.4
7012000 0.2 0 13.0551 -0.0762902 18862.2 16596.4
7013000 0.2 0 15.8145 -0.0767711 18877.4 16596.4
7014000 0.2 0 9.69905 -0.0774448 18898.7 16596.4
7015000 0.2 0 15.1804 -0.077838 18911.2 16596.4
7016000 0.2 0 12.556 -0.0772638 18893 16596.4
7017000 0.2 0 15.3517 -0.0784729 18931.3 16596.4
7018000 0.2 0 12.3212 -0.0764647 18867.7 16596.4
7019000 0.2 0 11.1607 -0.0774582 18899.1 16596.4
7020000 0.2 0 13.7696 -0.0775438 18901.9 16596.4
7021000 0.2 0 14.2982 -0.0775258 18901.3 16596.4
7022000 0.2 0 10.0614 -0.0774308 18898.3 16596.4
7023000 0.2 0 13.2941 -0.0782335 18923.7 16596.4
7024000 0.2 0 11.6387 -0.0764519 18867.3 16596.4
7025000 0.2 0 16.2648 -0.0791665 18953.4 16596.4
7026000 0.2 0 10.8141 -0.0775302 18901.4 16596.4
7027000 0.2 0 13.9952 -0.076872 18880.6 16596.4
7028000 0.2 0 14.4397 -0.077098 18887.7 16596.4
7029000 0.2 0 14.2412 -0.0783601 18927.8 16596.4
7030000 0.2 0 13.2284 -0.0778695 18912.2 16596.4
7031000 0.2 0 11.9867 -0.0759357 18850.9 16596.4
7032000 0.2 0 16.0322 -0.0783337 18926.9 16596.4
7033000 0.2 0 12.0574 -0.0764787 18868.1 16596.4
7034000 0.2 0 13.4816 -0.0769045 18881.6 16596.4
7035000 0.2 0 15.0327 -0.0783633 18927.9 16596.4
7036000 0.2 0 10.9407 -0.0760707 18855.2 16596.4
7037000 0.2 0 13.9374 -0.0758889 18849.5 16596.4
7038000 0.2 0 16.011 -0.0779445 18914.6 16596.4
7039000 0.2 0 12.7864 -0.077635 18904.8 16596.4
7040000 0.2 0 9.42052 -0.0761789 18858.6 16596.4
7041000 0.2 0 14.0732 -0.07671 18875.4 16596.4
7042000 0.2 0 14.9123 -0.0774009 18897.3 16596.4
7043000 0.2 0 9.96491 -0.0766125 18872.4 16596.4
7044000 0.2 0 14.3343 -0.0773873 18896.9 16596.4
7045000 0.2 0 15.039 -0.0774175 18897.9 16596.4
7046000 0.2 0 10.1901 -0.077315 18894.6 16596.4
7047000 0.2 0 14.2189 -0.0767657 18877.2 16596.4
7048000 0.2 0 16.6391 -0.0775634 18902.5 16596.4
7049000 0.2 0 16.4391 -0.0766527 18873.6 16596.4
7050000 0.2 0 13.6937 -0.0764993 18868.8 16596.4
7051000 0.2 0 11.8119 -0.0770413 18885.9 16596.4
7052000 0.2 0 14.5536 -0.0781636 18921.5 16596.4
7053000 0.2 0 9.87483 -0.076404 18865.8 16596.4
7054000 0.2 0 14.319 -0.0785886 18935 16596.4
7055000 0.2 0 15.6335 -0.0783339 18926.9 16596.4
7056000 0.2 0 14.4232 -0.0781915 18922.4 16596.4
7057000 0.2 0 8.85082 -0.0772892 18893.8 16596.4
7058000 0.2 0 16.4801 -0.0775457 18901.9 16596.4
7059000 0.2 0 12.5406 -0.0776441 18905 16596.4
7060000 0.2 0 15.5885 -0.0785627 18934.2 16596.4
7061000 0.2 0 16.2054 -0.0781576 18921.3 16596.4
7062000 0.2 0 8.49683 -0.0760876 18855.7 16596.4
7063000 0.2 0 13.1752 -0.0768382 18879.5 16596.4
7064000 0.2 0 10.7686 -0.077075 18887 16596.4
7065000 0.2 0 11.4126 -0.0767314 18876.1 16596.4
7066000 0.2 0 13.4569 -0.0763728 18864.8 16596.4
7067000 0.2 0 8.89761 -0.078135 18920.6 16596.4
7068000 0.2 0 12.9808 -0.0764346 18866.7 16596.4
7069000 0.2 0 14.2909 -0.0779187 18913.7 16596.4
7070000 0.2 0 17.9312 -0.079344 18959 16596.4
7071000 0.2 0 14.6975 -0.0755486 18838.7 16596.4
7072000 0.2 0 12.0563 -0.0777279 18907.7 16596.4
7073000 0.2 0 14.743 -0.0773381 18895.3 16596.4
7074000 0.2 0 13.7931 -0.0771859 18890.5 16596.4
7075000 0.2 0 13.1575 -0.0762634 18861.3 16596.4
7076000 0.2 0 10.0122 -0.0779541 18914.9 16596.4
7077000 0.2 0 8.71091 -0.0773559 18895.9 16596.4
7078000 0.2 0 11.4796 -0.0759985 18852.9 16596.4
7079000 0.2 0 14.201 -0.0778699 18912.2 16596.4
7080000 0.2 0 13.739 -0.0764817 18868.2 16596.4
7081000 0.2 0 16.86 -0.0782227 18923.4 16596.4
7082000 0.2 0 13.3596 -0.0781569 18921.3 16596.4
7083000 0.2 0 13.524 -0.0765842 18871.5 16596.4
7084000 0.2 0 14.7839 -0.077952 18914.8 16596.4
7085000 0.2 0 10.127 -0.077336 18895.3 16596.4
7086000 0.2 0 15.785 -0.0768277 18879.2 16596.4
7087000 0.2 0 11.3881 -0.0767985 18878.2 16596.4
7088000 0.2 0 14.4722 -0.0789504 18946.5 16596.4
7089000 0.2 0 14.2831 -0.0759729 18852.1 16596.4
7090000 0.2 0 13.8237 -0.0778671 18912.1 16596.4
7091000 0.2 0 13.4073 -0.0780459 18917.8 16596.4
7092000 0.2 0 15.9133 -0.076749 18876.7 16596.4
7093000 0.2 0 12.5915 -0.0779593 18915 16596.4
7094000 0.2 0 10.9903 -0.0772316 18892 16596.4
7095000 0.2 0 17.5049 -0.0777473 18908.3 16596.4
7096000 0.2 0 13.9372 -0.0793737 18960 16596.4
7097000 0.2 0 12.628 -0.077339 18895.4 16596.4
7098000 0.2 0 18.3782 -0.076317 18863 16596.4
7099000 0.2 0 15.7354 -0.0786647 18937.4 16596.4
7100000 0.2 0 12.178 -0.0776854 18906.4 16596.4
7101000 0.2 0 12.9133 -0.0774045 18897.4 16596.4
7102000 0.2 0 11.5626 -0.0767749 18877.5 16596.4
7103000 0.2 0 10.5481 -0.0774322 18898.3 16596.4
7104000 0.2 0 14.315 -0.0773829 18896.8 16596.4
7105000 0.2 0 12.549 -0.0767081 18875.4 16596.4
7106000 0.2 0 15.0897 -0.0785184 18932.8 16596.4
7107000 0.2 0 14.6021 -0.0767589 18877 16596.4
7108000 0.2 0 13.1633 -0.0780429 18917.7 16596.4
7109000 0.2 0 12.3223 -0.0769021 18881.5 16596.4
7110000 0.2 0 11.6674 -0.077551 18902.1 16596.4
7111000 0.2 0 14.2241 -0.0782247 18923.5 16596.4
7112000 0.2 0 12.0961 -0.0775846 18903.2 16596.4
7113000 0.2 0 13.8011 -0.077704 18906.9 16596.4
7114000 0.2 0 9.49154 -0.0771341 18888.9 16596.4
7115000 0.2 0 14.4815 -0.0779592 18915 16596.4
7116000 0.2 0 10.8017 -0.0777863 18909.6 16596.4
7117000 0.2 0 13.7421 -0.0783556 18927.6 16596.4
7118000 0.2 0 17.6485 -0.0767778 18877.6 16596.4
7119000 0.2 0 12.3638 -0.0772602 18892.9 16596.4
7120000 0.2 0 10.9163 -0.077543 18901.8 16596.4
7121000 0.2 0 17.6679 -0.0775934 18903.4 16596.4
7122000 0.2 0 12.3653 -0.0769403 18882.7 16596.4
7123000 0.2 0 14.3896 -0.078302 18925.9 16596.4
7124000 0.2 0 10.2278 -0.0774929 18900.2 16596.4
7125000 0.2 0 11.9354 -0.076681 18874.5 16596.4
7126000 0.2 0 17.2953 -0.0767235 18875.9 16596.4
7127000 0.2 0 13.993 -0.0791308 18952.2 16596.4
7128000 0.2 0 12.5086 -0.0770534 18886.3 16596.4
7129000 0.2 0 11.1582 -0.0775911 18903.4 16596.4
7130000 0.2 0 15.3579 -0.079807 18973.8 16596.4
7131000 0.2 0 15.0213 -0.0778349 18911.1 16596.4
7132000 0.2 0 15.0992 -0.0769881 18884.3 16596.4
7133000 0.2 0 12.6543 -0.0794193 18961.4 16596.4
7134000 0.2 0 16.9409 -0.0755547 18838.9 16596.4
7135000 0.2 0 18.0865 -0.0792524 18956.1 16596.4
7136000 0.2 0 13.8983 -0.0770981 18887.7 16596.4
7137000 0.2 0 11.9665 -0.0772483 18892.5 16596.4
7138000 0.2 0 12.2319 -0.0774484 18898.8 16596.4
7139000 0.2 0 11.899 -0.0776059 18903.8 16596.4
7140000 0.2 0 11.7044 -0.076082 18855.6 16596.4
7141000 0.2 0 17.0205 -0.0799268 18977.6 16596.4
7142000 0.2 0 13.9726 -0.0760115 18853.3 16596.4
7143000 0.2 0 13.2172 -0.0785423 18933.5 16596.4
7144000 0.2 0 12.1174 -0.0766846 18874.6 16596.4
7145000 0.2 0 13.8753 -0.0771935 18890.8 16596.4
7146000 0.2 0 12.1923 -0.0785114 18932.6 16596.4
7147000 0.2 0 14.8372 -0.0760964 18856 16596.4
7148000 0.2 0 15.621 -0.0788832 18944.4 16596.4
7149000 0.2 0 11.6688 -0.075836 18847.8 16596.4
7150000 0.2 0 13.1819 -0.0780701 18918.6 16596.4
7151000 0.2 0 13.9814 -0.0770132 18885 16596.4
7152000 0.2 0 12.9564 -0.0762252 18860.1 16596.4
7153000 0.2 0 16.379 -0.078812 18942.1 16596.4
7154000 0.2 0 19.0097 -0.0761543 18857.9 16596.4
7155000 0.2 0 15.2412 -0.0780887 18919.1 16596.4
7156000 0.2 0 9.90641 -0.077622 18904.3 16596.4
7157000 0.2 0 12.639 -0.0760178 18853.5 16596.4
7158000 0.2 0 14.085 -0.0788044 18941.9 16596.4
7159000 0.2 0 13.5309 -0.0750034 18821.5 16596.4
7160000 0.2 0 10.7701 -0.077883 18912.6 16596.4
7161000 0.2 0 15.1746 -0.0782672 18924.8 16596.4
7162000 0.2 0 16.7907 -0.0770586 18886.5 16596.4
7163000 0.2 0 12.7434 -0.0780808 18918.9 16596.4
7164000 0.2 0 16.6635 -0.0772083 18891.2 16596.4
7165000 0.2 0 19.4668 -0.0777301 18907.8 16596.4
7166000 0.2 0 11.7449 -0.07873 18939.5 16596.4
7167000 0.2 0 16.1748 -0.0756243 18841.1 16596.4
7168000 0.2 0 12.6135 -0.0778928 18912.9 16596.4
7169000 0.2 0 15.8136 -0.0782826 18925.3 16596.4
7170000 0.2 0 13.9685 -0.07686 18880.2 16596.4
7171000 0.2 0 15.5087 -0.0781199 18920.1 16596.4
7172000 0.2 0 8.39743 -0.0767914 18878 16596.4
7173000 0.2 0 13.4848 -0.077924 18913.9 16596.4
7174000 0.2 0 13.5948 -0.0770463 18886.1 16596.4
7175000 0.2 0 12.2848 -0.077991 18916 16596.4
7176000 0.2 0 13.3576 -0.0780916 18919.2 16596.4
7177000 0.2 0 16.6443 -0.0763222 18863.2 16596.4
7178000 0.2 0 17.0962 -0.0787196 18939.2 16596.4
7179000 0.2 0 14.5905 -0.077149 18889.3 16596.4
7180000 0.2 0 9.79687 -0.0766867 18874.7 16596.4
7181000 0.2 0 11.2135 -0.0786086 18935.6 16596.4
7182000 0.2 0 14.297 -0.0756415 18841.6 16596.4
7183000 0.2 0 17.6509 -0.0784208 18929.7 16596.4
7184000 0.2 0 13.7196 -0.0769335 18882.5 16596.4
7185000 0.2 0 11.1098 -0.0761289 18857.1 16596.4
7186000 0.2 0 12.9094 -0.0774053 18897.5 16596.4
7187000 0.2 0 14.1707 -0.0763952 18865.5 16596.4
7188000 0.2 0 11.1928 -0.0768571 18880.1 16596.4
7189000 0.2 0 14.234 -0.0777683 18909 16596.4
7190000 0.2 0 14.2332 -0.0770341 18885.7 16596.4
7191000 0.2 0 17.82 -0.0783736 18928.2 16596.4
