# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_param2 v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
37000000 0.05 0.01 0 293.396 38.7189 16474.9 -6079.44 -2.06173e-05 4.65431e-05
37001000 0.05 0.01 0 298.947 679.495 16347.7 -6140.44 -2.68836e-05 5.87199e-05
37002000 0.05 0.01 0 296.255 -992.912 16992.8 -6084.95 -2.85287e-05 6.196e-05
37003000 0.05 0.01 0 296.424 -882.847 16940.1 -6098.04 -2.28551e-05 5.09836e-05
37004000 0.05 0.01 0 292.032 210.286 16692.1 -6139.33 -1.50415e-05 3.56491e-05
37005000 0.05 0.01 0 311.77 42.5729 16533.5 -6110.53 -8.00851e-06 2.21279e-05
37006000 0.05 0.01 0 304.487 85.4091 16497.2 -6091.53 -2.52736e-05 5.59036e-05
37007000 0.05 0.01 0 292.968 246.776 16568.4 -6157.72 -3.40926e-05 7.3489e-05
37008000 0.05 0.01 0 308.048 957.357 16543.9 -6107.2 -9.31695e-06 2.50098e-05
37009000 0.05 0.01 0 297.611 680.969 16492 -6092.52 -2.70967e-05 5.92515e-05
37010000 0.05 0.01 0 293.309 197.711 16680.3 -6116.2 -2.95039e-05 6.40032e-05
37011000 0.05 0.01 0 301.394 -430.419 16589.4 -6128.12 -1.95962e-05 4.50659e-05
37012000 0.05 0.01 0 289.553 1073.36 16326.5 -6092.49 -1.75976e-05 4.0738e-05
37013000 0.05 0.01 0 299.871 -751.969 16743.5 -6124.02 -2.24959e-05 5.04767e-05
37014000 0.05 0.01 0 304.663 354.894 16439.1 -6083.7 -2.70598e-05 5.88297e-05
37015000 0.05 0.01 0 303.719 -408.546 16794.1 -6084.91 -3.07864e-06 1.26876e-05
37016000 0.05 0.01 0 292.98 -831.142 16813.8 -6141.46 -1.64982e-05 3.88775e-05
37017000 0.05 0.01 0 297.347 298.967 16568 -6141.49 -2.51427e-05 5.50827e-05
37018000 0.05 0.01 0 315.94 -443.669 16476.4 -6193.16 -4.67322e-06 1.52826e-05
37019000 0.05 0.01 0 295.922 -438.485 16740.3 -6139.07 -2.42673e-05 5.35308e-05
37020000 0.05 0.01 0 308.001 -563.724 16715.6 -6165.87 -2.88842e-05 6.23275e-05
37021000 0.05 0.01 0 299.951 -99.1717 16574.4 -6066.37 -3.50226e-05 7.49121e-05
37022000 0.05 0.01 0 297.916 211.153 16563.9 -6067.4 -2.73193e-05 5.99279e-05
37023000 0.05 0.01 0 293.299 541.578 16504.8 -6108.94 3.4304e-06 -6.56302e-07
37024000 0.05 0.01 0 295.506 -869.283 16672.8 -6109.84 -2.84756e-05 6.20826e-05
37025000 0.05 0.01 0 294.87 960.883 16558.4 -6102 -2.28825e-05 5.12348e-05
37026000 0.05 0.01 0 290.194 220.797 16432.5 -6156.85 -2.89636e-05 6.28654e-05
37027000 0.05 0.01 0 304.319 93.0425 16195.6 -6078.85 -2.33651e-05 5.21032e-05
37028000 0.05 0.01 0 294.471 -32.8094 16636.5 -6093.33 -3.54449e-05 7.56982e-05
37029000 0.05 0.01 0 304.854 345.858 16547.3 -6105.16 -2.51207e-05 5.52442e-05
37030000 0.05 0.01 0 295.468 -281.666 16733.5 -6046.94 -3.0376e-05 6.58224e-05
37031000 0.05 0.01 0 293.472 -30.5066 16551.5 -6080.74 -1.6564e-05 3.9396e-05
37032000 0.05 0.01 0 288.02 -417.511 16783.5 -6090.57 -1.90376e-05 4.35879e-05
37033000 0.05 0.01 0 288.776 531.235 16776.8 -6083.56 -2.19666e-05 4.93241e-05
37034000 0.05 0.01 0 299.039 -136.412 16483.8 -6093.34 -3.26348e-05 7.03719e-05
37035000 0.05 0.01 0 288.265 -196.953 16884.2 -6012.02 -2.67692e-05 5.8362e-05
37036000 0.05 0.01 0 305.298 -195.049 16791 -6102.67 -1.56762e-05 3.7082e-05
37037000 0.05 0.01 0 296.995 168.849 16419 -6115.64 -2.64055e-05 5.81149e-05
37038000 0.05 0.01 0 320.094 -1022.49 16713 -6085.96 -3.07563e-05 6.65968e-05
37039000 0.05 0.01 0 301.239 311.125 16493.6 -6094.07 -4.06127e-06 1.43253e-05
37040000 0.05 0.01 0 298.86 -128.547 16424.8 -6088.97 -1.57643e-05 3.78195e-05
37041000 0.05 0.01 0 306.333 -599.609 16715 -6015.95 -6.83875e-06 2.00202e-05
37042000 0.05 0.01 0 295.125 408.629 16311.3 -6070.7 -2.57332e-05 5.7077e-05
37043000 0.05 0.01 0 298.66 907.684 16299 -6133.45 -2.43776e-05 5.38877e-05
37044000 0.05 0.01 0 297.193 -131.174 16261.9 -6086.12 -4.49855e-05 9.42351e-05
37045000 0.05 0.01 0 307.449 -57.9792 16626.8 -6077.44 -3.25254e-05 7.02158e-05
37046000 0.05 0.01 0 300.962 -406.058 16788 -6128.31 -2.19904e-05 4.97702e-05
37047000 0.05 0.01 0 307.231 1011.33 16737.9 -6081.44 -3.20253e-05 6.87137e-05
37048000 0.05 0.01 0 297.918 244.044 16693.4 -6050.87 -4.10506e-06 1.4274e-05
37049000 0.05 0.01 0 307.574 -793.435 16672.9 -6106.22 -1.74349e-05 4.04317e-05
37050000 0.05 0.01 0 293.535 457.445 16444.8 -6080.47 -1.97913e-06 1.00432e-05
37051000 0.05 0.01 0 295.374 453.889 16511.7 -6076.44 -1.16477e-05 2.91981e-05
37052000 0.05 0.01 0 289.584 591.35 16729.7 -6094.4 -3.14305e-05 6.79339e-05
37053000 0.05 0.01 0 305.622 317.088 16481.9 -6049.57 -2.68799e-05 5.86573e-05
37054000 0.05 0.01 0 292.64 27.6703 16744.5 -5953.53 1.14973e-06 4.04527e-06
37055000 0.05 0.01 0 296.581 146.459 16472.5 -6068.01 -1.62487e-05 3.79908e-05
37056000 0.05 0.01 0 298.745 609.475 16759.3 -6052.24 -2.6765e-05 5.87067e-05
37057000 0.05 0.01 0 292.628 -458.665 16694 -6103.19 -1.21623e-05 3.03842e-05
37058000 0.05 0.01 0 303.692 -525.105 16675.1 -6085.72 -2.78444e-06 1.1937e-05
37059000 0.05 0.01 0 303.932 -444.051 16776.7 -6038.94 -2.75002e-05 5.97706e-05
37060000 0.05 0.01 0 288.084 -777.933 16972.6 -5968.84 -1.46783e-05 3.5147e-05
37061000 0.05 0.01 0 304.419 437.231 16330.7 -6094.53 -2.4172e-05 5.34171e-05
37062000 0.05 0.01 0 308.404 235.282 16378.1 -6127.9 -2.51347e-05 5.55254e-05
37063000 0.05 0.01 0 306.761 -536.61 16802.7 -6043.83 -2.46653e-05 5.41143e-05
37064000 0.05 0.01 0 301.513 -1018.19 16674 -6059.88 -2.08828e-05 4.70741e-05
37065000 0.05 0.01 0 311.527 -441.871 16523.3 -6047.89 -2.90174e-05 6.27771e-05
37066000 0.05 0.01 0 292.681 -2150.15 16927.2 -6073.23 -2.81564e-05 6.1452e-05
37067000 0.05 0.01 0 303.263 -670.503 16208.5 -6102.6 -2.47501e-05 5.48614e-05
37068000 0.05 0.01 0 297.582 -606.91 16386.2 -6128.81 -1.83731e-05 4.25936e-05
37069000 0.05 0.01 0 301.711 1059.15 16426.1 -6110.91 -4.68407e-06 1.57366e-05
37070000 0.05 0.01 0 290.49 586.598 16524.5 -6008.49 -1.98532e-05 4.49277e-05
37071000 0.05 0.01 0 298.545 11.6927 16480.7 -6126 -3.78651e-05 7.96285e-05
37072000 0.05 0.01 0 296.841 99.482 16563.7 -6158.88 -2.88295e-05 6.21821e-05
37073000 0.05 0.01 0 306.253 -190.239 16600.2 -6100.54 -1.62483e-05 3.81388e-05
37074000 0.05 0.01 0 304.501 -207.412 16578.3 -6128.11 -1.51224e-05 3.61766e-05
37075000 0.05 0.01 0 297.263 -1144.61 16599.2 -6127.03 -1.80624e-05 4.14743e-05
37076000 0.05 0.01 0 300.838 -80.5289 16211.6 -6093.53 -2.63943e-05 5.81239e-05
37077000 0.05 0.01 0 292.419 234.188 16422.9 -6041.59 -3.59447e-05 7.6679e-05
37078000 0.05 0.01 0 320.944 278.432 16489.6 -6097.17 -2.75114e-05 6.03881e-05
37079000 0.05 0.01 0 305.871 222.064 16563.8 -6095.8 -2.17753e-05 4.91286e-05
37080000 0.05 0.01 0 296.544 -865.41 16780 -6107.2 -9.06961e-06 2.38609e-05
37081000 0.05 0.01 0 292.643 -155.343 16592.3 -6059.76 -9.54324e-06 2.48133e-05
37082000 0.05 0.01 0 308.17 124.687 16557.9 -6124.37 -2.40684e-05 5.35152e-05
37083000 0.05 0.01 0 304.745 825.024 16557.3 -6099.83 -2.99151e-05 6.49524e-05
37084000 0.05 0.01 0 300.294 -635.662 16720.5 -6119.97 -1.27777e-05 3.18356e-05
37085000 0.05 0.01 0 309.289 478.585 16396.1 -6123.54 -3.17728e-05 6.85361e-05
