# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_param2 v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
56000000 0.6 0.01 0 305.066 -1054.23 17090.8 -6022.14 0.0262671 -0.0259617
56001000 0.6 0.01 0 294.163 -141.15 17099.1 -6020.36 0.0406075 -0.0414414
56002000 0.6 0.01 0 314.964 -302.785 16861.7 -6081.49 0.047437 -0.048932
56003000 0.6 0.01 0 303.653 114.816 16641.9 -6053.74 -0.153219 0.178224
56004000 0.6 0.01 0 288.881 -217.532 16652.1 -6093.74 0.035511 -0.0356793
56005000 0.6 0.01 0 303.942 60.373 16621.5 -6061.71 -0.246315 0.274177
56006000 0.6 0.01 0 307.4 156.923 16262.8 -6073.21 -0.0136349 0.0190126
56007000 0.6 0.01 0 311.195 69.5168 16414.5 -6035.41 -0.213199 0.236295
56008000 0.6 0.01 0 292.231 -1140.98 16719.3 -6045.65 0.0540706 -0.0552701
56009000 0.6 0.01 0 293.665 490.627 16598.9 -6083.52 -0.096109 0.107545
56010000 0.6 0.01 0 305.181 1340.56 16840.2 -6075.14 -0.0564091 0.0660568
56011000 0.6 0.01 0 292.76 -1599.76 16749.7 -6036.96 0.0642285 -0.0664974
56012000 0.6 0.01 0 284.832 753.82 16687.6 -6090.89 -0.0189347 0.023977
56013000 0.6 0.01 0 293.131 -270.852 17037.2 -6076.1 0.0110762 -0.00946135
56014000 0.6 0.01 0 302.996 224.744 16910.7 -6028.59 -0.022845 0.0274487
56015000 0.6 0.01 0 303.042 425.259 16621.9 -6119.6 0.0198369 -0.0189195
56016000 0.6 0.01 0 288.909 -183.142 16750.7 -6079.22 0.0355138 -0.0358569
56017000 0.6 0.01 0 293.683 -701.468 16801.9 -6060.23 -0.0662706 0.0750298
56018000 0.6 0.01 0 292.346 -332.175 16610.1 -6046.1 0.0956182 -0.100367
56019000 0.6 0.01 0 306.531 127.156 16752.2 -6051.5 -0.052041 0.0599051
56020000 0.6 0.01 0 298.204 1654.48 16471.4 -6058.35 -0.0443014 0.0507564
56021000 0.6 0.01 0 294.544 415.211 16860.4 -6077.94 -0.0961515 0.106611
56022000 0.6 0.01 0 300.705 184.035 16658.6 -6075.05 -0.0894135 0.101211
56023000 0.6 0.01 0 298.619 128.249 16848.4 -6024.8 0.0639955 -0.0662751
56024000 0.6 0.01 0 305.088 933.312 16841.3 -6061.92 0.0124127 -0.0108535
56025000 0.6 0.01 0 299.473 -50.4515 16556.6 -6107.74 -0.157535 0.175089
56026000 0.6 0.01 0 280.521 389.988 16353.6 -6087.8 -0.09275 0.105374
56027000 0.6 0.01 0 299.959 214.271 16493.8 -6107.73 -0.161122 0.178349
56028000 0.6 0.01 0 302.469 164.098 16652.9 -6034.47 0.0864761 -0.0903383
56029000 0.6 0.01 0 291.166 226.804 16966.9 -6056.42 -0.239749 0.269182
56030000 0.6 0.01 0 300.689 -359.77 16926.3 -6042.45 -0.057432 0.0655267
56031000 0.6 0.01 0 292.096 -87.4249 16707 -6096.17 -0.0868922 0.0983237
56032000 0.6 0.01 0 312.524 -493.563 16806.7 -6145.34 -0.129843 0.143358
56033000 0.6 0.01 0 297.168 -184.064 16960 -5990.02 -0.0159248 0.0221161
56034000 0.6 0.01 0 305.417 -111.738 16746.3 -6101.31 -0.042172 0.0486574
56035000 0.6 0.01 0 291.679 -72.6362 16579.2 -6052.22 -0.0537251 0.0627418
56036000 0.6 0.01 0 295.537 -19.7598 16829.3 -6074.3 0.0153653 -0.0139928
56037000 0.6 0.01 0 309.033 -773.884 16675.4 -6046.22 -0.0330771 0.0400546
56038000 0.6 0.01 0 294.457 -204.41 16749.9 -6055.23 -0.120059 0.134761
56039000 0.6 0.01 0 302.659 -320.464 16615.5 -6074.42 -0.0595358 0.0673504
56040000 0.6 0.01 0 289.507 68.6873 16702.4 -6049.37 -0.190772 0.213171
56041000 0.6 0.01 0 303.912 279.332 16658.5 -6092.67 -0.0836279 0.0937537
56042000 0.6 0.01 0 292.008 301.525 16772.4 -6112.42 -0.0230263 0.0283452
56043000 0.6 0.01 0 309.337 -60.7194 16681.8 -6084.08 -0.212599 0.235992
56044000 0.6 0.01 0 294.83 678.461 16641.5 -6055.25 -0.105942 0.1175
56045000 0.6 0.01 0 309.594 -335.458 16843.5 -6046.82 -0.0244795 0.0293087
56046000 0.6 0.01 0 301.539 -115.438 17019.2 -6014.06 0.064906 -0.0675492
56047000 0.6 0.01 0 297.033 280.001 16745.1 -6102.41 0.0166294 -0.0150787
56048000 0.6 0.01 0 313.301 45.1425 16717.4 -6127.85 0.0519217 -0.0530582
56049000 0.6 0.01 0 302.853 511.754 17044.9 -6086.43 -0.106507 0.118339
56050000 0.6 0.01 0 297.638 -561.866 17186.5 -6122.91 -0.04789 0.0558057
56051000 0.6 0.01 0 299.525 1.1794 17072.6 -6114.32 0.0607004 -0.062573
56052000 0.6 0.01 0 305.326 -911.345 17083.5 -6105.95 -0.0494896 0.0570876
56053000 0.6 0.01 0 295.022 477.67 16643.9 -6132.68 0.0520696 -0.0532647
56054000 0.6 0.01 0 300.599 409.401 16815.5 -6084.79 0.0573379 -0.0588483
56055000 0.6 0.01 0 301.142 529.49 16455.5 -6103.76 -0.11241 0.126985
56056000 0.6 0.01 0 307.878 -779.369 16884.7 -5994.04 -0.0850154 0.0975272
56057000 0.6 0.01 0 290.405 -875.719 16705.6 -6071.29 0.0558664 -0.0576716
56058000 0.6 0.01 0 294.579 112.538 16511.9 -6120.8 -0.00529447 0.00918538
56059000 0.6 0.01 0 296.428 93.7799 16799.7 -6022.09 -0.0716461 0.0812054
56060000 0.6 0.01 0 306.243 -681.042 16913.5 -6053.54 0.0103042 -0.00829409
56061000 0.6 0.01 0 298.546 -25.4481 16406.8 -6111.9 -0.141249 0.157705
