# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_param2 v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
35000000 0.75 0.01 0 299.773 25.8029 16624.5 -6093.76 0.108015 -0.111393
35001000 0.75 0.01 0 306.366 521.868 16514.2 -6081.83 0.0364035 -0.0358645
35002000 0.75 0.01 0 309.223 16.7357 16459.9 -6114.21 0.0777768 -0.0788259
35003000 0.75 0.01 0 292.304 58.3742 16483.1 -6096.2 0.0174252 -0.0163304
35004000 0.75 0.01 0 287.766 384.696 16524.2 -6067.45 0.0423921 -0.0423833
35005000 0.75 0.01 0 307.994 11.1513 16782.4 -6116.33 0.097588 -0.100162
35006000 0.75 0.01 0 302.044 1017.53 16329.5 -6095.12 0.00321583 -0.00117586
35007000 0.75 0.01 0 296.536 -680.193 16607 -6145.92 0.0260643 -0.0248689
35008000 0.75 0.01 0 301.397 776.372 16478.5 -6043.84 0.170445 -0.177267
35009000 0.75 0.01 0 297.974 -17.693 16558 -6068.09 0.0150292 -0.0136954
35010000 0.75 0.01 0 306.659 -218.098 16917.6 -6086.43 0.154645 -0.160631
35011000 0.75 0.01 0 294.041 120.134 16833.7 -6066.12 0.107665 -0.111184
35012000 0.75 0.01 0 315.309 352.063 16838 -6100.43 0.120286 -0.124551
35013000 0.75 0.01 0 301.056 576.105 16620.1 -6062.12 0.133379 -0.138218
35014000 0.75 0.01 0 288.937 41.2998 16842.4 -6090.36 0.100706 -0.103097
35015000 0.75 0.01 0 293.775 -746.624 16844.8 -6100.38 0.145254 -0.150652
35016000 0.75 0.01 0 297.557 -677.692 16693.1 -6058.57 0.123076 -0.127307
35017000 0.75 0.01 0 312.768 853.791 16640.9 -6105.18 0.081658 -0.083641
35018000 0.75 0.01 0 298.283 94.2983 16805.4 -6100.62 0.136883 -0.141667
35019000 0.75 0.01 0 300.763 227.164 16765 -6135.98 0.147837 -0.153249
35020000 0.75 0.01 0 305.134 674.332 16574.5 -6053.56 0.135593 -0.140361
35021000 0.75 0.01 0 308.186 -402.544 16654.9 -6173.56 0.138183 -0.143317
35022000 0.75 0.01 0 302.472 273.648 16590 -6112.24 -0.0138755 0.0172713
35023000 0.75 0.01 0 323.095 -39.8811 16715.5 -6080.17 0.0933771 -0.0961476
35024000 0.75 0.01 0 309.006 -394.989 16706.7 -6028.59 0.0818176 -0.0839315
35025000 0.75 0.01 0 297.855 -978.663 16795.8 -6067.46 0.000452845 0.00296335
35026000 0.75 0.01 0 293.237 405.854 16746.4 -6080.75 0.172286 -0.179284
35027000 0.75 0.01 0 294.243 -27.5142 16872.3 -6072.73 0.164192 -0.170723
35028000 0.75 0.01 0 297.761 846.946 16877.4 -6116.39 0.118795 -0.122803
35029000 0.75 0.01 0 293.483 35.8504 16688.8 -6037.34 0.141721 -0.146997
35030000 0.75 0.01 0 302.748 -134.6 16627.5 -6084.82 0.113666 -0.117521
35031000 0.75 0.01 0 313.272 253.455 16771.7 -6073.9 0.0857842 -0.0880624
35032000 0.75 0.01 0 286.089 584.187 16427 -6077.7 0.091909 -0.094272
35033000 0.75 0.01 0 297.29 138.743 16819.7 -6042.82 0.0993846 -0.102439
35034000 0.75 0.01 0 308.432 -486.897 16542.3 -6120.92 0.125544 -0.1297
35035000 0.75 0.01 0 297.041 -840.976 16785.2 -6089.17 0.0835577 -0.0858935
35036000 0.75 0.01 0 296.747 -80.2866 17085.6 -6063.27 0.117266 -0.121304
35037000 0.75 0.01 0 290.324 452.888 17018 -6133.48 0.149961 -0.155782
35038000 0.75 0.01 0 298.242 728.205 16586.1 -6106.26 0.0320551 -0.031488
35039000 0.75 0.01 0 304.556 -255.976 16670.4 -6066.37 0.0814227 -0.0837397
35040000 0.75 0.01 0 288.59 -390.761 16588.2 -6062.26 0.00646158 -0.00447235
35041000 0.75 0.01 0 301.062 959.396 16756.6 -6102.36 0.090744 -0.0933887
35042000 0.75 0.01 0 298.848 -20.9251 16813 -6125.83 0.110423 -0.114015
35043000 0.75 0.01 0 296.934 844.661 16713.1 -6119.06 0.00352777 -0.00118098
35044000 0.75 0.01 0 296.636 1393.67 16637.5 -6126.09 0.187026 -0.194539
35045000 0.75 0.01 0 297.705 547.459 16873.5 -6023.95 0.0888384 -0.0916021
35046000 0.75 0.01 0 291.556 -472.761 17064.7 -6074.52 0.0595073 -0.0605985
35047000 0.75 0.01 0 294.491 41.4574 16919.9 -6135.91 0.10417 -0.107579
35048000 0.75 0.01 0 302.53 -55.3098 16761.7 -6120.44 0.124331 -0.128625
35049000 0.75 0.01 0 308.338 191.814 17041.3 -6079.39 0.14342 -0.148925
35050000 0.75 0.01 0 296.042 -106.681 16768.1 -6124.53 0.149141 -0.155069
35051000 0.75 0.01 0 302.127 412.946 16886.3 -6057.88 0.159559 -0.165656
35052000 0.75 0.01 0 299.524 1634.13 16407.3 -6094.46 0.169264 -0.175772
35053000 0.75 0.01 0 297.06 238.317 16735.2 -6082.27 0.172833 -0.179695
35054000 0.75 0.01 0 301.556 -355.631 16806.3 -6031.65 0.176014 -0.18309
35055000 0.75 0.01 0 305.89 -473.657 16675.8 -6106.07 0.145261 -0.15075
35056000 0.75 0.01 0 297.118 130.605 16642.9 -6154.81 0.149622 -0.155494
35057000 0.75 0.01 0 298.263 535.186 16758.5 -6112.03 0.112725 -0.116596
35058000 0.75 0.01 0 288.701 142.101 16835.8 -6084.96 0.146509 -0.152224
35059000 0.75 0.01 0 305.565 600.884 16872.7 -6073.32 0.135807 -0.140774
35060000 0.75 0.01 0 305.354 659.643 16703.5 -5991.87 0.146159 -0.151749
35061000 0.75 0.01 0 302.959 920.498 16670.1 -6119.76 0.0414424 -0.041498
35062000 0.75 0.01 0 304.269 367.221 16700.3 -6103.32 0.0439527 -0.0435636
35063000 0.75 0.01 0 285.591 -1251.81 16862.5 -6118.32 0.154294 -0.160042
35064000 0.75 0.01 0 290.486 -539.643 16581.8 -6005.5 0.193657 -0.201392
35065000 0.75 0.01 0 299.184 -1055.37 16693.8 -6077.82 0.0298578 -0.02864
35066000 0.75 0.01 0 284.917 397.085 16426.4 -6080.24 0.129304 -0.133742
35067000 0.75 0.01 0 303.899 71.689 16586.4 -6108.13 -0.0152456 0.0186135
35068000 0.75 0.01 0 292.305 224.641 16483 -6043.78 0.130557 -0.135066
35069000 0.75 0.01 0 307.208 -783.995 17077.6 -6037.41 0.0710199 -0.0725831
35070000 0.75 0.01 0 309.087 1412.34 16695.6 -6019.35 0.113101 -0.116559
35071000 0.75 0.01 0 307.637 342.13 16784.1 -6049.21 0.0942481 -0.097015
35072000 0.75 0.01 0 309.278 -614.284 16723 -6121.55 0.148833 -0.154489
35073000 0.75 0.01 0 292.987 -200.883 17170.3 -6070.11 0.0663616 -0.0679486
35074000 0.75 0.01 0 289.372 173.445 16810.1 -6039.89 0.0942207 -0.0971356
35075000 0.75 0.01 0 294.73 -734.716 16864.8 -6042.59 0.081185 -0.083454
35076000 0.75 0.01 0 310.571 251.177 16810.8 -6077.61 0.117657 -0.121416
35077000 0.75 0.01 0 299.326 -774.153 17070.7 -6075.94 0.148912 -0.154697
35078000 0.75 0.01 0 307.8 -770.889 16777.2 -6130.96 0.094848 -0.0978089
35079000 0.75 0.01 0 298.134 1262.85 16889.1 -6065.46 0.14774 -0.153406
35080000 0.75 0.01 0 295.218 276.8 16856.6 -6084.03 0.054482 -0.0545283
35081000 0.75 0.01 0 296.213 339.853 16835.9 -6178.21 0.119626 -0.123939
35082000 0.75 0.01 0 305.527 537.047 16756.3 -6074.39 0.12301 -0.127279
35083000 0.75 0.01 0 306.29 316.954 16740.9 -6047.28 0.0784945 -0.0806057
35084000 0.75 0.01 0 287.431 233.504 16534.5 -6105.32 0.162659 -0.169008
35085000 0.75 0.01 0 308.647 -1030.64 16956.1 -6074.68 0.0873988 -0.089892
35086000 0.75 0.01 0 305.345 358.205 16752.6 -6101.98 0.0763419 -0.0779931
35087000 0.75 0.01 0 300.601 103.916 16866.6 -6138.98 0.145626 -0.151238
35088000 0.75 0.01 0 285.319 -604.692 16617.1 -6135.72 0.165097 -0.171392
35089000 0.75 0.01 0 299.215 187.123 16510.2 -6037.18 -0.108117 0.116893
