# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_param2 v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
16000000 0.3 0.01 0 296.556 -561.252 16490.9 -6186.95 -0.10193 0.122056
16001000 0.3 0.01 0 310.134 -363.1 16636.4 -6133.43 -0.102075 0.121884
16002000 0.3 0.01 0 305.776 -739.908 16789 -6094.44 -0.0842534 0.100841
16003000 0.3 0.01 0 301.299 -164.651 16434.8 -6154.83 -0.101882 0.121959
16004000 0.3 0.01 0 302.804 -298.091 16688.1 -6124.94 -0.0905124 0.108594
16005000 0.3 0.01 0 304.187 -444.971 16687.4 -6116.19 -0.10485 0.125132
16006000 0.3 0.01 0 308.3 -744.916 16624.4 -6078.58 -0.119123 0.142176
16007000 0.3 0.01 0 296.346 -229.123 16704.4 -6115.11 -0.115468 0.137913
16008000 0.3 0.01 0 285.535 449.127 16645.2 -6089.95 -0.111321 0.133058
16009000 0.3 0.01 0 304.355 -246.091 17121.6 -6042.96 -0.087563 0.104934
16010000 0.3 0.01 0 304.018 -678.601 16932.4 -6071.12 -0.0796819 0.0952698
16011000 0.3 0.01 0 291.615 446.143 16855.8 -6101.06 -0.0941962 0.112685
16012000 0.3 0.01 0 299.026 2.79998 16466.1 -6079.17 -0.0877174 0.104951
16013000 0.3 0.01 0 299.779 100.955 16441.6 -6048.4 -0.10944 0.130759
16014000 0.3 0.01 0 304.463 1032.98 16410.5 -6097.95 -0.0929072 0.111327
16015000 0.3 0.01 0 307.008 -24.1896 16903.4 -6069 -0.105799 0.126261
16016000 0.3 0.01 0 285.529 334.822 16678.8 -6128.22 -0.109079 0.130205
16017000 0.3 0.01 0 306.473 -1063.4 16949.5 -6098.42 -0.0828049 0.0990029
16018000 0.3 0.01 0 302.1 -623.254 17077.6 -6064.59 -0.109852 0.131058
16019000 0.3 0.01 0 296.822 -1062.76 16605.9 -6069.93 -0.0713052 0.0853577
16020000 0.3 0.01 0 309.18 -289.554 16704.2 -6057.24 -0.0972596 0.116186
16021000 0.3 0.01 0 303.362 -460.183 16647.5 -6088.34 -0.102758 0.12292
16022000 0.3 0.01 0 297.274 29.5259 16605.1 -6071.87 -0.108863 0.130099
16023000 0.3 0.01 0 302.858 985.777 16395.1 -6057.37 -0.110331 0.13205
16024000 0.3 0.01 0 294.517 -14.9771 16953.2 -6082.89 -0.0913821 0.10952
16025000 0.3 0.01 0 308.609 -472.755 16569.2 -6086.41 -0.0908125 0.108782
16026000 0.3 0.01 0 292.318 -591.376 16784.2 -6121.14 -0.0931539 0.111658
16027000 0.3 0.01 0 299.549 -456.932 16446.1 -6122.44 -0.0912219 0.109105
16028000 0.3 0.01 0 307.967 306.683 16580 -6109.79 -0.110081 0.13117
16029000 0.3 0.01 0 297.043 324.943 16662.4 -6045.13 -0.0817985 0.0978578
16030000 0.3 0.01 0 291.673 74.9708 16769.7 -6100.24 -0.11625 0.139092
16031000 0.3 0.01 0 289.529 -547.274 16644.3 -6183.76 -0.0954771 0.114204
16032000 0.3 0.01 0 303.455 865.644 16584.6 -6120.4 -0.107854 0.128763
16033000 0.3 0.01 0 320.989 -46.6815 16474.4 -6034.78 -0.0907125 0.108423
16034000 0.3 0.01 0 300.626 325.041 16426.9 -6037.8 -0.0977272 0.116655
16035000 0.3 0.01 0 302.578 367.021 16360.1 -6115.45 -0.0812441 0.0972777
16036000 0.3 0.01 0 286.844 -300.605 16518.2 -6085.75 -0.107633 0.128407
16037000 0.3 0.01 0 302.25 -243.44 16270.8 -6078.31 -0.080297 0.0961302
16038000 0.3 0.01 0 310.146 192.714 16443.7 -6148.66 -0.0774606 0.0926901
16039000 0.3 0.01 0 290.41 987.443 16246.4 -6103.06 -0.0872938 0.104238
16040000 0.3 0.01 0 309.318 195.409 16396.6 -6096.3 -0.0653645 0.0787242
16041000 0.3 0.01 0 310.288 1855.22 16229.7 -6081.14 -0.0162375 0.0199729
16042000 0.3 0.01 0 311.212 -7.76164 16806.2 -6101.59 -0.100531 0.119982
