# Time-averaged data for fix FEPout004
# TimeStep v_param v_param004 v_param2 v_pe c_FEP004[1] c_FEP004[2] c_FEP004[3]
44000000 0 0.8 0 -6103.31 1592.1 0 16648.8
44001000 0 0.8 0 -6169.78 2389.6 0 16749.3
44002000 0 0.8 0 -6090.76 2904.51 0 16802.4
44003000 0 0.8 0 -6109.77 2008.35 0 16683
44004000 0 0.8 0 -6092.16 2250.44 0 16318.2
44005000 0 0.8 0 -6092.19 3112.64 0 16609
44006000 0 0.8 0 -6088.67 2107.83 0 16624.6
44007000 0 0.8 0 -6159.01 2473.34 0 16573.9
44008000 0 0.8 0 -6092.72 1777.71 0 16454.2
44009000 0 0.8 0 -6112.24 1794.36 0 16527.6
44010000 0 0.8 0 -6145.05 1732.45 0 16311.9
44011000 0 0.8 0 -6139.23 1935.38 0 16589.5
44012000 0 0.8 0 -6134.59 1575.49 0 16643.2
44013000 0 0.8 0 -6085.46 2374.6 0 16865.4
44014000 0 0.8 0 -6136.41 1829.79 0 16317.5
44015000 0 0.8 0 -6123.89 1858.74 0 16551.4
44016000 0 0.8 0 -6101.71 1728.19 0 16422.4
44017000 0 0.8 0 -6148.9 2785.97 0 16390
44018000 0 0.8 0 -6097.87 1968.34 0 16519.4
44019000 0 0.8 0 -6078.55 2199.8 0 16764.5
44020000 0 0.8 0 -6074.09 2006.19 0 16644.4
44021000 0 0.8 0 -6103.93 1609.91 0 16635.5
44022000 0 0.8 0 -6110.58 1725.51 0 16614.7
44023000 0 0.8 0 -6112.56 1725.97 0 16719.4
44024000 0 0.8 0 -6100.78 1841.42 0 16791.1
44025000 0 0.8 0 -6117.67 2211.38 0 16750.4
44026000 0 0.8 0 -6193.72 1807.95 0 16721.7
44027000 0 0.8 0 -6087.6 1580.82 0 16609.7
44028000 0 0.8 0 -6045 2043.28 0 16738.1
44029000 0 0.8 0 -6029.24 1940.14 0 16645.6
44030000 0 0.8 0 -6005.42 1716.27 0 16556.1
44031000 0 0.8 0 -6126.04 3111.67 0 16325.4
44032000 0 0.8 0 -6196.12 1575.84 0 16454
44033000 0 0.8 0 -6129.8 2567.54 0 16510.9
44034000 0 0.8 0 -6157.06 2114.91 0 16808.1
44035000 0 0.8 0 -6106.45 1939.55 0 17035.8
44036000 0 0.8 0 -6168.98 2418.42 0 16686.7
44037000 0 0.8 0 -6115.88 2331.55 0 16316.4
44038000 0 0.8 0 -6133.98 2171.32 0 16516.3
44039000 0 0.8 0 -6062.52 2403.58 0 16500.5
44040000 0 0.8 0 -6070 2361.99 0 16650.9
44041000 0 0.8 0 -6143.52 2358.39 0 16560.2
44042000 0 0.8 0 -6121.07 2718.66 0 16663.1
44043000 0 0.8 0 -6115.41 1902.03 0 16684
44044000 0 0.8 0 -6130.86 2397.39 0 16385.8
44045000 0 0.8 0 -6147.22 2307.89 0 16533.5
44046000 0 0.8 0 -6032.1 2182.29 0 16645.5
44047000 0 0.8 0 -6037.62 1297.56 0 16416.2
44048000 0 0.8 0 -6024.44 2320.07 0 16812.4
44049000 0 0.8 0 -6095.13 2474.15 0 16465.4
44050000 0 0.8 0 -6175.82 2662.16 0 16428.8
44051000 0 0.8 0 -6132.91 2211.13 0 16303.6
44052000 0 0.8 0 -6173.64 2876.22 0 16138.8
44053000 0 0.8 0 -6069.19 2307.12 0 16543.4
44054000 0 0.8 0 -6116.37 1849.93 0 16466.6
44055000 0 0.8 0 -6106.09 2382.87 0 16449.3
44056000 0 0.8 0 -6123.67 1786.11 0 16416.5
44057000 0 0.8 0 -6130.86 1072.36 0 16678
44058000 0 0.8 0 -6138.29 1577.66 0 16622.2
44059000 0 0.8 0 -6098.16 2089.65 0 16380.8
44060000 0 0.8 0 -6062.05 1260.95 0 16592.9
44061000 0 0.8 0 -6050.75 1758.43 0 16376.4
44062000 0 0.8 0 -6117.41 2383.24 0 16853.3
