# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_param2 v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
7000000 0.95 0.01 0 291.144 574.806 16635.9 -6116.17 0.346663 -0.358292
7001000 0.95 0.01 0 305.958 23.9266 16510.6 -6152.39 0.367654 -0.379939
7002000 0.95 0.01 0 309.47 2.3999 16716 -6136.12 0.342441 -0.353785
7003000 0.95 0.01 0 296.988 -662.402 16836.3 -6062 0.378818 -0.391341
7004000 0.95 0.01 0 299.929 -458.121 16666.1 -6144.92 0.304304 -0.315508
7005000 0.95 0.01 0 303.459 203.165 16769.9 -6120.85 0.316768 -0.327201
7006000 0.95 0.01 0 305.896 638.737 16298.3 -6095.37 0.291443 -0.30135
7007000 0.95 0.01 0 311.688 -502.33 16818.4 -6124.88 0.307396 -0.317621
7008000 0.95 0.01 0 297.833 201.181 16764.8 -6083.97 0.360405 -0.372081
7009000 0.95 0.01 0 296.995 381.753 16661.7 -6046.41 0.298873 -0.309383
7010000 0.95 0.01 0 294.655 -969.238 16707.8 -6083.01 0.336504 -0.347753
7011000 0.95 0.01 0 310.041 -110.289 16764.2 -6092.77 0.268742 -0.278706
7012000 0.95 0.01 0 300.904 -337.662 16664.3 -6137.62 0.398383 -0.411516
7013000 0.95 0.01 0 291.484 -384.152 16678.9 -6090.87 0.334743 -0.346853
7014000 0.95 0.01 0 309.829 -139.242 16962.1 -6096.52 0.321314 -0.332392
7015000 0.95 0.01 0 287.826 1018.18 16437.5 -6125.42 0.389001 -0.401724
7016000 0.95 0.01 0 305.313 -374.53 16990.1 -6080.21 0.353497 -0.365149
7017000 0.95 0.01 0 290.062 -138.646 16645.4 -6114.48 0.355268 -0.366889
7018000 0.95 0.01 0 299.052 -859.376 16523 -6129.96 0.335241 -0.346718
7019000 0.95 0.01 0 299.005 -491.725 16628.5 -6102.55 0.365431 -0.377762
7020000 0.95 0.01 0 297.916 -155.751 16711 -6072.12 0.293584 -0.304414
7021000 0.95 0.01 0 306.89 -493.362 16679.9 -6071.64 0.301627 -0.312445
7022000 0.95 0.01 0 297.549 1150.74 16614.1 -6139.33 0.379296 -0.391731
7023000 0.95 0.01 0 308.671 -817.589 16764.1 -6094.89 0.357689 -0.369688
7024000 0.95 0.01 0 307.266 -167.113 16702.7 -6042.72 0.34779 -0.359382
7025000 0.95 0.01 0 300.19 -384.716 16673.5 -6095.15 0.254753 -0.264294
7026000 0.95 0.01 0 309.356 -311.654 16668.4 -6116.51 0.177158 -0.184842
7027000 0.95 0.01 0 288.046 -366.997 16888.8 -6032.54 0.306471 -0.316888
7028000 0.95 0.01 0 293.327 -357.053 16934.9 -5976.84 0.257657 -0.267093
7029000 0.95 0.01 0 303.51 754.526 16833.3 -6018.62 0.346717 -0.357953
7030000 0.95 0.01 0 290.871 290.043 16652.4 -6104.42 0.301969 -0.311743
7031000 0.95 0.01 0 304.369 -7.94867 16705.4 -6105.58 0.26463 -0.273766
7032000 0.95 0.01 0 287.489 -206.931 16834.7 -6070.94 0.279988 -0.289409
7033000 0.95 0.01 0 302.725 805.854 17129.7 -6003.47 0.307648 -0.318016
7034000 0.95 0.01 0 290.873 -1104.63 17075.1 -6124.02 0.406515 -0.419694
7035000 0.95 0.01 0 290.329 477.21 16712.8 -6032.68 0.343705 -0.355164
7036000 0.95 0.01 0 297.951 467.039 16822.4 -6062.72 0.307074 -0.317778
7037000 0.95 0.01 0 290.696 -935.049 17012.9 -6114.65 0.304673 -0.315273
7038000 0.95 0.01 0 304.083 -877.974 17014.4 -6057.15 0.416854 -0.430402
7039000 0.95 0.01 0 291.894 -242.367 16846 -6061.67 0.438379 -0.452532
7040000 0.95 0.01 0 299.991 -596.228 16825.8 -6178.88 0.344919 -0.35681
7041000 0.95 0.01 0 301.12 -570.923 16941.7 -6063.15 0.340552 -0.352412
7042000 0.95 0.01 0 299.072 -507.125 17209.1 -6091.05 0.340632 -0.352124
7043000 0.95 0.01 0 293.123 546.079 16752.4 -6093.24 0.361434 -0.373208
7044000 0.95 0.01 0 295.182 -839.473 16931.4 -6050.55 0.292768 -0.303106
7045000 0.95 0.01 0 298.355 867.135 16484.2 -6078.71 0.327636 -0.338734
7046000 0.95 0.01 0 310.511 207.391 16909.7 -6078.96 0.363774 -0.375805
7047000 0.95 0.01 0 302.094 -195.159 16772.8 -6050.46 0.278432 -0.288364
7048000 0.95 0.01 0 296.706 -400.289 16897.1 -6085.13 0.326509 -0.337319
7049000 0.95 0.01 0 301.743 128.098 16880.5 -6037.86 0.315822 -0.326518
7050000 0.95 0.01 0 307.132 348.871 16790.3 -6160.9 0.376044 -0.388295
7051000 0.95 0.01 0 285.635 -843.722 16892.3 -6097.63 0.288671 -0.299093
7052000 0.95 0.01 0 302.433 -136.782 16489.5 -6140.82 0.352344 -0.363953
7053000 0.95 0.01 0 302.142 271.6 16717.8 -6041.93 0.38998 -0.402655
7054000 0.95 0.01 0 296.619 -687.036 17240.5 -6106.65 0.330785 -0.341408
7055000 0.95 0.01 0 317.683 185.389 16718.7 -6066.43 0.333134 -0.344785
7056000 0.95 0.01 0 295.891 43.7249 17044.7 -6099.86 0.240475 -0.249885
7057000 0.95 0.01 0 313.05 1138.72 16869.3 -6140.52 0.311888 -0.322488
7058000 0.95 0.01 0 299.83 1146.86 16614.8 -6085.31 0.316914 -0.3278
7059000 0.95 0.01 0 308.138 561.731 16886.9 -6048.41 0.371116 -0.383289
7060000 0.95 0.01 0 306.289 -578.998 16781 -6133.15 0.324526 -0.335964
7061000 0.95 0.01 0 308.767 838.297 16859.3 -6097.65 0.378223 -0.390575
7062000 0.95 0.01 0 310.113 410.053 16875.6 -6113.34 0.347694 -0.358935
7063000 0.95 0.01 0 300.041 -293.492 16789.5 -6138.05 0.262262 -0.272037
7064000 0.95 0.01 0 316.58 -784.861 16654.2 -6090.15 0.354606 -0.366531
7065000 0.95 0.01 0 300.977 303.517 16519.9 -6163.09 0.35908 -0.371194
7066000 0.95 0.01 0 296.02 -215.431 16478.1 -6154.01 0.404536 -0.417919
7067000 0.95 0.01 0 292.705 -10.1667 16686 -6104.57 0.324812 -0.335793
7068000 0.95 0.01 0 301.063 -86.1721 16718.7 -6078.77 0.391446 -0.404312
7069000 0.95 0.01 0 304.07 746.675 16682.9 -6065.1 0.317982 -0.328532
7070000 0.95 0.01 0 292.833 -791.174 16946.2 -6084.51 0.339875 -0.351046
7071000 0.95 0.01 0 308.119 -31.3064 16711.2 -6052.98 0.371799 -0.384038
7072000 0.95 0.01 0 293.4 -180.308 16713 -6124.59 0.398751 -0.41182
