# Time-averaged data for fix FEPout015
# TimeStep v_param v_param015 v_param2 v_pe c_FEP015[1] c_FEP015[2] c_FEP015[3]
0 1 0 0 -6049.71 11.0204 0.000158398 16901.1
1000 1 0 0 -6120.54 11.3752 8.62412e-05 16687.6
2000 1 0 0 -6113.07 10.0473 0.000799241 16670.6
3000 1 0 0 -6078.22 10.9888 0.000167703 16969.5
4000 1 0 0 -6051.19 11.008 0.000160399 16762.4
5000 1 0 0 -6080.9 11.2328 0.00011107 16923.3
6000 1 0 0 -6020.09 11.9629 3.24439e-05 16824.5
7000 1 0 0 -6012.69 10.5847 0.000329317 16920
8000 1 0 0 -6028.28 11.607 5.9152e-05 16884.5
9000 1 0 0 -6065.84 12.0348 2.86644e-05 16768.6
10000 1 0 0 -6147.12 10.3446 0.000489496 16812.6
11000 1 0 0 -6077.15 11.0406 0.000150988 16666.5
12000 1 0 0 -6135.48 10.6268 0.000304045 16763.4
13000 1 0 0 -6086.68 9.99485 0.000878114 16774.1
14000 1 0 0 -6104.04 10.1511 0.000672883 16705.7
15000 1 0 0 -6065.03 10.6493 0.000291013 16663.1
16000 1 0 0 -6151.89 8.08318 0.0208881 16157.3
17000 1 0 0 -6074.13 12.7793 8.18481e-06 16693.2
18000 1 0 0 -6149.75 11.6193 5.83441e-05 17000.2
19000 1 0 0 -6117.98 11.1393 0.000130759 17033.2
20000 1 0 0 -6138.5 11.6501 5.51706e-05 16929.4
21000 1 0 0 -6042.88 11.0435 0.000152827 16951.6
22000 1 0 0 -6131.2 9.96544 0.000917802 16688.2
23000 1 0 0 -6092.5 10.2085 0.000608023 16619.4
24000 1 0 0 -6053.94 10.0302 0.00084188 17064
25000 1 0 0 -6137.46 11.11 0.000134474 16675.7
26000 1 0 0 -6118.38 12.242 2.01199e-05 16660.8
27000 1 0 0 -6093.63 9.15949 0.00352961 16606.1
28000 1 0 0 -6133.82 10.6201 0.000301467 16437.6
29000 1 0 0 -6064.39 8.80178 0.00647989 16731.1
30000 1 0 0 -6068.97 10.3823 0.00046158 16889.5
31000 1 0 0 -6056.83 8.91533 0.00537225 16781.6
32000 1 0 0 -6084.64 11.5975 5.99437e-05 16839.8
33000 1 0 0 -6079.13 8.3009 0.0148968 16602.2
34000 1 0 0 -6044.55 8.84769 0.00601646 16778
35000 1 0 0 -6087.91 11.2717 0.000100958 16421.4
36000 1 0 0 -6027.16 12.2767 1.89137e-05 16602.2
37000 1 0 0 -6122.64 10.8813 0.000197095 16654.6
38000 1 0 0 -6129.31 10.3964 0.00043974 16473.7
39000 1 0 0 -6106.15 11.7365 4.71482e-05 16722.5
40000 1 0 0 -6071.49 10.8621 0.000203358 16638.8
41000 1 0 0 -6055.7 10.3816 0.00045382 16584.5
42000 1 0 0 -6048.35 12.1903 2.15782e-05 16385.2
43000 1 0 0 -6093.84 10.7182 0.000265551 17067.4
44000 1 0 0 -6032.05 10.438 0.000415628 16695
45000 1 0 0 -6015.66 10.5932 0.000327428 17065.6
46000 1 0 0 -6103.74 10.7004 0.000272557 17004.1
47000 1 0 0 -6138.88 11.397 8.29988e-05 16657.9
48000 1 0 0 -6074.6 10.3576 0.000472982 16603
49000 1 0 0 -6058.86 9.79581 0.00122027 16693.5
50000 1 0 0 -6017.61 9.99532 0.000897402 17156
51000 1 0 0 -6145.21 10.4723 0.00040161 17089.8
52000 1 0 0 -6058.77 8.44529 0.0118757 16862.4
53000 1 0 0 -6009.71 11.1749 0.00012195 16861
54000 1 0 0 -6114.89 10.8681 0.000203661 16833.3
55000 1 0 0 -6131.09 11.2971 9.75392e-05 16556.4
56000 1 0 0 -6080.16 10.952 0.000176142 16757.2
57000 1 0 0 -6084.03 9.98591 0.000898719 16912.3
58000 1 0 0 -6100.11 12.231 2.08282e-05 16932.6
59000 1 0 0 -6157.85 11.8151 4.1319e-05 16720.9
