# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_param2 v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
14000000 0.9 0.01 0 289.887 -434.982 17017.1 -6048.65 0.318104 -0.328942
14001000 0.9 0.01 0 298.649 139.292 17036.7 -6007.97 0.105572 -0.110324
14002000 0.9 0.01 0 298.965 488.673 16978.7 -6100.6 0.214481 -0.222377
14003000 0.9 0.01 0 295.89 805.34 16822.2 -6077.25 0.275402 -0.284975
14004000 0.9 0.01 0 310.027 -11.9645 16867.3 -6040.35 0.255311 -0.264318
14005000 0.9 0.01 0 307.645 -1068.14 16793.3 -6100.06 0.185231 -0.192223
14006000 0.9 0.01 0 310.318 -1088.85 16944.3 -6138.36 0.316929 -0.327848
14007000 0.9 0.01 0 291.314 -5.09651 16775.8 -6153.84 0.28984 -0.299926
14008000 0.9 0.01 0 304.735 -257.384 16684 -6083.89 0.305735 -0.316226
14009000 0.9 0.01 0 308.441 590.276 16478.4 -6112.54 0.322192 -0.33332
14010000 0.9 0.01 0 288.692 138.608 16580.5 -6097.32 0.28619 -0.29608
14011000 0.9 0.01 0 296.451 95.5185 16554 -6054.63 0.331864 -0.343158
14012000 0.9 0.01 0 300.503 -266.651 16338.5 -6048.46 0.313751 -0.324531
14013000 0.9 0.01 0 297.649 137.46 16741.4 -6090.83 0.246931 -0.255725
14014000 0.9 0.01 0 296.851 -796.673 16738.7 -6080.52 0.28996 -0.299986
14015000 0.9 0.01 0 302.907 723.787 16366.9 -6113.87 0.138357 -0.144116
14016000 0.9 0.01 0 314.823 36.3251 16738.9 -6093.88 0.331317 -0.342606
14017000 0.9 0.01 0 302.246 -124.225 16732.1 -6033.13 0.268042 -0.277407
14018000 0.9 0.01 0 298.474 56.0689 16924.1 -6070.01 0.318462 -0.329354
14019000 0.9 0.01 0 293.252 -202.548 16627.4 -6167.68 0.328706 -0.339987
14020000 0.9 0.01 0 287.055 -625.974 16671 -6065.24 0.31292 -0.323739
14021000 0.9 0.01 0 289.943 177.964 16487 -6099.73 0.181354 -0.188178
14022000 0.9 0.01 0 312.394 44.1955 16988.1 -6076.83 0.246311 -0.255065
14023000 0.9 0.01 0 299.291 556.265 16656.3 -6086.1 0.196653 -0.203949
14024000 0.9 0.01 0 299.691 117.893 16466.9 -6200.11 0.183554 -0.190545
14025000 0.9 0.01 0 296.664 228.387 16906.7 -6062.49 0.27852 -0.288229
14026000 0.9 0.01 0 292.204 -523.755 16947 -6055.51 0.0983186 -0.102846
14027000 0.9 0.01 0 294.877 84.5597 16664.7 -6123.13 0.200175 -0.207737
14028000 0.9 0.01 0 297.552 -295.283 16824.9 -6065.62 0.0462558 -0.0494646
14029000 0.9 0.01 0 298.742 222.717 16648.3 -6150.65 0.26 -0.269293
14030000 0.9 0.01 0 301.174 954.088 16438.5 -6100.02 0.271081 -0.280754
14031000 0.9 0.01 0 311.704 688.676 16721.8 -6099.32 0.240175 -0.248935
14032000 0.9 0.01 0 296.846 -562.051 16419.4 -6128.53 0.336683 -0.348379
14033000 0.9 0.01 0 308.544 -340.644 16736.9 -6107.49 0.264776 -0.274308
14034000 0.9 0.01 0 289.885 -216.836 16499.9 -6112.77 0.300423 -0.310995
14035000 0.9 0.01 0 294.995 213.981 16483.6 -6080.39 0.331772 -0.343091
14036000 0.9 0.01 0 292.737 1151.03 16471.5 -6130.79 0.247035 -0.255812
14037000 0.9 0.01 0 298.544 1035.51 16659.1 -6156.96 0.284412 -0.294262
14038000 0.9 0.01 0 302.317 562.704 16694.8 -6142.72 0.242889 -0.251642
14039000 0.9 0.01 0 291.209 305.413 16835.3 -6059.61 0.243275 -0.25187
14040000 0.9 0.01 0 307.001 -80.5952 16713 -6093.37 0.250817 -0.259657
14041000 0.9 0.01 0 302.542 452.764 16681.1 -6057.51 0.235179 -0.243649
14042000 0.9 0.01 0 301.08 -541.407 16818.8 -6130.16 0.283167 -0.292932
14043000 0.9 0.01 0 298.365 109.732 16914.7 -6074.39 0.260964 -0.2701
14044000 0.9 0.01 0 294.322 109.727 16657 -6156.56 0.30781 -0.318513
14045000 0.9 0.01 0 292.658 -948.425 17162.8 -6055.02 0.294438 -0.304785
14046000 0.9 0.01 0 302.168 715.8 16498.3 -6093.1 0.31195 -0.322707
14047000 0.9 0.01 0 279.181 -1244.74 16749.1 -6107.89 0.296256 -0.306555
14048000 0.9 0.01 0 296.533 140.909 17002.1 -6050.12 0.281178 -0.290914
14049000 0.9 0.01 0 304.114 67.3225 17072.3 -6109.11 0.292912 -0.30305
14050000 0.9 0.01 0 316.004 -600.636 17210.5 -6064.93 0.289258 -0.299177
14051000 0.9 0.01 0 306.405 -190.139 16801.4 -6089.79 0.199358 -0.206633
14052000 0.9 0.01 0 302.056 80.3624 17020.6 -6097.95 0.264743 -0.274022
14053000 0.9 0.01 0 300.287 -580.92 16993.5 -6072.24 0.165238 -0.171696
14054000 0.9 0.01 0 300.345 -343.655 16971.2 -6005.66 0.22041 -0.228329
14055000 0.9 0.01 0 305.528 -727.354 16946 -6058.66 0.233486 -0.241698
14056000 0.9 0.01 0 312.166 857.107 16304.6 -6023.02 0.279786 -0.289631
14057000 0.9 0.01 0 293.182 365.499 16603.2 -6044.23 0.269369 -0.278844
14058000 0.9 0.01 0 298.897 -832.109 16835 -6111.91 0.24936 -0.258246
14059000 0.9 0.01 0 311.393 188.143 16666.9 -6019.38 0.301058 -0.311473
14060000 0.9 0.01 0 292.674 495.576 16539.3 -6039.65 0.277988 -0.287844
14061000 0.9 0.01 0 300.511 54.7194 16703.4 -6059.01 0.23174 -0.240294
14062000 0.9 0.01 0 291.173 -333.26 16664.2 -6080.8 0.242774 -0.251469
14063000 0.9 0.01 0 307.375 -320.737 16845.1 -6100.47 0.280518 -0.290266
14064000 0.9 0.01 0 295.892 -1189.36 17046.7 -6084.74 0.330598 -0.341859
14065000 0.9 0.01 0 300.215 -195.085 17027 -6145.84 0.27592 -0.285584
14066000 0.9 0.01 0 307.049 312.39 16916.5 -6066.2 0.0823616 -0.0864426
14067000 0.9 0.01 0 295.951 1280.51 16723.6 -6110.58 0.217311 -0.225307
14068000 0.9 0.01 0 292.858 869.937 16617.9 -6176.32 0.210956 -0.21875
14069000 0.9 0.01 0 292.817 -137.928 16689.5 -6113.56 0.309553 -0.320171
