# Time-averaged data for fix FEPout
# TimeStep v_param v_deltacdm v_param2 v_tinst v_pinst v_vinst v_pe c_FEPdb[1] c_FEPdf[1]
21000000 0.85 0.01 0 293.135 -857.113 16931.6 -6053.22 0.202186 -0.209441
21001000 0.85 0.01 0 300.068 27.0624 16942.2 -6097.18 0.230277 -0.238548
21002000 0.85 0.01 0 307.62 -441.448 17108.3 -6025.58 0.241786 -0.25047
21003000 0.85 0.01 0 300.909 757.389 16618 -6045.86 0.227002 -0.235154
21004000 0.85 0.01 0 298.247 -133.955 17019.8 -6059.38 0.213469 -0.221131
21005000 0.85 0.01 0 309.74 77.3994 16941.6 -6108.94 0.231502 -0.23979
21006000 0.85 0.01 0 295.945 772.279 16681.3 -6058.84 0.236888 -0.245392
21007000 0.85 0.01 0 307.943 289.888 16906.2 -6111.1 0.274148 -0.283994
21008000 0.85 0.01 0 292.501 -429.446 16651.6 -6107.48 0.259764 -0.269095
21009000 0.85 0.01 0 297.392 -108.514 16611.9 -6142.3 0.182879 -0.189433
21010000 0.85 0.01 0 293.798 707.396 16789.2 -6107.99 0.104887 -0.108514
21011000 0.85 0.01 0 294.86 -793.324 16920.2 -6088.31 0.155787 -0.161334
21012000 0.85 0.01 0 295.758 -111.149 16677.6 -6114.96 0.158561 -0.163976
21013000 0.85 0.01 0 302.996 730.921 16461.1 -6087.9 0.116339 -0.120362
21014000 0.85 0.01 0 300.007 -522.384 16733.1 -6062.58 0.226698 -0.234826
21015000 0.85 0.01 0 298.737 -251.86 16710.8 -6143.65 0.210955 -0.21853
21016000 0.85 0.01 0 303.784 565.66 16515.6 -6157.15 0.117793 -0.121904
21017000 0.85 0.01 0 301.732 585.595 16924.9 -6058.31 0.137453 -0.142356
21018000 0.85 0.01 0 304.383 -397.411 17098.9 -6087.13 0.166187 -0.172129
21019000 0.85 0.01 0 307.952 303.663 16845 -6068.42 0.220261 -0.228164
21020000 0.85 0.01 0 301.2 -537.569 16747.9 -6087.09 0.177901 -0.184262
21021000 0.85 0.01 0 305.274 954.005 16699.2 -6146.59 0.172598 -0.178625
21022000 0.85 0.01 0 312.205 -161.062 16635.2 -6061.71 0.214019 -0.221682
21023000 0.85 0.01 0 302.416 523.583 16486.1 -6102.56 0.110551 -0.114393
21024000 0.85 0.01 0 304.235 -677.083 16458.2 -6080.06 0.124214 -0.128554
21025000 0.85 0.01 0 295.587 626.474 16673.1 -6090.03 0.224578 -0.232593
21026000 0.85 0.01 0 302.532 506.618 16600.4 -6099.6 0.251041 -0.260041
21027000 0.85 0.01 0 306.321 -512.528 16728.4 -6078.27 0.199581 -0.206703
21028000 0.85 0.01 0 296.903 -520.972 16850.2 -6065.04 0.225921 -0.234036
21029000 0.85 0.01 0 299.388 -501.037 16402.1 -6164.01 0.128587 -0.133173
21030000 0.85 0.01 0 295.502 204.696 16369.7 -6076.82 0.258862 -0.268148
21031000 0.85 0.01 0 295.293 87.8513 16538 -6122.93 0.193361 -0.200287
21032000 0.85 0.01 0 289.53 115.041 16730 -6055.98 0.22162 -0.229568
21033000 0.85 0.01 0 293.116 745.086 16457.1 -6164.48 0.23829 -0.246847
21034000 0.85 0.01 0 291.989 145.684 16902.6 -6103.5 0.206511 -0.21392
21035000 0.85 0.01 0 303.414 211.422 16683.1 -6015.42 0.176422 -0.182748
21036000 0.85 0.01 0 302.174 0.630918 17003.8 -6070.93 0.158356 -0.163984
21037000 0.85 0.01 0 303.156 482.506 16567.3 -6106.14 0.223937 -0.231973
21038000 0.85 0.01 0 302.772 908.017 16471.5 -6055.43 0.187721 -0.19436
21039000 0.85 0.01 0 292.409 728.206 16331.7 -6124.43 0.187543 -0.194261
21040000 0.85 0.01 0 305.765 -582.648 16576.6 -6103.95 0.169479 -0.175537
21041000 0.85 0.01 0 298.985 -431.262 16735.6 -6039.39 0.140801 -0.145796
21042000 0.85 0.01 0 303.621 569.081 16386.1 -6089.27 0.237722 -0.246261
21043000 0.85 0.01 0 289.961 1015.96 16656.7 -6128.43 0.280504 -0.290582
21044000 0.85 0.01 0 311.239 371.65 16708.5 -6140.74 0.194777 -0.201734
21045000 0.85 0.01 0 300.41 -49.123 16841.5 -6124.59 0.188495 -0.1952
21046000 0.85 0.01 0 297.97 253.094 16771.7 -6125.35 0.268508 -0.27815
21047000 0.85 0.01 0 287.509 -24.4419 17014.7 -6111.34 0.208497 -0.215985
21048000 0.85 0.01 0 295.589 -540.219 16961.3 -6109.79 0.188105 -0.194823
21049000 0.85 0.01 0 296.952 67.2932 17085 -6097.47 0.228422 -0.236609
21050000 0.85 0.01 0 296.565 -72.6286 17052.6 -6113.02 0.230364 -0.238621
21051000 0.85 0.01 0 309.219 340.2 16938.9 -6117.96 0.129797 -0.134401
21052000 0.85 0.01 0 306.408 278.835 16857.3 -6101.29 0.213136 -0.220778
21053000 0.85 0.01 0 287.262 -492.455 17284.5 -6078.62 0.183467 -0.190045
21054000 0.85 0.01 0 282.427 606.991 16747.8 -6055.41 0.0762281 -0.0785562
21055000 0.85 0.01 0 299.794 608.485 17003.3 -6088.34 0.263976 -0.273453
21056000 0.85 0.01 0 304.908 -36.2863 16927.2 -6102.22 0.248257 -0.257177
21057000 0.85 0.01 0 298.542 653.209 16611.4 -6145.19 0.194786 -0.201731
21058000 0.85 0.01 0 304.502 -287.454 16932.5 -6105.91 0.20815 -0.215522
21059000 0.85 0.01 0 301.882 974.424 16826.6 -6047.65 0.275839 -0.285744
21060000 0.85 0.01 0 299.059 629.374 16634.1 -6116.39 0.244731 -0.253518
21061000 0.85 0.01 0 304.908 -933.239 16731.6 -6131.66 0.230038 -0.238298
21062000 0.85 0.01 0 297.907 1067.49 16460.5 -6059.02 0.100378 -0.103902
21063000 0.85 0.01 0 305.581 223.218 16817.9 -6086.87 0.243996 -0.252744
21064000 0.85 0.01 0 305.027 -548.889 16594 -6105.26 0.191077 -0.197825
21065000 0.85 0.01 0 305.97 -37.8998 16735.7 -6125.8 0.225063 -0.233143
21066000 0.85 0.01 0 302.382 -17.9252 16621.1 -6105.85 0.304486 -0.315427
21067000 0.85 0.01 0 284.919 102.121 16899.6 -6000.14 0.274713 -0.28458
21068000 0.85 0.01 0 301.034 604.689 16807 -6073.93 0.0339864 -0.0347493
21069000 0.85 0.01 0 300.019 -218.358 16559.9 -6136.13 0.142346 -0.147447
21070000 0.85 0.01 0 293.281 854.813 16223.6 -6075.82 0.0794681 -0.0822359
21071000 0.85 0.01 0 292.606 453.036 16381.6 -6035.93 0.248042 -0.256944
21072000 0.85 0.01 0 309.354 435.006 16701.4 -6135.47 0.228502 -0.236705
21073000 0.85 0.01 0 291.966 -47.3894 16901.9 -6036.64 0.199029 -0.206129
21074000 0.85 0.01 0 292.729 421.709 16616.5 -6099.1 0.157991 -0.163469
21075000 0.85 0.01 0 301.369 -592.927 17261.3 -6068.95 0.239667 -0.248272
21076000 0.85 0.01 0 303.949 -1327.05 16931.9 -6112.75 0.200699 -0.207906
21077000 0.85 0.01 0 304.061 311.589 16813.1 -6108.67 0.0570522 -0.0586207
21078000 0.85 0.01 0 301.367 412.36 16529.3 -6011.82 0.235313 -0.243758
21079000 0.85 0.01 0 301.267 270.564 16340.4 -6165.64 0.184667 -0.191296
21080000 0.85 0.01 0 306.969 893.316 16455.7 -6097.15 0.214945 -0.222653
21081000 0.85 0.01 0 298.993 -198.067 16615.1 -6071.64 0.220259 -0.228142
21082000 0.85 0.01 0 299.697 230.97 16809.6 -6037.35 0.217509 -0.225324
21083000 0.85 0.01 0 289.755 -199.74 17227.4 -5990.29 0.224435 -0.232466
21084000 0.85 0.01 0 301.799 322.22 17172.5 -6063.52 0.156869 -0.162494
21085000 0.85 0.01 0 300.283 14.0183 16817.3 -6129.34 0.255636 -0.264818
21086000 0.85 0.01 0 297.449 58.6062 16878.3 -6069.49 0.227535 -0.235704
21087000 0.85 0.01 0 299.877 -491.146 16643.8 -6069.3 0.216426 -0.224186
21088000 0.85 0.01 0 303.819 -216.268 16702.8 -6096.49 0.162962 -0.168753
21089000 0.85 0.01 0 293.294 -674.098 16663.1 -6055.16 0.108602 -0.112454
21090000 0.85 0.01 0 305.367 -223.457 16767 -6058.2 0.199939 -0.207094
21091000 0.85 0.01 0 299.613 -901.679 16882.7 -6093.97 0.247589 -0.256479
21092000 0.85 0.01 0 295.812 678.357 16516.8 -6162.56 0.188561 -0.195314
21093000 0.85 0.01 0 306.162 -262.459 16678.3 -6063.66 0.18213 -0.188617
21094000 0.85 0.01 0 302.972 -1149.13 16847.4 -6089.78 0.234417 -0.242843
21095000 0.85 0.01 0 303.408 953.095 16358.1 -6030.73 0.0776267 -0.0802195
21096000 0.85 0.01 0 314.34 -100.628 16792.4 -6067.41 0.200875 -0.208051
21097000 0.85 0.01 0 297.673 -476.079 16759.8 -6025.07 0.128797 -0.133152
21098000 0.85 0.01 0 296.853 1285.42 16409.9 -6071.05 0.275142 -0.285024
21099000 0.85 0.01 0 292.774 -820.339 16959.5 -6149.84 0.185554 -0.192195
21100000 0.85 0.01 0 297.892 634.34 16683.4 -6188.31 0.120418 -0.124681
21101000 0.85 0.01 0 281.438 -928.784 16871.6 -6135.17 0.17803 -0.184374
21102000 0.85 0.01 0 302.981 -158.703 16813.3 -6178.32 0.257047 -0.26628
21103000 0.85 0.01 0 300.453 57.8891 16618.2 -6089.64 0.232247 -0.240562
21104000 0.85 0.01 0 305.515 -942.551 16841.4 -6031.22 0.212705 -0.220322
21105000 0.85 0.01 0 304.373 -815.157 16901.2 -6094.33 0.177868 -0.184234
21106000 0.85 0.01 0 288.195 -778.098 16918.8 -6121.82 0.221367 -0.229317
21107000 0.85 0.01 0 299.347 263.992 16729.4 -6075.51 0.211511 -0.219067
21108000 0.85 0.01 0 307.851 246.217 16647.5 -6101.95 0.226856 -0.234995
21109000 0.85 0.01 0 289.938 -23.445 16542.2 -6053.92 0.116214 -0.120261
21110000 0.85 0.01 0 295.895 1116.69 16643 -6009.03 0.24924 -0.258195
21111000 0.85 0.01 0 318.234 -101.061 16604.3 -6040.43 0.256844 -0.266064
21112000 0.85 0.01 0 302.82 -223.915 16687.7 -6091.47 0.262436 -0.271863
21113000 0.85 0.01 0 304.293 -1071.66 16457.6 -6128.26 0.24971 -0.258677
21114000 0.85 0.01 0 309.697 -205.744 16604.8 -6096.33 0.214958 -0.222647
21115000 0.85 0.01 0 309.101 272.622 16643.4 -6136.41 0.193445 -0.200389
21116000 0.85 0.01 0 298.422 261.477 16820.5 -6162.52 0.0966337 -0.0999929
21117000 0.85 0.01 0 303.859 406.349 16803.3 -6120.38 0.151145 -0.156558
21118000 0.85 0.01 0 299.261 -179.695 16610.6 -6124.91 0.0408197 -0.0421302
21119000 0.85 0.01 0 300.635 -1190.1 16470.6 -6119.47 0.203992 -0.211261
21120000 0.85 0.01 0 297.905 55.9244 16754.1 -6047.89 0.19285 -0.199726
21121000 0.85 0.01 0 290.679 -32.5424 16868.8 -6097.88 0.232497 -0.240801
21122000 0.85 0.01 0 300.52 653.074 16639.2 -6030.61 0.105104 -0.108793
21123000 0.85 0.01 0 304.625 450.701 16577.6 -6158.94 0.177458 -0.183771
21124000 0.85 0.01 0 303.226 779.633 16816.8 -6153.38 0.250878 -0.259876
21125000 0.85 0.01 0 293.833 103.583 16943.6 -6129.35 0.197325 -0.204408
