# Time-averaged data for fix FEPout
# TimeStep v_param v_tinst v_pinst v_vinst v_pe c_pe_solute_bond c_pe_solute_pair c_pe_solvent_bond c_pe_solvent_pair c_pe_inter_pair
15000000 1.5 0.805741 -0.440208 125.029 -5.83381 1.01931e-05 0 0 -561.41 -33.6389
15001000 1.5 0.610281 0.726227 118.099 -6.0632 0.162291 0 0 -579.442 -39.1672
15002000 1.5 0.72929 -0.648703 124.427 -5.86578 1.63717 0 0 -567.439 -32.508
15003000 1.5 0.697113 0.430768 120.576 -5.97251 0.0360402 0 0 -575.612 -33.6198
15004000 1.5 0.748296 -1.29026 129.604 -5.74057 0.0247968 0 0 -553.283 -32.28
15005000 1.5 0.694168 -0.17055 119.701 -6.09753 0.290277 0 0 -588.004 -34.2346
15006000 1.5 0.593995 0.0571415 129.942 -5.42634 0.113358 0 0 -522.18 -31.4206
15007000 1.5 0.649133 0.351281 119.23 -5.98917 0.586734 0 0 -576.902 -34.5796
15008000 1.5 0.721925 -0.483254 127.247 -5.72745 0.0654951 0 0 -550.097 -34.1684
15009000 1.5 0.746923 -0.446852 123.272 -5.89556 0.848693 0 0 -565.29 -36.9066
15010000 1.5 0.709629 0.671723 122.281 -5.80703 0.0148911 0 0 -560.897 -31.4343
15011000 1.5 0.678906 -0.17928 125.997 -5.7085 0.688352 0 0 -550.468 -32.4875
15012000 1.5 0.593879 0.629186 122.882 -5.75627 0.0388827 0 0 -555.081 -32.0974
15013000 1.5 0.728084 0.227569 120.795 -5.95173 0.143542 0 0 -572.574 -34.6453
15014000 1.5 0.742935 -0.415312 129.621 -5.59458 0.0588429 0 0 -543.245 -27.4609
15015000 1.5 0.696761 -0.366748 121.272 -6.02934 0.0149416 0 0 -579.22 -35.7874
15016000 1.5 0.664207 -0.736196 125.629 -5.82573 0.103401 0 0 -559.268 -35.0596
15017000 1.5 0.759644 -0.758837 124.778 -5.95054 0.129053 0 0 -571.282 -35.8024
15018000 1.5 0.661376 -0.263948 122.821 -5.95759 0.171335 0 0 -572.941 -34.9049
15019000 1.5 0.615321 0.333095 126.234 -5.60496 0.30271 0 0 -542.522 -29.487
15020000 1.5 0.732008 0.463036 119.648 -6.00432 0.543041 0 0 -578.181 -34.8034
15021000 1.5 0.699586 -0.300278 124.51 -5.83913 0.166395 0 0 -563.906 -31.8511
15022000 1.5 0.669429 -0.429575 125.827 -5.75213 1.72177 0 0 -550.489 -37.9495
15023000 1.5 0.58314 -0.980029 128.693 -5.65233 1.40858 0 0 -544.265 -33.6814
15024000 1.5 0.660993 -0.682064 124.839 -5.84271 1.63962 0 0 -563.632 -33.9642
15025000 1.5 0.682978 -0.121635 122.937 -5.93537 0.177839 0 0 -569.289 -36.2965
15026000 1.5 0.661613 0.7703 121.29 -5.87237 0.480921 0 0 -564.444 -35.0186
15027000 1.5 0.731908 0.744113 121.691 -5.8438 0.00532235 0 0 -558.791 -37.2813
15028000 1.5 0.651135 0.275421 125.186 -5.66126 0.386777 0 0 -545.781 -32.0551
15029000 1.5 0.653285 -0.279917 122.427 -6.00222 0.0435541 0 0 -577.892 -34.3783
15030000 1.5 0.740664 -0.0163966 127.608 -5.64774 0.00130982 0 0 -542.443 -33.6283
15031000 1.5 0.692132 1.00331 117.992 -6.02458 0.834412 0 0 -576.09 -39.2513
15032000 1.5 0.741479 -0.194042 123.246 -5.92459 0.0255002 0 0 -570.726 -33.6077
15033000 1.5 0.73334 -0.401717 127.283 -5.71442 0.57099 0 0 -550.265 -33.1776
15034000 1.5 0.731021 0.0921347 118.833 -6.10855 0.694435 0 0 -589.828 -33.9387
15035000 1.5 0.751056 -0.869159 128.771 -5.70438 0.20942 0 0 -548.964 -33.0917
15036000 1.5 0.63977 -0.227119 122.612 -5.89337 0.227679 0 0 -569.061 -32.2907
15037000 1.5 0.715604 -0.100491 124.269 -5.83687 0.700098 0 0 -563.997 -32.0635
15038000 1.5 0.647052 -0.124928 122.009 -5.97072 0.79214 0 0 -575.265 -34.5403
15039000 1.5 0.741607 -0.173446 124.455 -5.81605 0.00109203 0 0 -558.346 -34.8926
15040000 1.5 0.714364 0.331022 122.796 -5.83521 0.000135603 0 0 -559.115 -36.0763
15041000 1.5 0.65789 -0.119441 129.076 -5.56062 0.00914602 0 0 -532.467 -34.7255
15042000 1.5 0.733879 -0.422455 122.619 -5.98197 1.17407 0 0 -581.401 -29.9343
15043000 1.5 0.722115 0.545856 120.708 -5.95286 2.23799 0 0 -571.79 -37.6396
15044000 1.5 0.737765 -0.103484 127.976 -5.65554 2.56662 0 0 -546.62 -32.8116
15045000 1.5 0.685933 -0.0886106 122.175 -5.9632 0.0718705 0 0 -573.492 -34.8258
15046000 1.5 0.720755 -0.273513 129.106 -5.62001 0.0313301 0 0 -541.12 -32.1519
15047000 1.5 0.714442 0.632122 123.314 -5.81462 1.18819 0 0 -558.051 -36.2284
15048000 1.5 0.72718 0.392891 123.23 -5.83087 0.125424 0 0 -557.643 -37.2307
15049000 1.5 0.699781 -0.0688009 119.704 -6.10989 0.0647615 0 0 -588.561 -34.7126
15050000 1.5 0.782765 -1.04081 129.415 -5.7181 0.00474056 0 0 -550.467 -32.7842
15051000 1.5 0.690743 -0.0276512 119.946 -6.02989 0.261132 0 0 -581.609 -33.7012
15052000 1.5 0.701724 0.222989 127.539 -5.55515 0.280457 0 0 -536.016 -30.8902
15053000 1.5 0.781437 0.405997 123.348 -5.83433 1.02929 0 0 -561.432 -34.6989
15054000 1.5 0.684665 0.563018 122.751 -5.84703 1.29296 0 0 -561.943 -35.7471
15055000 1.5 0.630333 -0.0184755 120.632 -6.00297 0.0133567 0 0 -577.294 -35.0221
15056000 1.5 0.751736 -0.508068 122.871 -6.01597 0.369577 0 0 -577.918 -36.0803
15057000 1.5 0.742935 -0.827814 127.09 -5.84013 0.000300108 0 0 -559.492 -36.2015
15058000 1.5 0.681991 -0.359139 124.147 -5.87208 0.0385486 0 0 -565.664 -33.327
15059000 1.5 0.676887 0.364131 119.961 -5.9747 0.521786 0 0 -575.825 -34.1164
15060000 1.5 0.742193 -0.518193 130.846 -5.53845 1.15034 0 0 -534.687 -31.3853
15061000 1.5 0.744859 -0.750893 120.72 -6.14417 0.401782 0 0 -591.326 -35.7807
15062000 1.5 0.671643 -0.414128 124.276 -5.85227 0.04895 0 0 -562.51 -34.471
15063000 1.5 0.807152 -0.144369 121.463 -6.04206 0.050773 0 0 -578.971 -37.37
15064000 1.5 0.716751 -0.298079 122.883 -5.90929 0.463506 0 0 -569.937 -33.2739
15065000 1.5 0.66492 -0.881903 129.939 -5.59396 0.941392 0 0 -539.258 -32.2675
15066000 1.5 0.681663 0.485909 121.059 -5.92097 0.00295625 0 0 -570.968 -32.9735
15067000 1.5 0.671774 -0.421906 127.465 -5.61716 1.41629 0 0 -541.156 -33.2107
15068000 1.5 0.598141 -0.0938967 119.75 -6.06629 0.369386 0 0 -588.298 -30.8338
15069000 1.5 0.704478 0.250115 125.764 -5.72811 0.219197 0 0 -552.678 -31.8083
15070000 1.5 0.60476 0.610122 119.871 -5.95779 0.133764 0 0 -572.467 -35.3608
15071000 1.5 0.722939 -0.345756 130.322 -5.58632 1.50699 0 0 -538.909 -32.4025
15072000 1.5 0.76042 -0.394934 123.402 -5.96521 1.64356 0 0 -576.011 -34.0846
15073000 1.5 0.682019 0.682965 119.383 -6.02076 0.334937 0 0 -579.99 -34.4624
15074000 1.5 0.837415 -0.363521 129.528 -5.59132 0.0046983 0 0 -539.538 -30.7811
15075000 1.5 0.676886 0.514652 121.865 -5.84912 0.000719697 0 0 -564.028 -32.5824
15076000 1.5 0.72172 0.347798 124.448 -5.73736 0.00327469 0 0 -548.882 -36.3322
15077000 1.5 0.786947 -0.74864 122.593 -6.01274 1.24706 0 0 -580.688 -33.859
15078000 1.5 0.667688 0.111791 123.114 -5.86972 0.936535 0 0 -566.408 -33.2405
15079000 1.5 0.617725 -0.441131 123.447 -5.97704 0.093957 0 0 -575.096 -34.6557
15080000 1.5 0.680585 -0.152638 128.388 -5.62562 0.783317 0 0 -541 -33.5968
15081000 1.5 0.681946 0.494186 120.495 -5.95148 4.73668e-05 0 0 -574.105 -32.9461
15082000 1.5 0.735393 0.70859 120.928 -5.91145 0.0283695 0 0 -567.41 -35.5864
15083000 1.5 0.678152 -0.169692 129.296 -5.54904 1.0339 0 0 -535.003 -32.0327
15084000 1.5 0.72216 -0.389667 121.27 -6.03805 0.501136 0 0 -580.233 -36.1498
15085000 1.5 0.718381 -0.163446 127.576 -5.692 0.000233099 0 0 -543.388 -37.1959
15086000 1.5 0.741466 -0.336175 125.486 -5.78849 0.0105848 0 0 -553.433 -37.0037
15087000 1.5 0.728142 -0.278191 122.87 -5.9183 0.129661 0 0 -568.825 -34.9717
15088000 1.5 0.738495 0.503902 118.042 -6.11134 0.0113032 0 0 -589.976 -33.3921
15089000 1.5 0.78215 -0.628208 128.547 -5.69683 0.00745518 0 0 -545.571 -35.5137
15090000 1.5 0.692351 -0.234054 123.685 -5.89503 0.159958 0 0 -571.155 -30.298
15091000 1.5 0.722273 -0.777289 128.097 -5.72901 0.229761 0 0 -550.702 -33.8871
15092000 1.5 0.634259 0.752869 123.717 -5.69341 0.188124 0 0 -548.748 -32.1676
15093000 1.5 0.75535 0.907086 120.261 -5.87462 0.00387101 0 0 -569.554 -29.662
15094000 1.5 0.750462 0.441822 122.44 -5.82567 0.813141 0 0 -561.954 -33.0779
15095000 1.5 0.705853 0.185099 120.413 -5.98613 0.259446 0 0 -573.896 -36.9486
15096000 1.5 0.695884 0.00978471 125.7 -5.70533 0.183623 0 0 -547.506 -34.6213
15097000 1.5 0.581886 -0.0309058 119.197 -6.10882 0.0129187 0 0 -588.012 -35.1
15098000 1.5 0.663358 -0.194808 122.985 -5.95025 0.0585074 0 0 -569.548 -37.4367
15099000 1.5 0.50522 -0.122821 124.999 -5.71492 0.315015 0 0 -551.317 -31.9196
15100000 1.5 0.634037 0.0847271 125.261 -5.7605 0.0689959 0 0 -551.67 -35.9707
15101000 1.5 0.691533 0.317374 125.827 -5.65989 0.052439 0 0 -541.431 -35.9295
15102000 1.5 0.683583 0.00197353 119.051 -6.11007 0.746338 0 0 -590.332 -33.6416
15103000 1.5 0.650119 -0.401842 125.475 -5.77196 0.474564 0 0 -554.852 -34.3629
15104000 1.5 0.742746 -0.173846 123.72 -5.90216 0.0733689 0 0 -564.876 -37.2176
15105000 1.5 0.62947 0.689119 119.802 -5.96419 0.164064 0 0 -572.745 -35.7663
15106000 1.5 0.740355 -0.185335 123.014 -5.91565 0.0962285 0 0 -567.187 -36.3057
15107000 1.5 0.620589 -0.150834 125.019 -5.79982 0.303777 0 0 -555.815 -36.0711
15108000 1.5 0.736849 -0.367588 124.29 -5.91216 0.308776 0 0 -570.431 -32.9178
15109000 1.5 0.676854 0.345782 120.684 -5.9382 0.000426257 0 0 -572.756 -32.9408
15110000 1.5 0.668144 -0.0220328 126.981 -5.59586 3.70174 0 0 -539.547 -34.9326
15111000 1.5 0.760055 0.659311 118.452 -6.06441 0.562609 0 0 -584.598 -34.5343
15112000 1.5 0.743134 0.245487 119.392 -6.10991 0.278912 0 0 -586.633 -36.8568
15113000 1.5 0.719694 -0.386621 127.152 -5.74762 0.00517355 0 0 -554.268 -31.994
15114000 1.5 0.647559 -0.239594 123.736 -5.89401 0.0300767 0 0 -568.9 -32.3191
15115000 1.5 0.714259 -0.102281 125.593 -5.76994 0.000136055 0 0 -555.498 -33.0361
15116000 1.5 0.71731 1.05205 119.831 -5.93428 0.0795199 0 0 -571.225 -34.1511
15117000 1.5 0.741031 0.336138 124.64 -5.7345 0.199243 0 0 -550.064 -35.0544
15118000 1.5 0.734729 -0.11853 125.015 -5.80178 0.0130119 0 0 -556.244 -35.5511
15119000 1.5 0.658357 0.279565 123.201 -5.8584 0.0595883 0 0 -562.645 -34.9714
15120000 1.5 0.62197 -0.465445 125.931 -5.82698 0.00716337 0 0 -562.428 -31.9316
15121000 1.5 0.647374 -0.734157 125.434 -5.85652 0.320698 0 0 -563.668 -34.0183
15122000 1.5 0.638306 0.117387 123.532 -5.79706 0.142155 0 0 -557.651 -33.7907
15123000 1.5 0.717923 -0.707998 122.358 -6.03776 0.937724 0 0 -580.974 -35.8151
15124000 1.5 0.6821 -0.253571 126.486 -5.68953 0.772186 0 0 -547.343 -33.7607
15125000 1.5 0.665367 0.117849 119.795 -6.0545 0.498347 0 0 -580.503 -37.5546
15126000 1.5 0.709479 -0.59212 126.184 -5.80605 0.000307264 0 0 -557.815 -34.4022
15127000 1.5 0.693268 -0.625142 125.644 -5.89744 1.98675 0 0 -568.192 -35.3336
15128000 1.5 0.716743 -0.113127 122.775 -5.96356 2.01805 0 0 -575.714 -34.5869
15129000 1.5 0.663372 0.162708 118.994 -6.11289 0.115159 0 0 -587.833 -35.7971
15130000 1.5 0.644505 0.127865 129.119 -5.57218 0.0203243 0 0 -535.256 -33.1265
15131000 1.5 0.693167 0.326597 120.152 -6.01518 0.0719187 0 0 -580.392 -33.2273
15132000 1.5 0.593437 -0.2015 125.907 -5.71134 0.204268 0 0 -546.649 -36.1121
15133000 1.5 0.705315 -0.680474 125.132 -5.83597 0.727542 0 0 -559.945 -36.0514
15134000 1.5 0.679107 -0.00178528 121.706 -5.91048 0.659089 0 0 -569.419 -34.109
15135000 1.5 0.708777 -0.0578632 122.95 -5.90446 0.0022802 0 0 -568.047 -34.2107
15136000 1.5 0.651992 -0.435152 125.854 -5.79429 0.0418815 0 0 -558.23 -32.8303
15137000 1.5 0.752261 0.0990996 121.85 -5.96572 0.966748 0 0 -576.508 -32.9621
15138000 1.5 0.705957 -0.198342 126.026 -5.71062 0.45756 0 0 -550.331 -32.6099
15139000 1.5 0.674409 0.141519 122.368 -5.89977 0.0569606 0 0 -570.871 -30.9625
15140000 1.5 0.712712 -0.778225 131.249 -5.56333 0.000116506 0 0 -538.076 -29.384
15141000 1.5 0.658727 0.245796 124.714 -5.71639 0.0644918 0 0 -551.074 -32.0622
