# Time-averaged data for fix FEPout
# TimeStep v_param v_tinst v_pinst v_vinst v_pe c_pe_solute_bond c_pe_solute_pair c_pe_solvent_bond c_pe_solvent_pair c_pe_inter_pair
18000000 1.6 0.66918 -0.259756 122.93 -5.96529 0.0586036 0 0 -567.822 -40.6964
18001000 1.6 0.698829 -0.17689 125.859 -5.73603 0.491429 0 0 -549.983 -35.5844
18002000 1.6 0.672289 0.249386 127.292 -5.5128 0.319059 0 0 -528.599 -34.0263
18003000 1.6 0.719242 -0.233205 121.545 -6.0592 0.190233 0 0 -578.327 -39.9021
18004000 1.6 0.59321 -0.615849 126.054 -5.78922 0.474008 0 0 -553.79 -37.1837
18005000 1.6 0.653892 -0.43455 124.611 -5.90403 0.219737 0 0 -564.455 -37.9758
18006000 1.6 0.691805 -0.376716 122.646 -5.97382 0.272714 0 0 -573.069 -36.5337
18007000 1.6 0.701493 0.514815 121.646 -5.88579 1.35363 0 0 -564.286 -37.4183
18008000 1.6 0.788905 -0.0700997 124.683 -5.82154 0.0964181 0 0 -554.323 -39.5707
18009000 1.6 0.739784 -0.245516 125.545 -5.77169 0.0336704 0 0 -551.318 -37.4283
18010000 1.6 0.70727 0.202482 121.799 -5.9242 0.0854478 0 0 -565.158 -39.1954
18011000 1.6 0.676389 0.616693 125.196 -5.6694 0.22023 0 0 -538.308 -40.191
18012000 1.6 0.638614 -0.37905 120.842 -6.06602 0.0114947 0 0 -582.785 -35.9603
18013000 1.6 0.678961 -0.616698 127.286 -5.80211 0.273947 0 0 -555.607 -36.4829
18014000 1.6 0.764176 -0.694628 121.831 -6.1301 0.000209995 0 0 -585.026 -40.2447
18015000 1.6 0.656329 -0.369086 128.69 -5.64677 0.109242 0 0 -538.746 -37.3341
18016000 1.6 0.657283 -0.0157663 120.023 -6.10739 0.309592 0 0 -584.439 -38.8244
18017000 1.6 0.672357 -0.349575 129.777 -5.62368 0.195591 0 0 -535.937 -37.8738
18018000 1.6 0.675854 0.203466 121.893 -5.92186 0.504872 0 0 -566.341 -38.1932
18019000 1.6 0.728105 0.414489 119.746 -6.05744 0.459158 0 0 -582.493 -35.8253
18020000 1.6 0.68672 0.10878 126.839 -5.6414 0.140668 0 0 -536.577 -38.986
18021000 1.6 0.695446 -0.262384 121.953 -6.03188 0.0351371 0 0 -575.765 -39.5218
18022000 1.6 0.603753 -0.695952 126.873 -5.80963 0.0413002 0 0 -557.013 -35.6106
18023000 1.6 0.76638 -0.372048 126.036 -5.80659 1.88564 0 0 -557.229 -36.9288
18024000 1.6 0.683419 0.467882 124.078 -5.75049 0.325581 0 0 -553.862 -33.0141
18025000 1.6 0.800505 0.808957 120.732 -5.9355 0.404826 0 0 -567.599 -38.2272
18026000 1.6 0.756917 0.552581 119.888 -5.99705 1.42422 0 0 -581.205 -31.9189
18027000 1.6 0.758146 -0.0482924 122.772 -5.95726 0.172731 0 0 -566.127 -41.6861
18028000 1.6 0.607637 -0.0194832 124.776 -5.80896 0.2954 0 0 -557.387 -35.4225
18029000 1.6 0.623118 -0.314537 124.383 -5.85183 0.0954141 0 0 -562.18 -34.8016
18030000 1.6 0.602065 -0.94575 130.63 -5.69315 0.0920406 0 0 -543.473 -37.32
18031000 1.6 0.693878 -0.852717 125.38 -5.92906 0.369085 0 0 -565.66 -39.473
18032000 1.6 0.666537 0.0599028 122.204 -5.85975 0.856677 0 0 -560.868 -37.6832
18033000 1.6 0.816703 -0.0539839 125.862 -5.79053 0.27015 0 0 -554.109 -36.7945
18034000 1.6 0.722912 0.301501 120.719 -5.95898 6.22131e-05 0 0 -575.455 -32.3611
18035000 1.6 0.760645 -0.224754 124.324 -5.89794 0.253671 0 0 -560.969 -40.8742
18036000 1.6 0.656603 -0.084618 121.192 -6.0414 0.603984 0 0 -578.321 -38.506
18037000 1.6 0.72436 -0.522343 125.461 -5.84926 0.455902 0 0 -559.599 -37.4814
18038000 1.6 0.746883 -0.359786 122.103 -6.0111 0.355652 0 0 -573.475 -40.0132
18039000 1.6 0.714254 -0.237011 123.427 -5.91064 0.397335 0 0 -564.872 -38.4104
18040000 1.6 0.693605 0.2976 124.219 -5.8356 0.798132 0 0 -557.005 -39.0247
18041000 1.6 0.73399 0.830842 119.307 -6.05837 0.11467 0 0 -584.345 -33.7231
18042000 1.6 0.866145 0.178624 121.318 -6.01506 0.973279 0 0 -576.18 -38.3285
18043000 1.6 0.769123 0.458803 120.73 -5.96014 0.00396865 0 0 -567.719 -40.2195
