# Time-averaged data for fix FEPout
# TimeStep v_param v_tinst v_pinst v_vinst v_pe c_pe_solute_bond c_pe_solute_pair c_pe_solvent_bond c_pe_solvent_pair c_pe_inter_pair
24000000 1.8 0.659671 0.0106561 122.355 -5.95389 0.00310413 0 0 -566.133 -41.1675
24001000 1.8 0.83889 -0.0727523 127.249 -5.75319 0.377438 0 0 -541.049 -46.1537
24002000 1.8 0.634924 0.500713 119.243 -6.10502 0.70233 0 0 -575.56 -47.8539
24003000 1.8 0.68946 -0.198053 124.799 -5.90348 0.586613 0 0 -563.451 -39.2909
24004000 1.8 0.744722 0.592934 118.801 -6.06921 0.298965 0 0 -577.607 -41.7518
24005000 1.8 0.716531 0.121616 124.49 -5.85984 0.81279 0 0 -557.002 -41.515
24006000 1.8 0.719393 0.806961 121.451 -5.89856 0.19448 0 0 -556.233 -45.6141
24007000 1.8 0.694344 0.489022 128.064 -5.57951 0.357224 0 0 -528.562 -40.9052
24008000 1.8 0.656897 0.251418 119.329 -6.11785 0.0681506 0 0 -581.424 -42.665
24009000 1.8 0.727575 -0.615401 127.839 -5.76685 0.0392893 0 0 -546.655 -41.603
24010000 1.8 0.730779 0.0797502 119.119 -6.13491 0.0355931 0 0 -582.899 -42.8975
24011000 1.8 0.753357 -0.422267 121.47 -6.15233 0.0277986 0 0 -586.52 -41.0452
24012000 1.8 0.603629 -0.908681 129.292 -5.77843 1.04785 0 0 -549.637 -40.8108
24013000 1.8 0.573063 -0.511641 126.622 -5.79904 1.7283 0 0 -555.341 -37.8891
24014000 1.8 0.745317 -0.148073 125.461 -5.8534 0.225019 0 0 -558.094 -39.1772
24015000 1.8 0.764115 -0.179246 122.067 -5.99317 0.731117 0 0 -569.109 -42.9254
24016000 1.8 0.72107 0.108815 123.823 -5.87532 0.254568 0 0 -555.432 -44.1046
24017000 1.8 0.702949 -0.435264 125.067 -5.86192 0.025524 0 0 -560.917 -37.025
24018000 1.8 0.6574 -0.884034 123.991 -5.98155 1.58858 0 0 -573.192 -38.5145
24019000 1.8 0.679612 -0.432531 122.009 -6.06703 0.217865 0 0 -578.977 -40.078
24020000 1.8 0.684394 -0.000302041 122.927 -5.98462 0.0626485 0 0 -572.599 -37.8947
24021000 1.8 0.802399 -0.50056 123.57 -6.04456 0.482824 0 0 -574.563 -42.4647
24022000 1.8 0.794174 0.559802 118.663 -6.13314 0.100898 0 0 -584.46 -41.2215
24023000 1.8 0.743607 0.898263 118.292 -6.12826 0.0142087 0 0 -577.662 -47.4354
24024000 1.8 0.627664 -0.078969 124.619 -5.82539 0.0519999 0 0 -553.372 -40.87
24025000 1.8 0.664855 -0.622416 125.143 -5.92274 0.000483453 0 0 -562.125 -41.9946
24026000 1.8 0.664933 0.173658 120.846 -6.02364 0.164238 0 0 -569.854 -44.7211
24027000 1.8 0.688561 -0.00532321 126.343 -5.75361 1.22858 0 0 -543.931 -44.166
24028000 1.8 0.645973 0.171445 123.875 -5.8953 0.174923 0 0 -559.618 -41.8776
24029000 1.8 0.629952 0.255626 119.566 -6.12446 1.38113 0 0 -580.888 -45.1883
24030000 1.8 0.702261 0.788514 122.931 -5.88438 1.49957 0 0 -558.499 -43.2082
24031000 1.8 0.643291 0.5558 116.014 -6.31396 0.433194 0 0 -598.952 -45.5053
24032000 1.8 0.648541 0.16739 123.339 -5.90564 0.193552 0 0 -561.542 -41.0272
24033000 1.8 0.706258 0.361106 127.735 -5.59025 0.00833197 0 0 -530.68 -39.5339
24034000 1.8 0.707336 0.0669341 118.842 -6.22697 0.0186325 0 0 -588.835 -46.3346
24035000 1.8 0.680207 0.344192 123.909 -5.88113 0.69502 0 0 -561.631 -38.9387
24036000 1.8 0.650417 -0.437756 128.88 -5.7126 0.0267384 0 0 -540.805 -41.9065
24037000 1.8 0.786831 -1.09767 125.419 -6.01991 0.439453 0 0 -571.796 -42.6746
24038000 1.8 0.699761 0.0606449 122.245 -5.99949 0.00112752 0 0 -570.656 -41.2928
24039000 1.8 0.728808 -0.00659086 129.425 -5.58416 0.00578012 0 0 -530.766 -38.8244
24040000 1.8 0.71556 0.773656 119.42 -6.09198 0.147605 0 0 -574.828 -46.7011
24041000 1.8 0.724049 -0.341641 124.938 -5.88445 0.276023 0 0 -555.313 -45.1769
24042000 1.8 0.695936 1.22248 116.311 -6.17962 0.325473 0 0 -587.397 -43.2502
24043000 1.8 0.636463 0.425968 120.75 -6.00741 0.718901 0 0 -568.597 -44.8775
24044000 1.8 0.731025 -0.481406 125.971 -5.84274 0.526471 0 0 -555.258 -41.2281
24045000 1.8 0.708036 -0.198881 121.381 -6.08342 0.194023 0 0 -579.333 -41.3705
24046000 1.8 0.67581 0.29461 120.459 -6.05452 0.210929 0 0 -575.647 -42.125
24047000 1.8 0.733713 0.0124327 120.752 -6.07512 0.224936 0 0 -577.549 -42.338
24048000 1.8 0.683028 -0.275439 128.444 -5.69521 0.0113266 0 0 -539.824 -41.099
24049000 1.8 0.589743 0.13503 123.779 -5.87417 0.937139 0 0 -558.267 -41.8346
24050000 1.8 0.687669 -0.469895 122.853 -6.03704 0.000762047 0 0 -574.721 -41.0579
24051000 1.8 0.691234 -0.345623 126.676 -5.82705 0.713774 0 0 -554.306 -40.7669
24052000 1.8 0.724566 0.387424 118.806 -6.13256 0.0403983 0 0 -581.58 -43.9815
24053000 1.8 0.760885 0.273683 121.653 -5.98932 1.1875 0 0 -571.291 -40.8074
24054000 1.8 0.649247 -0.36659 125.243 -5.86164 0.402092 0 0 -556.946 -41.3429
24055000 1.8 0.684756 -0.390748 121.081 -6.10939 0.423638 0 0 -584.854 -38.7275
24056000 1.8 0.621385 0.494048 125.899 -5.68504 0.593661 0 0 -538.161 -42.3064
24057000 1.8 0.792499 -0.171482 122.302 -6.05391 0.0583765 0 0 -573.291 -44.266
24058000 1.8 0.790062 0.039182 125.866 -5.74811 1.72655 0 0 -548.027 -40.0064
24059000 1.8 0.629644 0.0048666 122.244 -5.98322 0.133072 0 0 -565.369 -45.0519
24060000 1.8 0.690461 -0.914801 127.162 -5.85606 0.260898 0 0 -559.205 -38.3741
24061000 1.8 0.653622 0.530028 122.705 -5.90249 1.69058 0 0 -564.314 -39.43
24062000 1.8 0.781801 0.692281 119.599 -6.03535 0.0149196 0 0 -573.462 -42.1586
24063000 1.8 0.754121 0.590785 120.947 -5.96616 4.68778e-05 0 0 -565.823 -42.7251
24064000 1.8 0.716425 0.477701 121.896 -5.94866 0.320812 0 0 -564.688 -42.3962
24065000 1.8 0.690887 -0.488423 124.472 -5.9612 0.0650177 0 0 -566.955 -41.1519
24066000 1.8 0.671267 -1.15331 130.273 -5.70687 0.0871984 0 0 -543.131 -39.0571
24067000 1.8 0.717942 -0.573647 126.117 -5.87298 0.190419 0 0 -555.825 -43.4093
24068000 1.8 0.6776 -0.640707 126.905 -5.88415 0.193811 0 0 -560.249 -40.1281
24069000 1.8 0.608169 -0.629494 126.147 -5.83628 0.254264 0 0 -554.44 -41.1151
24070000 1.8 0.638501 0.181951 124.263 -5.83954 0.0284841 0 0 -556.419 -39.242
24071000 1.8 0.625758 -0.360945 121.951 -6.07989 0.022845 0 0 -574.477 -45.695
24072000 1.8 0.728099 -0.217824 126.959 -5.75888 0.161167 0 0 -544.086 -43.4803
24073000 1.8 0.715726 -0.0907291 122.652 -6.03087 0.00825922 0 0 -572.14 -43.0172
24074000 1.8 0.681212 -0.41543 127.149 -5.79067 0.181403 0 0 -549.161 -41.6686
24075000 1.8 0.776418 -0.643027 121.462 -6.15512 0.319811 0 0 -582.682 -45.4604
24076000 1.8 0.741158 0.277459 122.923 -5.93207 2.57616 0 0 -566.426 -41.2208
24077000 1.8 0.702637 -0.108311 121.624 -6.02933 1.15568 0 0 -575.027 -41.1201
24078000 1.8 0.699843 -0.103909 121.739 -5.96291 2.00505 0 0 -567.699 -42.5233
24079000 1.8 0.646812 -0.0889815 126.252 -5.78664 0.638563 0 0 -548.395 -42.4805
24080000 1.8 0.632517 0.0524958 119.634 -6.11432 0.000298328 0 0 -581.055 -42.606
24081000 1.8 0.744547 -0.916944 128.847 -5.82446 0.0160782 0 0 -549.313 -44.7984
24082000 1.8 0.711251 -0.324048 125.306 -5.88134 0.00819208 0 0 -558.185 -41.7198
24083000 1.8 0.794174 0.0829682 119.892 -6.15616 0.0128699 0 0 -580.86 -47.0812
24084000 1.8 0.706008 0.0277645 121.196 -6.05776 0.412254 0 0 -575.935 -42.369
24085000 1.8 0.669699 -0.389441 124.497 -5.96901 0.49274 0 0 -569.14 -40.1915
24086000 1.8 0.668275 0.161254 127.416 -5.70299 0.0480833 0 0 -545.777 -35.9764
24087000 1.8 0.704308 0.858357 118.032 -6.08827 0.70125 0 0 -581.01 -40.6946
24088000 1.8 0.756859 1.10665 117.741 -6.12749 0.146523 0 0 -585.441 -39.7098
24089000 1.8 0.636713 0.302943 125.283 -5.75044 0.594429 0 0 -544.196 -42.9434
24090000 1.8 0.742842 0.406753 118.205 -6.17061 0.468814 0 0 -586.653 -43.2177
24091000 1.8 0.774262 0.162431 124.303 -5.84471 0.634545 0 0 -559.049 -37.7465
24092000 1.8 0.744083 -0.0163278 122.793 -5.97756 0.0255909 0 0 -564.437 -45.3005
24093000 1.8 0.741846 0.611822 119.836 -6.0568 0.00903855 0 0 -573.591 -44.2119
24094000 1.8 0.674827 0.602242 121.985 -5.91229 0.715009 0 0 -558.988 -44.781
24095000 1.8 0.66099 -0.00540634 126.285 -5.72822 0.232467 0 0 -546.1 -38.4101
24096000 1.8 0.625572 -0.0802133 126.28 -5.84397 1.08838 0 0 -550.956 -46.2177
24097000 1.8 0.703164 -0.388823 123.427 -6.01252 0.0278026 0 0 -571.478 -41.8266
24098000 1.8 0.590269 -0.405062 119.085 -6.24167 0.674025 0 0 -592.977 -44.3471
24099000 1.8 0.711186 -0.394917 126.33 -5.81906 0.557944 0 0 -551.649 -42.4531
24100000 1.8 0.689487 0.35576 120.616 -6.06897 0.012142 0 0 -578.33 -40.7168
24101000 1.8 0.640907 0.228028 124.543 -5.82551 2.65548 0 0 -555.757 -41.1003
24102000 1.8 0.717091 -0.658194 124.441 -5.9308 0.505643 0 0 -568.479 -36.9687
24103000 1.8 0.628157 -0.0629094 120.129 -6.14825 0.00319676 0 0 -583.602 -43.523
24104000 1.8 0.726005 -0.111207 125.514 -5.83185 0.000610998 0 0 -553.02 -41.8299
24105000 1.8 0.696977 -0.642649 122.85 -6.07277 0.123368 0 0 -577.543 -42.0022
24106000 1.8 0.678534 -0.427212 125.608 -5.92101 0.98133 0 0 -564.818 -40.1055
24107000 1.8 0.701127 -0.193134 119.283 -6.17942 0.509645 0 0 -586.091 -44.7197
24108000 1.8 0.653135 -0.100187 120.18 -6.13583 0.880045 0 0 -581.573 -45.1621
24109000 1.8 0.669912 -0.601707 127.07 -5.89192 0.258809 0 0 -555.572 -45.6627
24110000 1.8 0.698901 -0.338254 121.115 -6.16219 0.542026 0 0 -586.313 -42.772
24111000 1.8 0.546783 -0.707475 125.953 -5.91522 1.0478 0 0 -561.899 -42.5012
24112000 1.8 0.602877 -0.0889662 125.735 -5.83003 0.344963 0 0 -554.277 -40.7315
24113000 1.8 0.640865 0.24035 121.859 -5.95933 0.163392 0 0 -565.333 -42.6823
24114000 1.8 0.712707 0.110302 122.279 -5.93991 0.282785 0 0 -563.703 -42.4512
24115000 1.8 0.736831 0.42202 120.76 -6.00933 0.0463637 0 0 -568.355 -44.6427
24116000 1.8 0.720633 -0.125674 125.779 -5.81008 0.00916102 0 0 -552.239 -40.3985
24117000 1.8 0.836593 -0.183887 124.512 -5.92585 0.855588 0 0 -572.107 -33.1852
24118000 1.8 0.658226 -0.431197 119.421 -6.24313 0.256406 0 0 -593.22 -43.8359
24119000 1.8 0.734321 0.151391 125.493 -5.85645 0.54459 0 0 -556.851 -41.0515
24120000 1.8 0.691673 1.40244 116.022 -6.14496 0.678056 0 0 -582.227 -45.2367
24121000 1.8 0.737715 0.666478 120.835 -6.01154 1.14003 0 0 -569.254 -45.0623
24122000 1.8 0.857192 -0.00018074 119.794 -6.18418 0.0196759 0 0 -587.057 -43.7488
24123000 1.8 0.642002 -0.139543 124.683 -5.82287 0.0766294 0 0 -554.397 -39.6122
24124000 1.8 0.63267 -0.87158 128.847 -5.78208 0.263334 0 0 -547.406 -42.6302
24125000 1.8 0.671052 -0.425806 123.231 -5.98767 0.000335712 0 0 -571.103 -39.6391
24126000 1.8 0.717481 0.356024 125.41 -5.74547 0.0552952 0 0 -540.412 -45.6817
24127000 1.8 0.68193 0.109232 120.099 -6.07084 0.0166853 0 0 -577.283 -41.9594
24128000 1.8 0.671511 -0.106917 122.962 -5.99059 0.162401 0 0 -568.857 -42.3454
24129000 1.8 0.668929 0.305529 118.342 -6.14577 0.456712 0 0 -587.747 -39.5784
24130000 1.8 0.755288 -0.626846 127.027 -5.8203 0.583021 0 0 -552.327 -41.9265
24131000 1.8 0.583775 0.143857 120.537 -6.0684 0.103244 0 0 -575.382 -43.6981
24132000 1.8 0.689253 -0.636304 122.174 -6.15014 1.15681 0 0 -588.57 -39.9008
24133000 1.8 0.727642 -0.0407518 125.29 -5.87712 0.0142164 0 0 -554.973 -44.508
24134000 1.8 0.688686 1.03695 120.755 -5.93243 0.313415 0 0 -559.967 -45.4539
24135000 1.8 0.800475 -0.376507 131.58 -5.53712 0.138116 0 0 -524.688 -40.236
24136000 1.8 0.670835 -0.117831 122.098 -6.0338 0.000603671 0 0 -571.234 -44.2146
24137000 1.8 0.613507 -0.414812 125.416 -5.89428 0.0210168 0 0 -557.199 -44.0388
24138000 1.8 0.59411 -0.336574 121.461 -6.10728 0.0641492 0 0 -578.973 -44.0335
24139000 1.8 0.689618 0.325797 125.451 -5.72236 0.00454489 0 0 -541.966 -41.7193
24140000 1.8 0.720987 0.503523 118.677 -6.11316 0.185596 0 0 -581.485 -42.2434
24141000 1.8 0.754016 -0.0401788 121.814 -6.05674 0.0395809 0 0 -573.024 -44.8033
24142000 1.8 0.69153 0.0279532 116.313 -6.35519 0.232357 0 0 -602.78 -45.6813
24143000 1.8 0.729835 -0.246967 122.856 -5.97646 0.0139037 0 0 -565.289 -44.3234
24144000 1.8 0.738628 1.23928 120.337 -5.93631 0.744904 0 0 -564.63 -41.6179
24145000 1.8 0.65664 1.26383 121.107 -5.84784 1.997 0 0 -560.711 -37.7651
