# Time-averaged data for fix FEPout
# TimeStep v_param v_tinst v_pinst v_vinst v_pe c_pe_solute_bond c_pe_solute_pair c_pe_solvent_bond c_pe_solvent_pair c_pe_inter_pair
21000000 1.7 0.623785 0.692613 117.47 -6.14973 0.240394 0 0 -584.569 -42.9436
21001000 1.7 0.710984 -0.524777 125.099 -5.87784 0.860518 0 0 -557.505 -42.8951
21002000 1.7 0.733816 0.201089 119.186 -6.16909 0.0134566 0 0 -592.431 -36.8294
21003000 1.7 0.694188 0.378388 125.548 -5.68934 1.55378e-05 0 0 -542.983 -37.3295
21004000 1.7 0.744464 0.269608 119.466 -6.10208 0.058967 0 0 -580.422 -42.049
21005000 1.7 0.659325 -0.0416532 122.848 -5.91466 0.0409366 0 0 -563.877 -39.4592
21006000 1.7 0.741027 -0.522271 123.945 -5.99134 0.0057457 0 0 -571.044 -40.0782
21007000 1.7 0.725122 0.110936 122.281 -5.91775 0.00432467 0 0 -565.735 -37.8795
21008000 1.7 0.650268 0.389913 127.129 -5.57904 0.102167 0 0 -532.392 -36.7716
21009000 1.7 0.679383 -0.350767 122.093 -6.06038 0.114876 0 0 -578.351 -39.9234
21010000 1.7 0.658685 0.0159926 122.335 -5.95949 0.309448 0 0 -565.79 -42.3871
21011000 1.7 0.764521 0.137934 127.765 -5.64671 0.395233 0 0 -534.654 -41.705
21012000 1.7 0.739601 -0.106697 119.803 -6.15688 0.0202262 0 0 -587.957 -40.065
21013000 1.7 0.65862 0.03822 124.967 -5.81541 0.626465 0 0 -552.104 -41.6935
21014000 1.7 0.649074 -0.917857 129.026 -5.73619 0.750585 0 0 -548.906 -36.9365
21015000 1.7 0.686196 -0.40867 124.384 -5.935 0.054894 0 0 -565.598 -39.8263
21016000 1.7 0.694176 -0.0936425 120.911 -6.02349 0.63707 0 0 -575.843 -39.1903
21017000 1.7 0.723747 0.281729 121.067 -6.00153 2.39638 0 0 -572.679 -41.8735
21018000 1.7 0.74205 0.144886 124.215 -5.85616 3.11219 0 0 -561.215 -39.2246
21019000 1.7 0.756579 0.0789153 120.991 -6.016 0.148549 0 0 -573.845 -39.9363
21020000 1.7 0.696008 -0.223928 122.923 -5.96947 0.00055132 0 0 -570.334 -38.5527
21021000 1.7 0.69381 -0.0230092 122.484 -5.99069 0.0347892 0 0 -571.921 -39.1639
21022000 1.7 0.688044 -0.144397 124.033 -5.89071 0.257102 0 0 -562.731 -38.379
21023000 1.7 0.653374 -0.133865 124.293 -5.87252 0.124109 0 0 -559.777 -39.3436
21024000 1.7 0.648786 -0.620066 125.541 -5.90617 0.0112742 0 0 -563.47 -38.9709
21025000 1.7 0.727207 -0.0908017 124.283 -5.88726 0.036476 0 0 -559.029 -41.508
21026000 1.7 0.830599 0.176014 119.942 -6.15823 0.00439644 0 0 -586.299 -41.8449
21027000 1.7 0.853298 0.0976856 131.889 -5.49206 0.203336 0 0 -524.097 -36.2965
21028000 1.7 0.717404 0.0357278 119.694 -6.10223 0.113111 0 0 -577.717 -44.8239
21029000 1.7 0.740586 -0.58299 125.992 -5.86803 0.00140227 0 0 -560.405 -38.1357
21030000 1.7 0.691854 -0.217189 125.033 -5.85401 0.010015 0 0 -559.105 -38.0146
21031000 1.7 0.743581 -0.379182 125.162 -5.91317 0.00289123 0 0 -561.177 -41.9697
21032000 1.7 0.683013 0.235183 123.777 -5.85061 0.144183 0 0 -555.86 -41.046
21033000 1.7 0.72414 0.264117 122.477 -5.90926 0.0696062 0 0 -568.433 -34.3811
21034000 1.7 0.73752 0.151139 126.078 -5.72258 0.156274 0 0 -544.64 -39.2197
21035000 1.7 0.5943 0.588038 122.252 -5.93373 0.442108 0 0 -566.253 -39.4292
21036000 1.7 0.642062 -0.548239 122.74 -6.05874 0.403091 0 0 -577.091 -41.3037
21037000 1.7 0.646354 -0.126013 121.444 -6.06076 0.092607 0 0 -580.791 -37.4992
21038000 1.7 0.775933 0.102037 123.535 -5.86681 0.0054438 0 0 -560.356 -38.0637
21039000 1.7 0.711157 1.45346 115.887 -6.20535 0.413434 0 0 -588.825 -44.5343
21040000 1.7 0.752349 0.643327 121.147 -5.99498 0.0500822 0 0 -572.451 -39.0877
21041000 1.7 0.69515 0.0839565 125.73 -5.78589 0.976726 0 0 -553.047 -38.0903
21042000 1.7 0.673769 -0.31748 119.968 -6.17311 0.307599 0 0 -588.992 -40.972
21043000 1.7 0.686098 0.446861 122.254 -5.88892 0.817334 0 0 -564.029 -37.4585
21044000 1.7 0.685516 0.407502 124.777 -5.70652 0.0619452 0 0 -541.235 -40.8922
21045000 1.7 0.767552 0.327066 122.366 -5.91475 0.968117 0 0 -564.539 -39.7337
21046000 1.7 0.752004 1.00085 117.14 -6.10171 0.639911 0 0 -581.419 -41.5957
21047000 1.7 0.73252 0.0542262 121.485 -6.02776 0.272387 0 0 -572.582 -42.5224
21048000 1.7 0.680766 -0.237617 123.909 -5.91423 0.345832 0 0 -563.167 -40.4304
21049000 1.7 0.709973 0.309446 123.773 -5.88919 1.46203 0 0 -563.002 -39.157
21050000 1.7 0.664668 0.47636 118.983 -6.0586 0.215019 0 0 -575.794 -42.3977
21051000 1.7 0.68779 -0.727987 125.282 -5.85813 0.855611 0 0 -560.015 -38.3696
21052000 1.7 0.749332 -0.337351 124.252 -5.94858 0.235189 0 0 -567.946 -39.0436
21053000 1.7 0.676129 0.525828 120.175 -5.99494 0.000126168 0 0 -571.921 -39.5633
21054000 1.7 0.699452 0.939134 118.394 -6.08466 0.475718 0 0 -579.178 -41.9331
21055000 1.7 0.69539 -0.0551043 124.619 -5.8706 0.314708 0 0 -557.348 -41.7675
21056000 1.7 0.656118 0.260785 121.132 -5.97488 0.148807 0 0 -570.221 -39.366
21057000 1.7 0.700401 0.511347 126.074 -5.60209 1.49414 0 0 -531.676 -41.2317
21058000 1.7 0.664312 0.319408 118.623 -6.13824 0.0190591 0 0 -583.492 -42.6276
21059000 1.7 0.670313 0.153926 124.227 -5.81696 0.908086 0 0 -555.912 -38.3262
21060000 1.7 0.603047 0.162705 120.794 -6.00708 0.00204921 0 0 -572.92 -39.8039
21061000 1.7 0.662225 0.332949 126.669 -5.64952 0.611992 0 0 -537.22 -39.6427
21062000 1.7 0.795096 0.882802 119.21 -6.04433 0.726263 0 0 -576.573 -40.6747
21063000 1.7 0.742692 -0.15002 122.96 -5.93936 0.0677533 0 0 -564.756 -41.1266
21064000 1.7 0.684669 -0.230639 128.731 -5.64367 0.040225 0 0 -540.896 -34.7983
21065000 1.7 0.672033 -0.0800607 123.427 -5.89784 0.0162686 0 0 -566.205 -35.3912
21066000 1.7 0.723813 -0.380016 126.132 -5.83352 0.555289 0 0 -555.963 -39.6107
21067000 1.7 0.60579 -0.56244 122.088 -6.06839 0.0973951 0 0 -576.344 -42.7302
21068000 1.7 0.712054 -0.0513717 126.684 -5.6677 0.309121 0 0 -540.181 -38.2336
21069000 1.7 0.625543 0.0568237 119.747 -6.1546 0.0103394 0 0 -587.833 -39.946
21070000 1.7 0.682455 -0.118763 126.129 -5.756 0.0107559 0 0 -551.08 -36.043
21071000 1.7 0.775997 -0.263172 126.036 -5.77532 0.000162471 0 0 -551.819 -37.2647
21072000 1.7 0.714308 0.649504 122.868 -5.82579 0.1729 0 0 -554.35 -40.0527
21073000 1.7 0.745941 0.534836 116.388 -6.25177 0.00612603 0 0 -596.601 -41.0855
21074000 1.7 0.710161 0.28266 119.765 -6.06669 0.0899347 0 0 -582.608 -36.285
21075000 1.7 0.801775 -0.300403 128.497 -5.6518 0.293035 0 0 -544.381 -32.3955
21076000 1.7 0.690155 0.143752 120.483 -6.08571 0.314189 0 0 -580.036 -41.0208
21077000 1.7 0.689488 -0.107029 125.29 -5.78913 0.0836349 0 0 -553.916 -36.6593
21078000 1.7 0.724254 0.28235 123.907 -5.81511 0.00863479 0 0 -553.523 -39.6264
21079000 1.7 0.702876 -0.32435 122.861 -5.99679 0.00352483 0 0 -572.197 -39.4786
21080000 1.7 0.668136 0.14718 122.976 -5.88629 0.141022 0 0 -562.13 -38.413
21081000 1.7 0.757438 0.277092 122.147 -5.89179 0.32465 0 0 -561.971 -39.3159
21082000 1.7 0.778276 -0.501683 126.71 -5.80606 0.00626153 0 0 -551.839 -40.3853
21083000 1.7 0.645352 -0.00651142 119.051 -6.15999 0.00188002 0 0 -589.42 -38.9002
21084000 1.7 0.685311 -0.353106 122.929 -5.99822 0.852798 0 0 -572.259 -40.4126
21085000 1.7 0.78889 -0.214051 121.318 -6.10065 0.0916342 0 0 -580.906 -41.4518
21086000 1.7 0.811844 0.330208 118.757 -6.17487 0.19641 0 0 -588.697 -41.3358
