# Time-averaged data for fix FEPout
# TimeStep v_param v_tinst v_pinst v_vinst v_pe c_pe_solute_bond c_pe_solute_pair c_pe_solvent_bond c_pe_solvent_pair c_pe_inter_pair
12000000 1.4 0.737718 0.621659 121.907 -5.79099 0.250946 0 0 -557.173 -33.7593
12001000 1.4 0.803953 -0.21428 124.181 -5.83511 0.0676797 0 0 -561.27 -33.979
12002000 1.4 0.751916 0.154628 126.812 -5.58727 0.00194173 0 0 -542.035 -27.8681
12003000 1.4 0.745975 -0.120192 122.896 -5.86153 0.228789 0 0 -567.245 -30.8598
12004000 1.4 0.733748 0.896028 118.639 -5.99875 0.0184323 0 0 -583.266 -28.6247
12005000 1.4 0.778235 -0.686311 127.09 -5.76041 0.0352031 0 0 -555.698 -31.8989
12006000 1.4 0.613664 0.631428 117.902 -6.05716 0.0541757 0 0 -584.895 -32.9897
12007000 1.4 0.693353 -0.0878719 126.012 -5.68524 0.00307563 0 0 -549.959 -29.9381
12008000 1.4 0.696179 1.24292 118.634 -5.91244 1.02328 0 0 -573.107 -30.9857
12009000 1.4 0.732137 0.599679 119.823 -5.95208 0.0406637 0 0 -573.602 -33.551
12010000 1.4 0.740694 -0.318464 124.387 -5.87903 0.34176 0 0 -567.448 -32.5549
12011000 1.4 0.64634 -0.962768 129.273 -5.66469 0.020519 0 0 -546.841 -30.9776
12012000 1.4 0.735571 -0.0619689 122.96 -5.90465 0.075382 0 0 -571.394 -30.9561
12013000 1.4 0.648894 1.1594 118.825 -5.90992 1.72413 0 0 -575.72 -28.8152
12014000 1.4 0.73985 -0.685327 123.818 -5.90059 0.932397 0 0 -566.991 -35.8014
12015000 1.4 0.693531 0.0358953 124.781 -5.76946 0.0954852 0 0 -555.909 -32.6714
12016000 1.4 0.664272 0.884148 120.614 -5.87166 0.261253 0 0 -566.357 -32.8136
12017000 1.4 0.758915 0.792803 119.935 -5.96439 1.54016 0 0 -577.116 -32.7923
12018000 1.4 0.735853 -0.607389 125.435 -5.86401 0.724481 0 0 -566.742 -32.1118
12019000 1.4 0.651045 -0.0240528 126.3 -5.66153 0.497825 0 0 -545.18 -32.7945
12020000 1.4 0.618236 0.0447806 125.636 -5.65626 0.126322 0 0 -545.404 -31.6614
12021000 1.4 0.699551 1.12922 120.01 -5.89896 0.816882 0 0 -571.789 -30.7224
12022000 1.4 0.651239 0.436728 127.26 -5.59037 1.06059 0 0 -545.278 -26.0005
12023000 1.4 0.691162 -0.507535 124.676 -5.86754 0.0700597 0 0 -566.729 -31.8304
