# Time-averaged data for fix FEPout
# TimeStep v_param v_tinst v_pinst v_vinst v_pe c_pe_solute_bond c_pe_solute_pair c_pe_solvent_bond c_pe_solvent_pair c_pe_inter_pair
9000000 1.3 0.683775 0.0185388 119.868 -5.98762 0.297739 0 0 -580.509 -30.5262
9001000 1.3 0.80715 -0.36126 128.644 -5.60657 0.000118007 0 0 -545.767 -26.1035
9002000 1.3 0.745302 -0.615979 123.036 -5.93985 0.0329703 0 0 -578.998 -26.8997
9003000 1.3 0.660807 0.0968568 125.246 -5.60104 2.1561 0 0 -544.131 -29.3309
9004000 1.3 0.746273 0.149669 124.01 -5.76357 0.245453 0 0 -558.665 -29.4641
9005000 1.3 0.66433 0.47479 119.801 -5.91041 0.06096 0 0 -572.032 -30.8911
9006000 1.3 0.601655 0.207147 123.647 -5.73639 0.630949 0 0 -557.175 -28.5681
9007000 1.3 0.648744 -0.216711 124.439 -5.80301 1.18056 0 0 -564.898 -28.189
9008000 1.3 0.572593 -0.834645 125.884 -5.77124 0.00307742 0 0 -559.136 -29.5336
9009000 1.3 0.711517 -0.480528 124.911 -5.82547 0.0171032 0 0 -565.066 -29.1488
9010000 1.3 0.756664 0.314312 121.923 -5.84055 0.345314 0 0 -565.655 -30.4268
9011000 1.3 0.804454 0.260515 125.433 -5.67105 1.16723 0 0 -550.571 -29.0434
9012000 1.3 0.745373 0.647173 122.18 -5.79201 0.645584 0 0 -563.319 -28.1121
9013000 1.3 0.665499 0.450299 122.887 -5.79363 1.06512 0 0 -562.262 -29.7537
9014000 1.3 0.680951 -0.33204 126.805 -5.64095 0.0637488 0 0 -549.495 -25.9454
9015000 1.3 0.673018 0.318141 121.173 -5.90562 0.0397256 0 0 -570.469 -31.9433
9016000 1.3 0.723023 0.162472 126.768 -5.60153 1.71833 0 0 -549.744 -23.3303
9017000 1.3 0.655733 -0.020166 122.997 -5.83462 0.0623876 0 0 -563.647 -31.5465
9018000 1.3 0.670013 -0.472286 125.214 -5.78728 0.0469218 0 0 -557.864 -32.4863
9019000 1.3 0.643109 -0.248973 126.67 -5.63965 0.0818797 0 0 -548.907 -26.4195
9020000 1.3 0.718806 0.0545285 123.252 -5.83684 0.193353 0 0 -566.011 -29.5401
9021000 1.3 0.787593 0.829362 122.167 -5.78895 1.76247 0 0 -564.954 -27.282
9022000 1.3 0.763055 1.00913 124.449 -5.57181 0.421506 0 0 -543.744 -25.0023
9023000 1.3 0.636392 0.628635 124.659 -5.60723 1.33559 0 0 -545.324 -27.9493
9024000 1.3 0.756114 -0.335215 124.243 -5.83612 0.00171979 0 0 -568.127 -27.1594
9025000 1.3 0.649591 -0.424335 124.16 -5.80523 0.0244513 0 0 -561.263 -30.8952
9026000 1.3 0.579276 0.249581 124.213 -5.72897 0.0434793 0 0 -556.032 -28.3671
9027000 1.3 0.69327 -0.652117 122.717 -5.98407 0.102987 0 0 -579.104 -31.3737
9028000 1.3 0.679399 -0.25168 128.335 -5.59461 0.0162066 0 0 -542.382 -28.2846
9029000 1.3 0.724021 -0.135424 123.723 -5.7704 0.586277 0 0 -561.195 -27.9729
9030000 1.3 0.648479 -0.20669 126.065 -5.68535 0.118505 0 0 -552.015 -28.0092
9031000 1.3 0.638447 0.0506181 123.76 -5.78396 0.771879 0 0 -564.708 -26.0275
9032000 1.3 0.778009 0.139314 119.028 -6.03035 1.27657 0 0 -587.782 -28.5898
9033000 1.3 0.810751 -0.0313227 122.762 -5.84431 0.0715551 0 0 -566.082 -30.1086
9034000 1.3 0.835276 0.0366778 123.576 -5.81713 0.227072 0 0 -562.89 -30.6853
9035000 1.3 0.774556 0.333823 125.113 -5.6956 0.465441 0 0 -549.366 -32.0502
9036000 1.3 0.721664 -0.108494 126.18 -5.64201 0.235825 0 0 -547.721 -27.9993
9037000 1.3 0.613873 1.08673 119.122 -5.86343 0.934999 0 0 -567.64 -31.365
9038000 1.3 0.703701 -0.14622 123.913 -5.79507 0.0249927 0 0 -560.525 -30.5972
9039000 1.3 0.615477 -0.0767995 125.76 -5.67321 0.306263 0 0 -550.391 -28.583
9040000 1.3 0.647037 -0.335396 123.293 -5.84365 1.30235 0 0 -567.007 -30.3478
9041000 1.3 0.765118 -0.0991976 121.626 -5.91062 0.719968 0 0 -572.535 -31.0682
